"Export date: 7/10/2021, 12:26:03 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","13","Pack of 6 stainless steel scourers","Swish","2.70","557","20","1504","05/24/2013","0.08","576","4.4","2.62","3067","Grocery","B005LGCTI4","https://www.amazon.co.uk/Pack-6-stainless-steel-scourers/dp/B005LGCTI4/ref=sr_1_531?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-531"
"","","14","Led Strip Lights 20M COOLAPA RGB LED Strip 44-Key Remote for Bedroom Home Wall Ceiling Festival Party SMD 5050 Multi Colour Lights Strips Kit","COOLAPA","22.99","1170","11","26898","07/01/2021","17.29","2380","4.5","5.7","1552","Lighting","B0946NPB3Y","https://www.amazon.co.uk/Lights-COOLAPA-Bedroom-Ceiling-Festival/dp/B0946NPB3Y/ref=sr_1_532?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-532"
"","","15","126 Pcs Pastel Pink Blue Balloon Garland Arch Kit Gender Reveal Gold Foil Moon and Stars Confetti Latex Metallic Balloons for Boy Girl Baby Shower Birthday Wedding Party Decorations Supplies","Amandir","12.49","164","5","2048","03/16/2021","8.4","1","5","4.09","12108","Toys & Games","B08Z46JXR3","https://www.amazon.co.uk/Confetti-Metallic-Balloons-Birthday-Decorations/dp/B08Z46JXR3/ref=sr_1_533?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-533"
"","","16","Tala Beechwood Honey Dipper","Tala","2.25","535","13","1204","07/08/2007","0.86","1187","4.5","1.39","9556","Home & Kitchen","B0071QN0AS","https://www.amazon.co.uk/Tala-10A30066-Honey-Dipper/dp/B0071QN0AS/ref=sr_1_534?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-534"
"","","17","Hozelock 2347 0000 Multi Spray Watering Gun Starter Set 205.0 mm*230.0 mm*260.0 mm","Hozelock Ltd","15.00","4395","147","65925","01/04/2009","10.52","2135","4.6","4.48","104","Garden & Outdoors","B001ULCIMG","https://www.amazon.co.uk/Hozelock-Multi-Spray-Watering-Starter/dp/B001ULCIMG/ref=sr_1_535?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-535"
"","","18","Genware NEV-100-2050 Ramekin Waxed Paper 1 oz. Pack of 250","Genware","7.81","465","21","3632","09/16/2012","4.44","348","4.5","3.37","4879","Home & Kitchen","B009BQ52HA","https://www.amazon.co.uk/Genware-NEV-100-2050-Ramekin-Waxed-Paper/dp/B009BQ52HA/ref=sr_1_536?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-536"
"","","19","Windolene 4 Action Glass & Shiny Surfaces Wipes (30) - Pack of 2","Windolene","7.25","749","23","5430","06/22/2015","3.96","291","4.4","3.29","2582","Grocery","B01066V8KI","https://www.amazon.co.uk/Windolene-Action-Glass-Shiny-Surfaces/dp/B01066V8KI/ref=sr_1_537?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-537"
"","","20","Humidifiers for Bedroom ONGAHON 3L Small to Large Room Portable USB Personal Cool Mist Humidifier 25dB Quiet Operation 2 Nozzles Auto Shut OffFor HomeBaby RoomskidsOfficeDeskCE Certified","ONGAHON","19.99","373","12","7456","02/26/2021","14.75","42","4.3","5.24","10609","Home & Kitchen","B08XMFYLNR","https://www.amazon.co.uk/Humidifiers-ONGAHON-Humidifier-Operation-Certified/dp/B08XMFYLNR/ref=sr_1_538?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-538"
"","","21","Pizza PeelAluminum Metal Pizza PaddlePizza Spatula 12 Inch with Foldable Wooden HandleEasy Storage Pizza Shovel for Pizza Oven with Rotary Pizza Slicer for Baking Homemade Pizza","Youmeet","18.99","365","12","6931","05/11/2021","13.9","15","4.1","5.09","10392","Home & Kitchen","B094NY2BCN","https://www.amazon.co.uk/Aluminum-Spatula-Foldable-Storage-Homemade/dp/B094NY2BCN/ref=sr_1_539?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-539"
"","","22","Chilly's Bottles | Leak-Proof No Sweating | BPA-Free Stainless Steel | Reusable Water Bottle | Double Walled Vacuum Insulated | Keeps Cold for 24+ Hrs Hot for 12 Hrs","Chilly's","15.00","15719","502","235785","01/31/2019","10.52","23449","4.8","4.48","11","Home & Kitchen","B07N98DVR1","https://www.amazon.co.uk/Chillys-Bottle-New-2019-Logo-Stainless-Reusable/dp/B07N98DVR1/ref=sr_1_540?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-540"
"","","23","Titanium Bird Electric Milk Frother (Whisk) Automatic Milk Foam Maker for Bulletproof Coffee Matcha Stainless Steel Whisk Battery Operated","Titanium bird","7.99","622","8","4970","05/16/2021","4.56","15","4.1","3.43","16030","Home & Kitchen","B0952CTT8V","https://www.amazon.co.uk/Titanium-Electric-Automatic-Bulletproof-Stainless/dp/B0952CTT8V/ref=sr_1_541?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-541"
"","","24","AeroPress Coffee and Espresso Maker - Quickly Makes Delicious Coffee Without Bitterness - 1 to 3 Cups Per Pressing","Aeropress","27.65","2648","80","73217","02/21/2008","20.93","6728","4.8","6.72","567","Home & Kitchen","B000GXZ2GS","https://www.amazon.co.uk/Aerobie-AeroPress-A80-Coffee-Maker/dp/B000GXZ2GS/ref=sr_1_542?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-542"
