"Export date: 7/10/2021, 12:26:03 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Oaktree UK Sparkling RoseGold Bday Banner","OakTree","1.38","382","13","527","01/11/2019","0.08","295","4.6","1.3","4279","Toys & Games","B07M7XR8SN","https://www.amazon.co.uk/Oaktree-Sparkling-RoseGold-Bday-Banner/dp/B07M7XR8SN/ref=sr_1_530?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-530"
"Average Sales: 1,767","","2","5 x Oasis Ideal Round Cylinder Wet Foam for Florist Floral Craft Flowers Floristry Designs & Displays","Smithers Oasis","4.38","501","25","2194","04/18/2011","1.53","875","4.4","2.85","3687","Home & Kitchen","B0070WC4P0","https://www.amazon.co.uk/Oasis-Cylinder-Florist-Floristry-Displays/dp/B0070WC4P0/ref=sr_1_531?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-531"
"Average Sales Rank: 5,168","","3","Creativ 264050 Multipurpose Rectangular Gift Boxes Suitable for Arts and Crafts White 4 Assorted Sizes: 75 x 5 x 35 cm Size: 95 x 7 x 45 cm Size: 115 x 85 x 55 cm Size: 14 x 11 x 65 cm","Creativ","8.04","443","23","3562","02/02/2012","4.63","465","3.4","3.41","1649","Stationery & Office Supplies","B0074HQUTW","https://www.amazon.co.uk/Multipurpose-Rectangular-Suitable-Crafts-Assorted/dp/B0074HQUTW/ref=sr_1_532?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-532"
"Average Price: £12.30","","4","Mcalpine ST90CPTOP+TUBE Replacement Shower Trap Cover by Mcalpine ST90CPTOP+TUBE Replacement Shower Trap Cover","Mcalpine ST90CPTOP+TUBE Replacement Shower Trap Cover","15.85","713","23","11301","05/20/2014","11.73","754","4.4","4.12","1992","DIY & Tools","B00KGE7F1W","https://www.amazon.co.uk/Mcalpine-ST90CPTOP-Replacement-Shower-Cover/dp/B00KGE7F1W/ref=sr_1_533?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-533"
"Average Reviews: 1,979","","5","Bonsenkitchen Milk Frother Automatic 300ml 500W Electric Milk Steamer Cold/Hot Frothing and Milk Heating for Coffee Cappuccino Latte Quiet Non-Stick Coating","Bonsenkitchen","27.99","210","6","5878","05/30/2021","21.53","10","3.8","6.46","26360","Home & Kitchen","B08LYM8RLK","https://www.amazon.co.uk/Frother-Electric-Liquid-Heater-Functionality/dp/B08LYM8RLK/ref=sr_1_534?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-534"
"","","6","Sewing Machine Needles 60Pcs Universal Heavy Duty Ballpoint Brother Janome Singer Sewing Machine Needles 65/9 75/11 80/12 90/14 100/16 110/18 Sewing Machine Accessories for Denim Leather Jeans Jersey","VDSOW","5.89","305","11","1796","05/02/2021","2.78","9","4.9","3.11","11041","Home & Kitchen","B093YZZMVG","https://www.amazon.co.uk/Machine-Needles-Universal-Ballpoint-Accessories/dp/B093YZZMVG/ref=sr_1_534?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-534"
"","","7","Happy Birthday Banner Happy Birthday Banners with Blue Latex Balloons/Confetti Balloons Blue Happy Birthday Bunting Banners for Girls Boys 1st 18th 21st 30th Any Ages Birthday Party Decorations","ZAWTR","6.89","2038","62","14042","01/26/2021","4.79","393","4.4","2.1","401","Toys & Games","B08V14B95S","https://www.amazon.co.uk/Birthday-Banners-Balloons-Confetti-Decorations/dp/B08V14B95S/ref=sr_1_535?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-535"
"","","8","Chef Aid 10E01478 30 cm Bamboo Skewers Plastic Beige","Chef Aid","2.76","2148","84","5928","07/07/2007","0.83","1519","4.6","1.93","287","Garden & Outdoors","B000TAQN1G","https://www.amazon.co.uk/Chef-Aid-10E01478-Bamboo-Skewers/dp/B000TAQN1G/ref=sr_1_536?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-536"
"","","9","Buyzia Liquid Chalk Pens 6mm Reversible Tip Neon Color Markers for Non Porous Surfaces - 8 Pack","BUYZIA","6.99","2237","131","15637","09/22/2020","3.71","1705","4.5","3.28","117","Stationery & Office Supplies","B083JFT1G6","https://www.amazon.co.uk/Marker-Chalkboard-whiteboard-Window-Reversible/dp/B083JFT1G6/ref=sr_1_537?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-537"
"","","10","Desk lampEye-caringTable LampDimmable Bedside lamp with USB Charging Port 5 Light Modes x 10 Brightness LevelsTouch Control for HomeOfficeBedroomReadingWorkStudy","SLATOR","16.99","2655","120","45108","03/17/2020","12.21","4148","4.6","4.78","44","Lighting","B08613S3TD","https://www.amazon.co.uk/Eye-caringTable-Dimmable-Bedside-Charging-Brightness/dp/B08613S3TD/ref=sr_1_538?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-538"
"","","11","Lecent Throw Pillow Covers-Inspirational Gifts for Women Sometimes You Forget Youre Awesome So This Is Your Reminder Birthday Gifts for Women Best Friend Daughter Mom Coworker","Lecent","11.99","2106","80","25251","01/18/2021","7.95","91","4.6","4.04","566","Home & Kitchen","B08T8W64F6","https://www.amazon.co.uk/Lecent-Covers-Inspirational-Sometimes-Reminder-Birthday/dp/B08T8W64F6/ref=sr_1_529?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-529"
"","","12","Microfibre Spray Mop for Floor Cleaning-EXEGO Floor Mop with Spray Mops for Hard Floors with 3 Washable Mop Pads Dust Wet Mop Kitchen Mop 640ML Refillable Bottle for HardwoodLaminate FloorsCeramic","EXEGO","25.99","918","27","23859","03/08/2021","19.83","75","4.6","6.16","2155","Grocery","B08Y89JSX2","https://www.amazon.co.uk/Microfibre-Cleaning-EXEGO-Washable-Refillable-Hardwood/dp/B08Y89JSX2/ref=sr_1_530?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858725&s=kitchen&sr=1-530"
