"Export date: 7/10/2021, 12:10:21 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","12","MASTER LOCK Key Safe [Medium size] [Wall mounted] [Outdoor] [Exist in 2 colors] - 5401EURD - Key Lock Box","Master Lock","14.87","7191","239","106930","01/01/2006","10.56","11657","4.7","4.31","39","DIY & Tools","B000JTIX3S","https://www.amazon.co.uk/MASTER-LOCK-Safe-Medium-Mounted/dp/B000JTIX3S/ref=sr_1_437?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857784&s=kitchen&sr=1-437"
"","","13","Amscan 6702412 - Battle Royal Hanging Swirl Decorations - 12 Pack","amscan","4.66","635","21","2959","05/29/2019","1.34","372","4.6","2.81","3295","Toys & Games","B07QX26JDR","https://www.amazon.co.uk/Amscan-International-6702412-Hanging-Decoration/dp/B07QX26JDR/ref=sr_1_438?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857784&s=kitchen&sr=1-438"
"","","14","Zinc Products Carpet Floor Tool Brush Head Compatible with Electrolux Henry Vax Hoover Vacuum Cleaners","Zinc Products","6.99","1046","34","7312","12/28/2017","3.74","720","4.5","3.25","1396","Home & Kitchen","B078NYCZMS","https://www.amazon.co.uk/Carpet-Compatible-Electrolux-Hoover-Cleaners/dp/B078NYCZMS/ref=sr_1_439?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857784&s=kitchen&sr=1-439"
"","","15","Coates Willow Charcoal Assorted 30 Pieces","Coates","3.90","8","0","31","02/20/2010","1.09","1489","4.6","2.81","","","B001PNG4LA","https://www.amazon.co.uk/Coates-Willow-Charcoal-Assorted-Pieces/dp/B001PNG4LA/ref=sr_1_440?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857784&s=kitchen&sr=1-440"
"","","16","Stainless Steel Electric Kettle 1.5L Double Wall Cool Touch Water Boiler BPA-Free Cordless Water Kettle with Auto-shutoff & Boil-Dry Protection","Bonsenkitchen","27.99","690","23","19313","10/16/2020","21.53","27","4.7","6.46","11253","Home & Kitchen","B08L8XL52F","https://www.amazon.co.uk/Stainless-Electric-BPA-Free-Auto-shutoff-Protection/dp/B08L8XL52F/ref=sr_1_441?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857784&s=kitchen&sr=1-441"
"","","17","SAKURA - Gelly Basic White - 05-08 - 10 - Set 3","SAKURA","4.33","927","30","4014","03/07/2018","2.62","1428","4.5","1.71","1126","Stationery & Office Supplies","B07J3BR84T","https://www.amazon.co.uk/Sakura-Gelly-Roll-gelpennen-diktes/dp/B07J3BR84T/ref=sr_1_442?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857784&s=kitchen&sr=1-442"
"","","18","60 Sheets 20 Colours Tissue Paper HCSSZ Wrapping Tissue Paper Art Rainbow Tissue Paper 50 x 35 cm for Art Craft Floral Birthday Party Festival Gift Wrapping Decorative","HCSSZ","5.99","880","41","5271","04/08/2021","4.02","18","4.5","1.97","1765","Home & Kitchen","B091Y4XMNL","https://www.amazon.co.uk/HCSSZ-Wrapping-Birthday-Festival-Decorative/dp/B091Y4XMNL/ref=sr_1_443?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857784&s=kitchen&sr=1-443"
"","","19","Hemline H420.99 Nickel Brass Rust Proof Sew On Snap Fasteners 67911mm 20 Set","Hemline","1.98","889","29","1760","06/14/2020","0.3","1301","4.5","1.68","2599","Home & Kitchen","B003X2K6ZQ","https://www.amazon.co.uk/dp/B003X2K6ZQ"
"","","20","Baby Swaddle Wrap Newborn Blanket 0-3 Months 100% Organic Cotton Swaddles","Little Seeds","17.99","3010","100","54150","11/21/2018","13.06","5234","4.5","4.93","76","Baby Products","B07KRMD9T4","https://www.amazon.co.uk/dp/B07KRMD9T4"
"","","21","Lamapee Button pins for Jeans Silver 10 Set No Sew Jean Button Pins Adjustable","Lamapee","6.99","2033","67","14211","04/09/2021","4.87","130","4.5","2.12","583","Home & Kitchen","B0924CJRLX","https://www.amazon.co.uk/dp/B0924CJRLX"
"","","22","Dustpan and Brush Set  Choose Your Colour (Green)","TDBS The Dustpan and Brush Store","5.99","2966","98","17766","09/22/2020","2.89","1423","4.2","3.1","202","Grocery","B0883B3XKK","https://www.amazon.co.uk/dp/B0883B3XKK"
"","","23","HOMIDEC 12pcs Shoe Box Shoe Storage Boxes Clear Plastic Stackable Shoe Organizer Containers with Lids for Women/Men (33x23x14cm)","HOMIDEC","29.99","938","31","28131","04/06/2021","21.32","250","4.3","8.67","3523","Home & Kitchen","B091TN8SNB","https://www.amazon.co.uk/dp/B091TN8SNB"
"","","24","50 Pack Paper Coffee Cups | Disposable Cups for Hot Drinks | Great for Hot Coffee Tea Cold Drinks (8oz)","shefa","7.29","209","6","1524","05/21/2021","3.99","4","5","3.3","6309","Home & Kitchen","B095KR14SP","https://www.amazon.co.uk/dp/B095KR14SP"
