"Export date: 7/10/2021, 12:04:21 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","11","RAYYAN LINEN WHITE 100% EGYPTIAN COTTON PAIR OF PILLOWCASES 200 THREAD COUNT 50 X 75 CM","RAYYAN LINEN","6.99","2218","80","15504","12/13/2013","4.16","4736","4.4","2.83","569","Home & Kitchen","B00HAN52GC","https://www.amazon.co.uk/RAYYAN-LINENS-EGYPTIAN-COTTON-PILLOWCASES/dp/B00HAN52GC/ref=sr_1_83?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857027&s=kitchen&sr=1-83"
"","","12","vr idea 2-Pack Soap Dish Travel Soap Box Soap Container Perfect for Gift Travel (Green & White)","vr idea","3.99","802","52","3200","09/22/2019","1.17","419","4.4","2.82","1179","Home & Kitchen","B07Y6ZY6CT","https://www.amazon.co.uk/idea-2-Pack-Travel-Container-Perfect/dp/B07Y6ZY6CT/ref=sr_1_269?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857424&s=kitchen&sr=1-269"
"","","13","Tomario 2pc Balloon Pumps for Party Balloons Birthday Foil Balloons Modelling Balloon Lightweight Durable Hand Manual Inflator N104","Tomario","7.99","447","15","3572","01/26/2021","","15","3.8","","3673","Toys & Games","B0969X7P5P","https://www.amazon.co.uk/Tomario-Balloons-Birthday-Modelling-Lightweight/dp/B0969X7P5P/ref=sr_1_270?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857424&s=kitchen&sr=1-270"
"","","14","Numatic Henry Hetty etc Hepa Flo Vacuum Cleaner Dust Bags (Pack of 10 + 5 Freshener Sticks)","Henry","11.98","2026","73","24271","05/16/2014","7.97","2690","4.7","4.01","674","Home & Kitchen","B00KDIS56U","https://www.amazon.co.uk/Numatic-Henry-Vacuum-Cleaner-Freshener/dp/B00KDIS56U/ref=sr_1_271?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857424&s=kitchen&sr=1-271"
"","","15","Presale Fish Scale Microfiber Polishing Cleaning Cloth 5 Pcs","Bloomhua","4.60","1132","27","5207","03/11/2021","","242","4.4","","3339","Home & Kitchen","B08YNV1LJN","https://www.amazon.co.uk/Presale-Scale-Microfiber-Polishing-Cleaning/dp/B08YNV1LJN/ref=sr_1_272?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857424&s=kitchen&sr=1-272"
"","","16","Attikee Glow Sticks Bulk 206 PCS Glow Party Supplies 100PCS 8 Inch 7 Colors Glow Sticks 106PCS Connectors for Eyeglasses Balls Flowers Necklaces Bracelets Glow in Dark Light Sticks for Kids Adults","Attikee","11.99","785","31","9412","03/08/2021","7.98","1089","4.6","4.01","1281","Toys & Games","B08Y5667MV","https://www.amazon.co.uk/Attikee-Connectors-Eyeglasses-Necklaces-Bracelets/dp/B08Y5667MV/ref=sr_1_273?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857424&s=kitchen&sr=1-273"
"","","17","Spear & Jackson 2LPAPS Pump Action Pressure Sprayer 2 L","Spear & Jackson","7.25","2963","130","21482","08/03/2015","3.96","3882","4.3","3.29","132","Garden & Outdoors","B013T16IWA","https://www.amazon.co.uk/Spear-Jackson-2LPAPS-Pressure-Sprayer/dp/B013T16IWA/ref=sr_1_84?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857027&s=kitchen&sr=1-84"
"","","18","CLEAN WINE SPRAY HANGOVER BE GONE CLEARS SULPHITES PRIOR TO DRINKING","Clean Wine","8.90","7","0","62","10/27/2020","6.49","5","4.2","2.41","","","B08LZGV7WB","https://www.amazon.co.uk/CLEAN-HANGOVER-CLEARS-SULPHITES-DRINKING/dp/B08LZGV7WB/ref=sr_1_275?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857424&s=kitchen&sr=1-275"
"","","19","Hubzilla Single Mattress Protector Soft Quilted and Waterproof Sheets with Durable Elastic Edges for Extra Deep Size Bed 90 x 190 x 40 cm Fitted","Hubzilla","10.15","1825","77","18524","02/26/2021","6.42","51","4.7","3.73","605","Home & Kitchen","B08XMM8CCR","https://www.amazon.co.uk/Hubzilla-Mattress-Protector-Quilted-Waterproof/dp/B08XMM8CCR/ref=sr_1_279?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857424&s=kitchen&sr=1-279"
"","","20","Samsung DA29-00003F Origina HAFIN1-EXP Aqua-Pure Plus Refrigerator Filter","Samsung","20.83","1367","40","28475","02/24/2012","15.46","693","4.7","5.37","1782","Home & Kitchen","B00EMEE7F4","https://www.amazon.co.uk/Samsung-DA29-00003F-HAFIN1-EXP-Aqua-Pure-Refrigerator/dp/B00EMEE7F4/ref=sr_1_280?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857424&s=kitchen&sr=1-280"
"","","21","Tumtanm 1M Nozzle Open Star Piping Tip Large Seamless Stainless Steel Icing Piping Nozzle Tip 1M","Tumtanm","3.69","438","20","1616","04/24/2021","2.08","16","4.9","1.61","5085","Home & Kitchen","B093CV9BVN","https://www.amazon.co.uk/Tumtanm-Nozzle-Piping-Seamless-Stainless/dp/B093CV9BVN/ref=sr_1_281?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857424&s=kitchen&sr=1-281"
"","","22","Funtime 55875 Tape Measure","Funtime","6.94","448","14","3109","06/07/2017","3.7","1891","4.6","3.24","3919","Toys & Games","B072MPMG8B","https://www.amazon.co.uk/Fun-Time-55875-Tape-Measure/dp/B072MPMG8B/ref=sr_1_282?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857424&s=kitchen&sr=1-282"
"","","23","KEPLIN 17 Pack Storage Containers for Food Plastic Box with Lid Set for Storing in Kitchen Cupboard Fridge Freezer Airtight Seal to Keep Lunch Snacks Meal Prep or Picnics (17 Tubs with Lids)","KEPLIN","8.99","354","15","3182","05/25/2021","","13","4.1","","7659","Home & Kitchen","B095T239SZ","https://www.amazon.co.uk/KEPLIN-Storage-Containers-Cupboard-Airtight/dp/B095T239SZ/ref=sr_1_283?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857424&s=kitchen&sr=1-283"
"","","24","Elfranso Tea Towels  100% Cotton Kitchen Tea towels- Pack of 5 and Absorbent Tea Towels set 70 x 50 cm Towels (Grey)","Elfranso","9.99","1594","59","15924","01/15/2021","6.28","196","4.3","3.71","952","Home & Kitchen","B08T6N957G","https://www.amazon.co.uk/Elfranso-Tea-Towels-Kitchen-Absorbent/dp/B08T6N957G/ref=sr_1_284?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857424&s=kitchen&sr=1-284"
