"Export date: 7/10/2021, 12:08:38 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","11","iamcomfi Coccyx Cushion - Orthopedic Memory Foam Support Cushion for Sciatica Tailbone and Hip Pain - Pressure Relief on the Back and Coccyx in your Car Seat Office Chair or Wheelchair","iamcomfi","21.22","2925","131","62069","01/03/2018","15.79","3492","4.5","5.43","227","Home & Kitchen","B078SBJ2V3","https://www.amazon.co.uk/iamcomfi-Coccyx-Cushion-Orthopedic-Wheelchair/dp/B078SBJ2V3/ref=sr_1_386?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-386"
"","","12","Pizza Peel GA Homefavor Aluminum 12-Inch x 14-Inch Pizza Paddle -Hosting the Occasional Pizza Party- with Dismountable Wood Handle","G.a HOMEFAVOR","17.94","1029","135","18460","03/22/2018","11.12","1442","4.7","6.82","216","Home & Kitchen","B07BMQ36Q6","https://www.amazon.co.uk/Homefavor-Aluminum-Hosting-Occasional-Dismountable/dp/B07BMQ36Q6/ref=sr_1_387?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-387"
"","","13","ecoKiwi 100% Soy Wax Candles Scented Candles Gift Set Aromatherapy Candles Cotton Wick Plastic Free 3x100g Candles","ecoKiwi","13.99","424","10","5932","04/16/2021","9.67","6","5","4.32","12894","Home & Kitchen","B092DT3Z3S","https://www.amazon.co.uk/ecoKiwi%C2%AE-Candles-Scented-Aromatherapy-Plastic/dp/B092DT3Z3S/ref=sr_1_388?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-388"
"","","14","3M Micropore Surgical Tape Hypoallergenic White 2.5cm x 9.1m Pack of 6","3M","4.99","704","28","3513","06/21/2017","3.18","890","4.6","1.81","3131","Home & Kitchen","B00AHZWGSM","https://www.amazon.co.uk/3M-Micropore-Surgical-Hypoallergenic-White/dp/B00AHZWGSM/ref=sr_1_389?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-389"
"","","15","Unique Party 5094 - Red Plastic Tablecloth 9ft x 4.5ft","Unique Party","1.85","3347","94","6192","10/14/2007","-0.61","1121","4.2","2.46","174","Toys & Games","B000X73TCQ","https://www.amazon.co.uk/Unique-Party-5094-Plastic-Tablecloth/dp/B000X73TCQ/ref=sr_1_390?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-390"
"","","16","LED Star Projector Night Light Galaxy Projector Light with Nebula Cloud Remote Control 15 Lighting Modes Colorful Starry Sky LED Projector for Kids Children Adults Bedroom Party Decorations","onehous","24.83","333","8","8268","11/17/2020","18.85","156","4.4","5.98","2108","Lighting","B08NPBMDDF","https://www.amazon.co.uk/Projector-Control-Starlight-Children-Decoration/dp/B08NPBMDDF/ref=sr_1_391?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-391"
"","","17","Recon Up 100pcs- 5x7 inches OPP Crystal Clear Cellophane Bags Self Sealed Small Cellophane Bags for Cookie Gifts Sweet Jewelry A6-A10 Cards Soaps and Candles","RECON UP","4.99","1917","91","9566","11/26/2020","3.18","120","4.6","1.81","451","Home & Kitchen","B08L874FGB","https://www.amazon.co.uk/Recon-Up-100pcs-Crystal-Cellophane/dp/B08L874FGB/ref=sr_1_392?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-392"
"","","18","LAV Highball Glass / Tumbler Water Glasses / Juice Drinking Glasses / Tall Drinking Glasses / Set of 6 Glasses / 510 cc","LAV","10.15","425","14","4314","05/05/2019","6.42","1047","4.6","3.73","3032","Home & Kitchen","B07RJTFDY4","https://www.amazon.co.uk/Highball-Glass-Tumbler-Glasses-Drinking/dp/B07RJTFDY4/ref=sr_1_393?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-393"
"","","19","Neutradol Gel Power Orbs x 3 Orbs. 1x Super Fresh 1x Fresh Pink 1x Original for Clean Fresh Air at Home and at Work","Generic","6.79","950","31","6451","03/17/2020","4.34","217","4.3","3.36","1256","Grocery","B0861GVM8C","https://www.amazon.co.uk/Neutradol-Power-Orbs-Super-Original/dp/B0861GVM8C/ref=sr_1_397?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-397"
"","","20","RAYYAN LINEN SILVER GREY 100% EGYPTIAN COTTON PAIR OF PILLOWCASES 200 THREAD COUNTS 50 X 75 CM","RAYYAN LINEN","6.90","894","29","6169","10/21/2013","4.79","2909","4.5","2.11","2158","Home & Kitchen","B07D1CLY8N","https://www.amazon.co.uk/RAYYAN-LINEN-SILVER-EGYPTIAN-PILLOWCASES/dp/B07D1CLY8N/ref=sr_1_398?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-398"
"","","21","Amscan 9908517 - Hey Duggee Paper Party Plates - 8 Pack","amscan","4.50","...","...","...","04/20/2021","...","14","4.8","","","","B093269244","https://www.amazon.co.uk/Amscan-9908517-Duggee-Paper-Plates/dp/B093269244/ref=sr_1_399?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-399"
"","","22","Geepas 500W 2 in 1 Food Jug Blender with 1.5L Glass Jar | Stainless Steel Blades 2 Speed Control with Pulse | Smoothie Blender with Coffee/Spice Grinder Mill Included | 2 Year Warranty","Geepas","27.59","225","7","6208","02/05/2021","21.79","78","4.1","5.8","6416","Home & Kitchen","B08VZDL1JG","https://www.amazon.co.uk/dp/B08VZDL1JG"
"","","23","Extra Deep Quilted Waterproof Mattress Protector Highly Absorbent Hotel Quality Fitted Bed Cover Breathable Hypoallergenic Ultra Soft Anti Dust Mite Topper Double King Super King Size (Double)","SeventhStitch","13.99","340","11","4757","05/26/2021","9.67","4","5","4.32","5371","Home & Kitchen","B095X1H3HJ","https://www.amazon.co.uk/dp/B095X1H3HJ"
"","","24","Chatsworth Outdoor Garden Citronella IncenseSticks With Holder  30 Sticks","Generic","2.95","","","","07/30/2014","0.32","2408","4.2","2.63","789","Home & Kitchen","B00M95EKW8","https://www.amazon.co.uk/dp/B00M95EKW8"
