"Export date: 7/10/2021, 12:08:38 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","【Ultra-Long】40M LED Strip Lights LYMIUS APP Control RGB LED Lights with Remote Colour Changing Music Sync for Bedroom TV Party Holiday Kitchen Home Decoration","LYMIUS","35.99","228","3","8206","01/11/2021","28.3","133","4.5","7.69","5551","Lighting","B08SM3QGKC","https://www.amazon.co.uk/%E3%80%90Ultra-Long%E3%80%9140M-LYMIUS-Control-Changing-Decoration/dp/B08SM3QGKC/ref=sr_1_379?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857626&s=kitchen&sr=1-379"
"Average Sales: 1,266","","2","2 X LED Cupboard Push Lights Super Bright SELF Adhesive Push ON and Off","Prism","2.49","447","17","1113","09/23/2018","","845","3.3","","1010","Lighting","B07HLLCM2F","https://www.amazon.co.uk/Cupboard-Lights-Super-Bright-Adhesive/dp/B07HLLCM2F/ref=sr_1_380?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857626&s=kitchen&sr=1-380"
"Average Sales Rank: 2,840","","3","City Pina Colada Glasses 15.75oz / 450ml - Set of 6 - Gift Boxed Classic Poco Grande Hurricane Glassware","bar@drinkstuff","20.00","833","27","16660","05/26/2016","14.76","1862","4.8","5.24","3299","Home & Kitchen","B01G6BV0HS","https://www.amazon.co.uk/City-Colada-Glasses-15-75oz-450ml/dp/B01G6BV0HS/ref=sr_1_388?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-388"
"Average Price: £12.89","","4","Pack of 10 x 30mm White LED Deck Lights IP44","Saxby","21.78","589","20","12828","01/29/2019","16.27","947","4.6","5.51","829","Lighting","B07N7GXTJK","https://www.amazon.co.uk/Pack-30mm-White-Deck-Lights/dp/B07N7GXTJK/ref=sr_1_389?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-389"
"Average Reviews: 1,141","","5","Dual Tip Brush Pens: Felt Tip Pen Set 24 Colors Colouring Pens Art Markers for Kids and Adults Colouring Fineliner Tip Brush Marker for Drawing Sketching Design Calligraphy Painting Lettering Journal","AKARUED","9.99","1878","66","18761","01/22/2021","6.95","235","4.6","3.04","790","Home & Kitchen","B08TQMJR1K","https://www.amazon.co.uk/Dual-Tip-Brush-Pens-Calligraphy/dp/B08TQMJR1K/ref=sr_1_390?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-390"
"","","6","5 x Brabantia Pack Of 20 Extra Strong Perfect Fit G Size 23-30L Waste Bin Liners","Brabantia","28.99","138","4","4001","01/24/2017","23.26","655","4.9","5.73","","","B01N5SNJLF","https://www.amazon.co.uk/Brabantia-Strong-Perfect-23-30L-Liners/dp/B01N5SNJLF/ref=sr_1_391?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-391"
"","","7","Happy Birthday Banner with Shimmering Gold Letters CASPLUS Pink Birthday Decorations Kit Birthday Balloons Triangle Flag Banner and Tassel for Party Decoration Birthday Party Supplies Kids Girls","CASPLUS","6.69","325","8","2174","04/06/2021","3.46","5","3.5","3.23","7575","Toys & Games","B091TXF5JV","https://www.amazon.co.uk/Birthday-Shimmering-CASPLUS-Decorations-Decoration/dp/B091TXF5JV/ref=sr_1_392?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-392"
"","","8","Hozelock 2166P9000 Hose end connector (12.5mm & 15mm) Grey","Hozelock Ltd","4.00","6248","165","24992","07/09/2007","1.18","3693","4.7","2.82","81","Garden & Outdoors","B000TAUEMA","https://www.amazon.co.uk/Hozelock-Hose-connector-12-5mm-15mm/dp/B000TAUEMA/ref=sr_1_393?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-393"
"","","9","Plantworks Ltd MMRG01 Empathy Mini Meadow Easy Sow Wild Flower Seed 3m Multi","Plantworks Ltd","5.70","3346","125","19072","04/11/2012","2.62","4992","4.1","3.08","143","Garden & Outdoors","B007T6VJBC","https://www.amazon.co.uk/Plantworks-Ltd-Empathy-Mini-Meadow/dp/B007T6VJBC/ref=sr_1_394?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-394"
"","","10","2Pcs 100g Wall Repair Cream Weatherproof Wall Mending Agent Wall Repair Paste with Scrapers for Repairing Crack Nail Holes Peeling Graffiti Stains Scraping","ECHG","10.99","296","11","3253","12/21/2020","8.59","111","4.4","2.4","4980","DIY & Tools","B08R3TCBM7","https://www.amazon.co.uk/Weatherproof-Scrapers-Repairing-Graffiti-Scraping/dp/B08R3TCBM7/ref=sr_1_385?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857681&s=kitchen&sr=1-385"
