"Export date: 7/10/2021, 12:02:38 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","The Pink Stuff Miracle Cleaning Set Triple Pack Mrs Hinch Approved","Stardrops","7.20","1975","81","14220","08/05/2019","3.92","3822","4.5","3.28","484","Grocery","B07W5GW2QS","https://www.amazon.co.uk/Stuff-Miracle-Cleaning-Triple-Approved/dp/B07W5GW2QS/ref=sr_1_211?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-211"
"Average Sales: 2,812","","2","Honeywell HT900E1 Turbo Fan","Honeywell","25.00","10395","259","259875","03/15/2009","18.99","8754","4.5","6.01","55","Home & Kitchen","B001VEJFT6","https://www.amazon.co.uk/Honeywell-HT900E1-HT900E-Turbo-Fan/dp/B001VEJFT6/ref=sr_1_68?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-68"
"Average Sales Rank: 2,614","","3","Cablor Mini Hot Glue Gun with Sticks (50pcs 100mm) Heat Up Quickly 20W Heating Hot Melt Glue Gun ON-Off Switch Easy for DIY Arts Hobby Craft Home Repairs FabricWood Glass Card Plastic","Cablor","9.99","3424","122","34206","11/25/2020","6.59","1143","4.7","3.4","155","DIY & Tools","B08P49DYF3","https://www.amazon.co.uk/Cablor-Quickly-Heating-Repairs-Plastic/dp/B08P49DYF3/ref=sr_1_69?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-69"
"Average Price: £13.41","","4","Bestway Flowclear Size VI Replacement Filter Cartridge for Lay-Z-Spa - Miami Vegas Palm Springs Paris Monaco - 3 x Twin Pack","Bestway","13.99","4301","107","60171","04/07/2016","9.67","5080","4.6","4.32","190","Garden & Outdoors","B00KH26M9O","https://www.amazon.co.uk/Bestway-Swimming-Lay-z-spa-Filtration-Cartridges/dp/B00KH26M9O/ref=sr_1_70?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-70"
"Average Reviews: 3,793","","5","Hingpy Outdoor Fun Inflatable Bubble Ball for Water Large Transparent Balloon Inflatable Ball Balloons TPR Oversize Stretch Firm Ball for Outdoor Indoor Beach Party Games-Maximum Size 120cm/47.24inch","Hingpy","7.50","2430","81","18225","07/06/2021","","0","","","239","Toys & Games","B098R5ZKSS","https://www.amazon.co.uk/Hingpy-Inflatable-Transparent-Games-Maximum-47-24inch/dp/B098R5ZKSS/ref=sr_1_224?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857322&s=kitchen&sr=1-224"
"","","6","BIC Cristal Original Ballpoint Pens Medium Point (1.0 mm) Black Box of 50 - Smudge-Free Every-Day Writing Pens with Clear Barrel","Bic","8.19","15399","578","126118","02/16/2007","4.76","39027","4.7","3.43","2","Stationery & Office Supplies","B000I5ZK2U","https://www.amazon.co.uk/Cristal-Original-Ballpoint-Medium-Point/dp/B000I5ZK2U/ref=sr_1_71?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-71"
"","","7","IKEA 403.495.31 Fejka Artificial Potted Plant Indoor/Outdoor Hanging","IKEA..","9.59","2408","87","23093","10/29/2018","5.94","4123","4.6","3.65","491","Home & Kitchen","B07QQRD8GL","https://www.amazon.co.uk/IKEA-403-495-31-Artificial-Outdoor-Hanging/dp/B07QQRD8GL/ref=sr_1_72?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-72"
"","","8","Starbucks Siren Logo Reusable Plastic Cold Cup 24 Fl Oz","STARBUCKS","9.46","3320","132","31407","06/07/2018","5.83","1309","4.3","3.63","225","Home & Kitchen","B07RL8TWZY","https://www.amazon.co.uk/Starbucks-Siren-Logo-Reusable-Plastic/dp/B07RL8TWZY/ref=sr_1_76?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-76"
"","","9","LETION A4 Paper Cutter Portable Guillotine 12In Titanium Paper Trimmer Scrapbooking Tool with Automatic Security Safeguard and Side Rule for Cardstock Craft Paper Photo Label (White)","LETION","11.99","1012","29","12134","02/24/2021","7.98","188","4.5","4.01","1210","Stationery & Office Supplies","B08XHS45PT","https://www.amazon.co.uk/LETION-Guillotine-Scrapbooking-Automatic-Safeguard/dp/B08XHS45PT/ref=sr_1_218?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857322&s=kitchen&sr=1-218"
"","","10","Gorilla Wood Glue 236 ml","Gorilla","4.56","7397","283","33730","01/01/2010","1.79","11558","4.7","2.77","34","DIY & Tools","B0058NUA6S","https://www.amazon.co.uk/Gorilla-236-ml-Wood-Glue/dp/B0058NUA6S/ref=sr_1_77?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-77"
"","","11","25 Pcs Brown Paper Bags With Handles |Paper Lunch Bags|Kids Party Bags |18922 cm(LxWxH) | Carrier Bags For Food Made of Brown Kraft Paper (100gsm) can be used as Paper Gift Bag","Generic","9.99","356","24","3556","05/24/2021","6.28","5","5","3.71","1565","Stationery & Office Supplies","B09414VFJF","https://www.amazon.co.uk/Brown-Handles-18%C3%979%C3%9722-Carrier-100gsm/dp/B09414VFJF/ref=sr_1_220?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857322&s=kitchen&sr=1-220"
"","","12","JIAWEN Under Cabinet Lighting Warm White Light & Colour Changing RGB Kitchen Under Cupboard Lights 2M LED Lighting Strips with App Control Compatible with Alexa for Kitchen Cabinet Shelf Counter","JIAWEN","19.99","313","9","6257","04/13/2021","14.72","59","4.9","5.27","2047","Lighting","B092C6QM8F","https://www.amazon.co.uk/JIAWEN-Lighting-Changing-Cupboard-Compatible/dp/B092C6QM8F/ref=sr_1_221?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857322&s=kitchen&sr=1-221"
"","","13","Heat Transfer Vinyl - 12 Rainbow Colours Iron On Vinyl Sheets HTV Vinyl Sheets for Fabrics Heat Press Machine or Home Iron On 12 x 8 Inch","Zwanzer","10.99","235","17","2583","06/07/2021","7.8","8","4.7","3.19","6308","Home & Kitchen","B094J5HFRC","https://www.amazon.co.uk/Heat-Transfer-Vinyl-Rainbow-Colours/dp/B094J5HFRC/ref=sr_1_222?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857322&s=kitchen&sr=1-222"
"","","14","POOTACK Seat Cushion for Coccyx Memory Foam Seat Cushion Ergonomic Reduce Sciatica Hemorrhoid Tailbone Back Pain Chair Cushions Support Seat Pads for Office Wheelchair Car Seats Chair Recliner","POOTACK","17.99","275","9","4947","05/30/2021","13.06","38","4.7","4.93","14714","Home & Kitchen","B08TMMV1XY","https://www.amazon.co.uk/Ergonomic-Sciatica-Hemorrhoid-Tailbone-Wheelchair/dp/B08TMMV1XY/ref=sr_1_223?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857322&s=kitchen&sr=1-223"
"","","15","Uni Pin Fineliner Drawing Pen - Sketching Set - Black Ink - 0.03 to 0.8mm - Set of 6","Uni Pin","9.99","614","24","6134","10/26/2015","7.08","735","4.7","2.91","1579","Stationery & Office Supplies","B07M6ZRR1K","https://www.amazon.co.uk/Uni-Pin-Fineliner-Drawing-Pen/dp/B07M6ZRR1K/ref=sr_1_224?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857322&s=kitchen&sr=1-224"
"","","16","Good Nite Fitted Sheet Double Bed Sheets 25cm Deep 100% Polyester Cotton Blend Soft Comfortable Machine Washable Breathable (Dark Gray Double)","Good Nite","9.34","2427","173","22668","07/16/2020","5.73","2161","4.5","3.61","131","Home & Kitchen","B095RZN7P8","https://www.amazon.co.uk/Good-Nite-Polyester-Comfortable-Breathable/dp/B095RZN7P8/ref=sr_1_225?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857322&s=kitchen&sr=1-225"
"","","17","Blow Torch Professional Kitchen Cooking Torch with Safety Lock Adjustable Flame Refillable Mini Blow Torch Lighter for Crafts Cooking BBQ Baking Brulee Creme DIY Soldering(Butane Gas Not Included)","Magicfun","13.99","2997","115","41928","03/23/2019","9.67","6924","4.5","4.32","292","Home & Kitchen","B07PZZVS21","https://www.amazon.co.uk/Professional-Adjustable-Refillable-Soldering-Included/dp/B07PZZVS21/ref=sr_1_76?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857027&s=kitchen&sr=1-76"
"","","18","Vicor Rose Gold Balloon15 Pieces Metallic Rose Gold Latex Balloons12 inch Rose Gold Confetti Balloons for Birthday Wedding Baby Shower Party Decoration","N\C","3.99","2310","81","9217","04/02/2021","2.33","26","4.2","1.66","552","Home & Kitchen","B091KKS5SR","https://www.amazon.co.uk/Metallic-Balloons-Confetti-Birthday-Decoration/dp/B091KKS5SR/ref=sr_1_227?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857322&s=kitchen&sr=1-227"
"","","19","Salta 1000W 9-Speed Immersion Multi-Purpose Hand stick Blender Heavy Duty Copper Motor Brushed 304 Stainless Steel","Salta","19.99","73","1","1459","03/25/2021","14.75","11","3.5","5.24","","","B09135N2RM","https://www.amazon.co.uk/Salta-9-Speed-Immersion-Multi-Purpose-Stainless/dp/B09135N2RM/ref=sr_1_231?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857322&s=kitchen&sr=1-231"
"","","20","EVER RICH  CAPSULES STORAGE DRAWER FOR  NESPRESSO CAPSULES (40 CAPSULES CAPACITY) (1. VertuoLine 40)B07PNJFW4M","Ever Rich","30.99","358","12","11094","03/30/2018","24.07","1059","4.5","6.92","10380","Home & Kitchen","VERTUOLINE","https://www.amazon.co.uk/VERTUOLINE-NESPRESSO-Capsules-Storage-MESH-Verto/dp/B07PNJFW4M/ref=sr_1_232?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857322&s=kitchen&sr=1-232"
"","","21","Prices Citronella Tealight Candles Mosquito Fly Insect Repeller Pack Of 100","Price's Candles","7.85","1611","71","12646","06/19/2014","4.47","1440","4.5","3.38","696","Home & Kitchen","B00L4DP1F6","https://www.amazon.co.uk/Prices-Citronella-Tealight-Candles-Mosquito/dp/B00L4DP1F6/ref=sr_1_233?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857322&s=kitchen&sr=1-233"
"","","22","KOXXBASS Air CoolerPortable Air ConditionerPersonal Cooling Fan3-in-1 Evaporative Cooler 3 Wind Speeds Adjustable with Ice TrayNoiseless Mobile Air Conditioner for Home Office Room Desktop","KOXXBASS","37.99","338","13","12841","03/23/2021","30","155","4.5","7.99","9572","Home & Kitchen","B08YY1HXYM","https://www.amazon.co.uk/KOXXBASS-Conditioner-Evaporative-Adjustable-Noiseless/dp/B08YY1HXYM/ref=sr_1_234?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857322&s=kitchen&sr=1-234"
"","","23","Bride to Be Sash and Veil Bride to Be Headband Hen Night Party Accessories Hen Party Decoration Set for Bridal Shower Bachelorette Party Wedding","lvzhen","8.99","284","13","2553","05/22/2021","6.56","2","5","2.43","8779","Home & Kitchen","B095M741SX","https://www.amazon.co.uk/Headband-Accessories-Decoration-Bachelorette-Wedding/dp/B095M741SX/ref=sr_1_235?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857322&s=kitchen&sr=1-235"
"","","24","Ikea FISKBO Black A4 21x30cm Photo Frame - Set of 4","Ikea","12.39","3239","94","40131","09/23/2018","8.31","3394","4.4","4.08","424","Home & Kitchen","B07MQTKZCM","https://www.amazon.co.uk/Ikea-FISKBO-Black-21x30cm-Photo/dp/B07MQTKZCM/ref=sr_1_78?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-78"
