"Export date: 7/10/2021, 12:45:43 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","11","Curtain Heading Tape 3 inch 75mm Wide White Pencil Pleat Approx. 5m Long for Curtains by Oakra","Oakra","4.75","322","11","1530","03/27/2018","1.81","84","4.5","2.94","11683","Home & Kitchen","B08X9Y369R","https://www.amazon.co.uk/Curtain-Heading-Approx-Curtains-Oakra/dp/B08X9Y369R/ref=sr_1_806?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859914&s=kitchen&sr=1-806"
"","","12","MUSCCCM LED Night LightSmart Bedside Night Lamp with Touch Sensor TimerSilicone Rechargeable Duck Night Lights with Warm Light for Bedroom","MUSCCCM","20.99","1273","45","26720","09/22/2020","15.6","194","4.5","5.39","274","Lighting","B08H1L5X5L","https://www.amazon.co.uk/MUSCCCM-Bedside-Silicone-Rechargeable-Bedroom/dp/B08H1L5X5L/ref=sr_1_807?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859914&s=kitchen&sr=1-807"
"","","13","Blue Spot 45500 45 x 125 cm Non-Slip Mat","Blue Spot Tools","5.64","475","17","2679","03/02/2015","2.6","1373","4.6","3.04","408","Business Industry & Science","B00UALIYVQ","https://www.amazon.co.uk/Blue-Spot-45500-125-Non-Slip/dp/B00UALIYVQ/ref=sr_1_808?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859914&s=kitchen&sr=1-808"
"","","14","ADORIC Digital Kitchen Scales Professional Electronic Scales with LCD Display Incredible Precision up to 1g (5kg Maximum Weight) Silver","ADORIC","9.99","2619","80","26164","05/22/2020","6.25","24553","4.6","3.74","565","Home & Kitchen","B075J7XG8Q","https://www.amazon.co.uk/Professional-Electronic-Display-Wonderful-Precision-Silvery/dp/B075J7XG8Q/ref=sr_1_809?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859914&s=kitchen&sr=1-809"
"","","15","LED Strip Lights 15M KESHU Led Lights for Bedroom Led Strip Lights with Remote Bluetooth App Control Music Multiple Color Changing Lights for Living Room Kitchen Home Indoor","KESHU","19.98","724","35","14466","04/10/2021","14.71","65","4.6","5.27","390","Lighting","B0926541YR","https://www.amazon.co.uk/KESHU-Bedroom-Bluetooth-Multiple-Changing/dp/B0926541YR/ref=sr_1_810?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859914&s=kitchen&sr=1-810"
"","","16","Ice Lolly Moulds SUFUS Popsicle Molds Set 6 Ice Lolly Makers and Sticks Silicone LFGB Certified BPA Free Ice Cream Moulds with Non-Spill Lid Reusable Ice Pop Mould for Kids Adults DIY Popsicle Mold","SUFUS","8.99","703","16","6320","06/01/2020","5.43","120","4.5","3.56","7111","Home & Kitchen","B08TWL93R3","https://www.amazon.co.uk/SUFUS-Popsicle-Silicone-Certified-Non-Spill/dp/B08TWL93R3/ref=sr_1_811?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859914&s=kitchen&sr=1-811"
"","","17","Tesoky Neck Fan Rechargeable Bladeless Fans Cooling Portable Fan Personal Hanging Neck Fan Cooling 3600mAh Battery Operated Wearable USB Fan Leafless Neck Band Fan for Indoor and Outdoor","Tesoky","22.99","2731","52","62786","01/09/2021","17.29","92","4.5","5.7","1193","Home & Kitchen","B08S37Z9QT","https://www.amazon.co.uk/Tesoky-Rechargeable-Bladeless-Portable-Personal/dp/B08S37Z9QT/ref=sr_1_812?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859914&s=kitchen&sr=1-812"
"","","18","Led Light Up Balloons 40 Pack Glow in the Dark Party Supplies LED Balloons Neon Party Supplies Long Standby Time for 8-24 Hrs","YIZHIHUA","10.85","430","13","4666","03/29/2021","6.98","8","3.4","3.87","4034","Toys & Games","B0918YR48X","https://www.amazon.co.uk/Light-Balloons-Party-Supplies-Standby/dp/B0918YR48X/ref=sr_1_813?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859914&s=kitchen&sr=1-813"
"","","19","3.5' (89mm) Vertical Blind Bottom Weights (10)","Gails Blinds","3.90","775","21","3023","02/13/2019","","1186","4.7","","4663","Home & Kitchen","B07NPRWFQ3","https://www.amazon.co.uk/89mm-Vertical-Blind-Bottom-Weights/dp/B07NPRWFQ3/ref=sr_1_817?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859914&s=kitchen&sr=1-817"
"","","20","Greeting Card (WW-LA039) -Retirement - A Vintage Edition - from The Ladybird Books For Grown-Ups Range","Ladybird Books for Grown - Ups","3.49","460","27","1605","11/16/2018","2.36","474","4.2","1.13","1364","Stationery & Office Supplies","B07KM9L8WJ","https://www.amazon.co.uk/Greeting-Card-WW-LA039-Retirement-Grown-Ups/dp/B07KM9L8WJ/ref=sr_1_818?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859914&s=kitchen&sr=1-818"
"","","21","Plumb-Pak PF284-3AMZ Compression Blanking Nut 1/2 inch - Pack of 3","Plumb Pak","3.40","372","16","1265","09/01/2009","1.6","404","4.6","1.8","3091","DIY & Tools","B0039823KU","https://www.amazon.co.uk/Plumb-Pak-Compression-Blanking-Nut-inch/dp/B0039823KU/ref=sr_1_819?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859914&s=kitchen&sr=1-819"
"","","22","BG Electrical NBS22G-01 nbs22g Double Metal Brushed Steel Switched Power Socket","BG Electrical","5.76","16932","570","97528","07/27/2010","2.84","33295","4.7","2.92","8","DIY & Tools","B004TRJYE8","https://www.amazon.co.uk/BG-Electrical-NBS22G-Brushed-Switched/dp/B004TRJYE8/ref=sr_1_820?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859914&s=kitchen&sr=1-820"
"","","23","bar@drinkstuff White Plastic Ice Crusher - Cocktail Ice Crusher Manual Ice Cube Crusher Domestic Use - Great for Mojito Cocktails!","bar@drinkstuff","12.99","415","15","5391","10/11/2007","8.82","570","4.1","4.17","7720","Home & Kitchen","B0049VBGQS","https://www.amazon.co.uk/bar-drinkstuff-White-Plastic-Crusher/dp/B0049VBGQS/ref=sr_1_821?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859914&s=kitchen&sr=1-821"
"","","24","32X Kids Childrens Birthday Party Invitations with Envelopes Invitation Pack of 32 Invites","Datasafe","6.47","641","25","4147","04/23/2021","3.3","13","4.3","3.17","1820","Toys & Games","B093C632V4","https://www.amazon.co.uk/Childrens-Birthday-Invitations-Envelopes-Invitation/dp/B093C632V4/ref=sr_1_822?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859914&s=kitchen&sr=1-822"
