"Export date: 7/10/2021, 12:24:16 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","General Pencil The Master's Brush Cleaner & Preserver-1oz","General Pencil","10.19","809","27","8244","03/30/2021","6.42","659","4.8","3.77","1600","Toys & Games","B001TNR7VM","https://www.amazon.co.uk/General-Pencil-Masters-Cleaner-Preserver-1oz/dp/B001TNR7VM/ref=sr_1_475?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-475"
"Average Sales: 1,581","","2","GoMaihe Spice Rack Organiser 4 Pack Metal Wall Mount Spice Rack (Without Drilling) Kitchen Storage Racks for Walls Inside Cupboard Pantry Storage Spices and Condiments Spice Jars(Black)","GoMaihe","18.99","308","6","5849","03/02/2021","13.9","2","5","5.09","26082","Home & Kitchen","B08T645SJC","https://www.amazon.co.uk/GoMaihe-Organiser-Drilling-Cupboard-Condiments/dp/B08T645SJC/ref=sr_1_476?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-476"
"Average Sales Rank: 3,855","","3","PLASTIFIC 6 Bottle Holder Silver Carrier - 6 Bottles Carrier Saver - Bottle Caddy with Handle Silver","PlasticForte","6.99","86","2","601","09/24/2017","","592","4.6","","","","B075X1WPST","https://www.amazon.co.uk/Albero-Forte-Plastic-Bottle-1160412/dp/B075X1WPST/ref=sr_1_486?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857889&s=kitchen&sr=1-486"
"Average Price: £11.06","","4","Large Laundry Basket Viwril 82L Laundry Hamper Washing Baskets Large Clothes Hamper Linen Basket Organiser for Laundry with Handles for Laundry Bedroom Living Room Bathroom Grey","Viwril","17.99","219","10","3940","03/29/2021","11.16","22","4.4","6.83","12541","Home & Kitchen","B091995ZGH","https://www.amazon.co.uk/Laundry-Viwril-Washing-Organiser-Bathroom/dp/B091995ZGH/ref=sr_1_487?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857889&s=kitchen&sr=1-487"
"Average Reviews: 1,760","","5","Utopia Home Premium Non-Slip Velvet Hangers [Set of 50] (42cm)  Heavy Duty Velvet Suit Hangers with Tie Bar 360 degree rotatory hook  Space saving sturdy to hold Jacket Jumper & Pullover (Black)","Utopia Home","22.99","7078","213","162723","11/10/2017","17.29","9832","4.8","5.7","85","Home & Kitchen","B077BMY1KZ","https://www.amazon.co.uk/Premium-Velvet-Hangers-Heavy-Utopia/dp/B077BMY1KZ/ref=sr_1_488?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857889&s=kitchen&sr=1-488"
"","","6","VersionTECH. Clip on Stroller Fan Mini Personal Desk Fan with USB Rechargeable Battery Operated and 360 Rotation for Home Room Baby Bed Office Car Outdoor (Black)","VersionTECH.","9.99","3364","142","33606","03/22/2019","6.28","1206","4.6","3.71","196","Home & Kitchen","B07PYVQYQK","https://www.amazon.co.uk/VersionTECH-360%C2%B0Adjustable-Rotationel-Portable-Rechargeable/dp/B07PYVQYQK/ref=sr_1_489?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857889&s=kitchen&sr=1-489"
"","","7","Delicacy LED Star Light Projector Rotating Ocean Wave Night Lights Nebula Projector Lamp Colour Changing Music Player with Bluetooth & Timer & Remote Control for Kids Adults Room Home Decoration","Delicacy","23.62","1746","105","41241","11/05/2019","17.83","7638","4.5","5.79","59","Lighting","B0811R8GVP","https://www.amazon.co.uk/Rotating-Projector-Delicacy-Bluetooth-Decoration/dp/B0811R8GVP/ref=sr_1_490?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857889&s=kitchen&sr=1-490"
"","","8","Sunset Lamp Sunset Projection Lamp GOKOCO 16 Static Colors + Gradient Effects + Adjustable Brightness 180 Degree Rotation Mood Light for Home Party Living Room Bedroom Decor Photography","GOKOCO","23.39","191","13","4467","05/06/2021","17.63","7","5","5.76","1310","Lighting","B0948ZKRPW","https://www.amazon.co.uk/Projection-GOKOCO-Adjustable-Brightness-Photography/dp/B0948ZKRPW/ref=sr_1_481?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857889&s=kitchen&sr=1-481"
"","","9","Unique Party 56034 - 9' Latex Assorted Happy 2nd Birthday Balloons Pack of 10","Unique Party","1.99","213","10","424","06/18/2018","-0.52","275","4.6","2.51","5629","Toys & Games","B07DTRYVGT","https://www.amazon.co.uk/Unique-Party-56034-Assorted-Birthday/dp/B07DTRYVGT/ref=sr_1_482?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857889&s=kitchen&sr=1-482"
"","","10","Chef Aid Oven Thermometer","Chef Aid","5.99","1575","53","9434","08/23/2013","2.86","1640","4.4","3.13","1151","Home & Kitchen","B00EWKQTZ4","https://www.amazon.co.uk/Chef-Aid-10E00056-Oven-Thermometer/dp/B00EWKQTZ4/ref=sr_1_486?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857889&s=kitchen&sr=1-486"
