"Export date: 7/10/2021, 12:31:24 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Oregon Universal Mulching Brushcutter Blade 2 Tooth Shredder Blade for Thick High & Dense Vegetation 4mm Thick Hardened Steel Fits Stihl Husqvarna Mitox Echo Kawasaki & More ( 295505-0)","OREGON","8.95","496","24","4439","08/03/2015","6.07","483","4.5","2.88","1748","Garden & Outdoors","B00L46JVYK","https://www.amazon.co.uk/295505-0-Universal-Mulching-Brushcutter-Husqvarna/dp/B00L46JVYK/ref=sr_1_667?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-667"
"Average Sales: 1,099","","2","1st CHOICE - Unscented Tea Lights Candles - 100 Pack T-Lights (4 Hour Burn Time 100 Pack)","Generic","8.50","600","24","5100","01/04/2021","5.02","186","4.6","3.48","651","Lighting","B08S2WWJQC","https://www.amazon.co.uk/1st-CHOICE-Unscented-Candles-T-Lights/dp/B08S2WWJQC/ref=sr_1_668?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-668"
"Average Sales Rank: 3,255","","3","LED Strip Lights with Remote 20m Smart WiFi LED Light Compatible with Alexa and GoogleAssistant Tuya Solution Music Sync RGB LED Lights Kit","HYFILOD","17.99","448","14","8060","03/09/2021","13.03","34","4.4","4.96","320","Lighting","B08YDGH63M","https://www.amazon.co.uk/Lights-Remote-Compatible-GoogleAssistant-Solution/dp/B08YDGH63M/ref=sr_1_678?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-678"
"Average Price: £10.01","","4","Candle Dye - 16 Colours Candle Wax Dye for Candle Making Highly Concentrated Liquid Candle Dye for Soy Wax Beeswax Candle Colour Dye for DIY Candle Making Supplies","Zwanzer","13.59","593","19","8059","04/05/2021","9.33","77","4.4","4.26","4074","Home & Kitchen","B08RYRGHSZ","https://www.amazon.co.uk/Candle-Dye-Colours-Concentrated-Supplies/dp/B08RYRGHSZ/ref=sr_1_679?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-679"
"Average Reviews: 1,053","","5","Seat Cushion Memory Foam Merece Support Cushion for Sciatica Tailbone and Hip Pain Orthopaedic Cushion for Sitting Coccyx Cushion for Sofa Home Office Car Chair WheelchairU Shape Design","Merece","23.79","326","10","7756","01/21/2021","17.97","8","5","5.82","7785","Home & Kitchen","B08TLTLNQC","https://www.amazon.co.uk/Merece-Sciatica-Tailbone-Orthopaedic-Wheelchair/dp/B08TLTLNQC/ref=sr_1_680?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-680"
"","","6","House of Card & Paper A4 160 gsm Card - White (Pack of 50 Sheets)","House of Card & Paper","4.29","5105","170","21900","10/10/2015","2.58","6446","4.7","1.71","100","Home & Kitchen","B0177HKHQK","https://www.amazon.co.uk/House-Card-Paper-160-GSM/dp/B0177HKHQK/ref=sr_1_681?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-681"
"","","7","Russell Hobbs Kettle Filter for Model 21400 (240070) 18/10 Steel","Russell Hobbs","4.98","256","8","1275","01/22/2016","3.14","569","4.5","1.81","12051","Home & Kitchen","B01AY1CBRY","https://www.amazon.co.uk/Russell-Hobbs-Kettle-Filter-240070/dp/B01AY1CBRY/ref=sr_1_682?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-682"
"","","8","12 x Simple Premium Bee Note Cards Made from Recycled Paper","the lazy panda card company","4.99","237","7","1183","03/10/2021","3.18","20","4.9","1.81","2231","Stationery & Office Supplies","B08YJKLBGJ","https://www.amazon.co.uk/Simple-Premium-Cards-Recycled-Paper/dp/B08YJKLBGJ/ref=sr_1_673?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-673"
"","","9","Birthday Card Husband Wife Partner Anniversary Valentines Christmas Annoy You Rude Card 278","Close to the Bone","3.99","910","30","3631","04/14/2021","2.33","28","4.8","1.66","1507","Stationery & Office Supplies","B092JQ8YTR","https://www.amazon.co.uk/Birthday-Husband-Anniversary-Valentines-Christmas/dp/B092JQ8YTR/ref=sr_1_674?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-674"
"","","10","Masterplug BFG5-MP Four Socket Extension Lead 5 Metre 13 Amp White","Masterplug","7.80","4093","136","31925","01/11/2007","4.67","10855","4.7","3.13","39","DIY & Tools","B0001P0GDK","https://www.amazon.co.uk/dp/B0001P0GDK"
"","","11","Polarduck Universal TV Mounting Hardware Kit: Fits All TVs Up to 80 inch - Includes M4 M5 M6 M8 Screws Washers & Spacers - Works with Any TV Wall Bracket Monitor & TV Stand | 88 PCS Pack Silver","Polarduck","6.99","480","16","3355","04/16/2021","3.71","1","5","3.28","1523","Electronics & Photo","B092QMZXP5","https://www.amazon.co.uk/Polarduck-Universal-Mounting-Hardware-Kit/dp/B092QMZXP5/ref=sr_1_676?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-676"
"","","12","3 x Glade Shake 'n' Vac Lily Of The Valley Carpet Cleaning Powder 500gm","GLADE","6.94","880","29","6107","08/15/2014","3.7","211","4.5","3.24","2665","Grocery","B00MQRB0J0","https://www.amazon.co.uk/Glade-Valley-Carpet-Cleaning-Powder/dp/B00MQRB0J0/ref=sr_1_677?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-677"
"","","13","SAVITA 32.5 Feet (10m) Picture Hanging Wire Metal Wire Photo Frame Hanging Wire for Mirrors Clock Art Work","SAVITA","4.99","465","15","2320","01/09/2021","3","85","4.5","1.99","3080","DIY & Tools","B08SJXG4CL","https://www.amazon.co.uk/SAVITA-Picture-Hanging-Metal-Mirrors/dp/B08SJXG4CL/ref=sr_1_678?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-678"
"","","14","Amscan 991337 - White Balloon Ribbon Spool - 91.5 m","amscan","3.51","2376","79","8340","11/28/2008","0.79","1442","4.6","2.72","95","Toys & Games","B001MI8ZYM","https://www.amazon.co.uk/dp/B001MI8ZYM"
"","","15","Solar Fence Lights Decorative Lights LED Garden Lights Waterproof Solar Lights Wireless Outdoor Lights for Patio Fence Yard Garden Garage Stairway Gate Wall (8 Pack)","LITOM","19.61","2293","76","44966","05/18/2020","14.43","274","4.1","5.18","33","Lighting","B07WQFPL5R","https://www.amazon.co.uk/Decorative-Waterproof-Wireless-Outdoor-Stairway/dp/B07WQFPL5R/ref=sr_1_680?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-680"
"","","16","DIY Balloon Arch Kit Retro Olive Green Balloon Garland Kit-154pcs Sage Green Ivory White and Metallic Chrome Gold Balloons for Baby Bridal Shower Birthday Party Wedding Grad Anniversary Party","YIZHIHUA","10.85","720","24","7812","03/26/2021","7.01","10","4.4","3.84","1929","Toys & Games","B0914V3CDR","https://www.amazon.co.uk/Kit-154pcs-Metallic-Balloons-Birthday-Anniversary/dp/B0914V3CDR/ref=sr_1_681?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-681"
"","","17","2pcs Manual Portable Lint Remover Reusable Double Sided Clothes Fuzz Shaver Lint Remover Travel Brush for Sweater Woven Coat","xulin","5.49","445","14","2443","04/15/2021","2.44","44","4.3","3.05","11451","Home & Kitchen","B092L9LHQD","https://www.amazon.co.uk/Portable-Remover-Reusable-Clothes-Sweater/dp/B092L9LHQD/ref=sr_1_682?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-682"
"","","18","Montblanc Ballpoint Pen Refills (B) Mystery Black 116191  Refill Ink with a Broad Tip for Montblanc Biros  2 x Black Ballpen Refills","Montblanc","14.50","146","4","2117","04/21/2017","11.23","1050","4.7","3.27","2776","Stationery & Office Supplies","B06ZY27G7N","https://www.amazon.co.uk/Montblanc-Mystery-116191-Ballpoint-refills/dp/B06ZY27G7N/ref=sr_1_683?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-683"
"","","19","Miele GNHyClean GN Cat & Dog Vacuum Bags + Filters2Packs8Bags + 4Filters + 10Fresheners","Miele","23.69","474","15","11229","08/21/2013","17.89","859","4.8","5.8","9317","Home & Kitchen","B00OM1QDK4","https://www.amazon.co.uk/Miele-HyClean-Filters-Filters-10-Fresheners/dp/B00OM1QDK4/ref=sr_1_687?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859046&s=kitchen&sr=1-687"
"","","20","Kilner A'Domo Drinks Stand For Round Dispenser 5L & 8L Stainless Steel One Size","Kilner","8.04","949","31","7630","12/11/2015","4.49","1428","4.4","3.55","2578","Home & Kitchen","B019972SOU","https://www.amazon.co.uk/dp/B019972SOU"
"","","21","9 x Dishmatic Non Scratch White Refill Sponges Cleaning Scourer","Dishmatic","4.32","1373","45","5931","12/01/2018","...","723","4.7","","1012","Grocery","B07L1QVH8L","https://www.amazon.co.uk/dp/B07L1QVH8L"
"","","22","Straws 400 PCS Drinking Straw Flexible Reusable strawsfor Kids and Adults Bendable Drinking Straws Multi Colored Striped Bendable Straws Flexible Straws","PARAMISS","13.30","1904","63","25323","09/21/2020","9.09","103","4.6","4.21","602","Home & Kitchen","B08JM89XM2","https://www.amazon.co.uk/dp/B08JM89XM2"
"","","23","Picreator Renaissance Micro-Crystalline Wax Polish (65 ml)","Renaissance","12.25","266","8","3259","03/25/2010","8.54","326","4.8","3.71","6233","DIY & Tools","B001DSZWEM","https://www.amazon.co.uk/dp/B001DSZWEM"
"","","24","50PCS Keyring Rings Key Rings Hoops - Hoiny 25PCS Metal Key Ring Clips and 25PCS Split Ring for Hanging Crafts Jewellery Making Findings","Hoiny","6.99","535","17","3740","04/20/2021","3.71","9","3.9","3.28","4323","Home & Kitchen","B092ZV73Q8","https://www.amazon.co.uk/dp/B092ZV73Q8"
