"Export date: 7/10/2021, 12:00:58 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","11","QIFU Sage Green Balloon Garland Arch Kit 130pcs Avocado Green Balloon with White Balloons Gold Metallic Latex and Confetti Balloons for Baby Shower Birthday Jungle Safari Theme Party Decoration","QIFU","10.99","660","65","7253","05/21/2021","7.13","242","4.5","3.86","373","Toys & Games","B095JQ7H6C","https://www.amazon.co.uk/QIFU-Balloons-Metallic-Confetti-Decoration/dp/B095JQ7H6C/ref=sr_1_172?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-172"
"","","12","Envii Pond Klear  Green Pond Water Treatment Improves Water Clarity Down To 4C  Treats Up To 20000 Litres","Envii","14.99","2971","92","44535","05/21/2015","10.52","3926","4.1","4.47","247","Garden & Outdoors","B00XYE00OA","https://www.amazon.co.uk/Envii-Pond-Klear-Treatment-Improves/dp/B00XYE00OA/ref=sr_1_173?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-173"
"","","13","GUSODOR LED Strip Lights 10m Waterproof LED Lights 600 LEDs with APP Control SMD5050 Music Sync RGB Color Changing 40Key Remote Control Decoration led Strip Lights for Bedroom Home TV Party Christmas","GUSODOR","23.99","388","10","9308","04/07/2021","18.14","28","4.7","5.85","1835","Lighting","B091XZ4G3C","https://www.amazon.co.uk/GUSODOR-Waterproof-Changing-Decoration-Christmas/dp/B091XZ4G3C/ref=sr_1_174?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-174"
"","","14","Paper Cutter 12 Inch Guillotine Paper Trimmer a4 with Automatic Security Safeguard and Side Ruler for Coupon Craft Paper and Photos (Black)","HEING","8.99","955","34","8585","01/11/2021","5.43","147","4.4","3.56","991","Stationery & Office Supplies","B08SM47NBQ","https://www.amazon.co.uk/Guillotine-Trimmer-Automatic-Security-Safeguard/dp/B08SM47NBQ/ref=sr_1_175?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-175"
"","","15","Larger Sized Electric Lint Bobble Remover and Fabric Shaver GC20010 with Free Extra Blade and More Powerful Multi-Use De Fluffer and De Bobbler Machine for Clothes and More","Generic","9.95","416","23","4139","04/21/2021","6.25","18","4.8","3.7","4240","Home & Kitchen","B0933DX3Z4","https://www.amazon.co.uk/Electric-Remover-GC20010-Powerful-Multi-Use/dp/B0933DX3Z4/ref=sr_1_176?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-176"
"","","16","100 LED Photo Clip String Lights10M Picture Pegs Fairy Lights with 60 Clips Battery Powered Silver Wire Hanging String Photo Display for Bedroom Wall Wedding Party Christmas Decorations Photo Indoor","litogo","12.69","570","34","7233","03/23/2021","8.54","9","5","4.15","415","Lighting","B08ZSYDW74","https://www.amazon.co.uk/Picture-Battery-Powered-Christmas-Decorations/dp/B08ZSYDW74/ref=sr_1_177?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-177"
"","","17","DRAW DOT Liquid Chalk Pens 8 Neon Colours Chalk Markers for Blackboard Whiteboard Kids Art Menu Board Window Wipeable Chalkboard Pens with 3mm Reversible Fine Round and Chisel Tip","Draw Dot","7.97","810","24","6456","03/13/2021","5.7","36","4.8","2.27","3863","Home & Kitchen","B08YWWFDD3","https://www.amazon.co.uk/Blackboard-Whiteboard-Wipeable-Chalkboard-Reversible/dp/B08YWWFDD3/ref=sr_1_178?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-178"
"","","18","Zebra Grip Black Ballpoint Pens Pack of 10 107142501","Zebra","2.50","10476","408","26190","08/17/2009","1.07","6512","4.7","1.43","7","Stationery & Office Supplies","B000KN2B4A","https://www.amazon.co.uk/Zebra-01951-Z-Grip-Ballpoint-Pen/dp/B000KN2B4A/ref=sr_1_52?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-52"
"","","19","PePeng 18' Triangle Metal BBQ Grill Cleaning Brush Heavy Duty 3-Branch Stainless Steel Barbecue Bristles Cleaner for Easier and Effective Clean","PePeng","7.99","3337","127","26663","07/08/2016","4.45","3480","4.6","3.54","138","Garden & Outdoors","B01I942ODY","https://www.amazon.co.uk/PePeng-Triangle-Cleaning-Stainless-Effective/dp/B01I942ODY/ref=sr_1_53?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-53"
"","","20","ANSIO Dehumidifier Pack of 10 x 500ml Condensation Remover Moisture Absorber Dehumidifiers for Damp Mould Moisture in Home Kitchen Wardrobe Bedroom Caravan Office Garage Bathroom Basement 500 ml Pack of 10","ANSIO","13.98","3777","168","52802","09/12/2015","9.66","6949","4.5","4.32","139","Home & Kitchen","B015AOGP1S","https://www.amazon.co.uk/ANSIO-Dehumidifier-Condensation-Moisture-Dehumidifiers/dp/B015AOGP1S/ref=sr_1_54?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-54"
"","","21","WisyLLC Lids Version Citrus Orange Lemon Squeezer Manual hand juicer with measuring cup and grinder Multifunction use and made by high quality plastic and glass material (300ml) (Yellow)","WisyLLC","5.99","486","10","2911","05/25/2021","","15","4.4","","13733","Home & Kitchen","B095S8D5MD","https://www.amazon.co.uk/WisyLLC-Squeezer-measuring-Multifunction-material/dp/B095S8D5MD/ref=sr_1_185?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-185"
"","","22","Gorilla Tape Duct Tape Black 48mm x 11m","Gorilla","4.79","6611","275","31667","07/09/2007","2.02","5881","4.7","2.77","36","DIY & Tools","B001W030HC","https://www.amazon.co.uk/Gorilla-J0016-Tape-11m/dp/B001W030HC/ref=sr_1_55?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-55"
"","","23","Birthday Decorations for BoysHappy Birthday Decoration for Kids Girl Birthday Party Supplies includes Red and Blue Birthday Balloons Banner and Cake Topper","HULASO","9.99","174","11","1738","05/12/2021","6.28","2","4","3.71","5326","Toys & Games","B094QYWS3F","https://www.amazon.co.uk/Birthday-Decorations-Decoration-Supplies-Balloons/dp/B094QYWS3F/ref=sr_1_187?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-187"
"","","24","Method Antibacterial Spray All Purpose Cleaner Wild Rhubarb 828 ml","Method","2.10","11119","356","23350","02/17/2017","-0.4","11501","4.8","2.5","15","Grocery","B06XPMH32M","https://www.amazon.co.uk/Method-All-Purpose-Cleaner-Rhubara/dp/B06XPMH32M/ref=sr_1_56?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-56"
