"Export date: 7/10/2021, 12:00:58 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Decco Ltd Rentokil FF89 Pesticide Free Fly Paper (Pack of 8) Multi","Rentokil","3.18","4134","206","13146","06/05/2011","0.48","2483","4.2","2.7","50","Garden & Outdoors","B007R2HOR6","https://www.amazon.co.uk/Decco-Rentokil-FF89-Pesticide-Paper/dp/B007R2HOR6/ref=sr_1_164?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857171&s=kitchen&sr=1-164"
"Average Sales: 2,466","","2","Push Bubble POP Fidget Toy Reversible Octopus Silicone Double Sided Flip Octopus Keychain with Simple Dimple Fidget Toy Stress Relief Toys for Kids Adults (Blue)","noodlos","6.84","357","14","2442","06/11/2021","4.74","7","4.7","2.1","3817","Toys & Games","B09728SPRC","https://www.amazon.co.uk/Bubble-Reversible-Octopus-Silicone-Keychain/dp/B09728SPRC/ref=sr_1_173?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-173"
"Average Sales Rank: 3,339","","3","Clothes Steamer Handheld Cosicosy 2021 LCD Smart Garment Steamer 1600W Powerful Fabric Steamer with 2 Steam Mode Auto-clean Function 25s Fast Heat-up 250ML Portable for Travel & Home","Cosicosy","35.99","285","7","10257","05/08/2021","28.3","7","4.5","7.69","19139","Home & Kitchen","B094FXV893","https://www.amazon.co.uk/Handheld-Cosicosy-Powerful-Auto-clean-Function/dp/B094FXV893/ref=sr_1_174?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-174"
"Average Price: £11.44","","4","Disposable Gas Cylinder / Canister - will fill 30 9 Inch Balloons - Helium Gas Filled in the UK","PARTYRAMA.CO.UK","29.99","2241","89","67208","06/24/2021","","2","3.5","","195","Toys & Games","B097TN4PKR","https://www.amazon.co.uk/Disposable-Gas-Cylinder-Canister-Balloons/dp/B097TN4PKR/ref=sr_1_175?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-175"
"Average Reviews: 2,189","","5","24 x 6 Cupcake Boxes with 160 Cupcake Cases Cupcake Box 6 Upgrade Window and Inserts Design Easy to Assemble and Sturdy Perfect for Decorations & Transporting Cupcake Muffins Treat and Cookies","VNEED","17.99","926","17","16659","06/24/2021","13.06","11","4.8","4.93","6522","Home & Kitchen","B09334R3CM","https://www.amazon.co.uk/Cupcake-Upgrade-Assemble-Decorations-Transporting/dp/B09334R3CM/ref=sr_1_176?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-176"
"","","6","Zebra Classic Rose Gold Ballpoint Pens Black Ink Pack of 3","Zebra","1.99","5950","231","11841","06/19/2018","0.64","11209","4.6","1.35","34","Stationery & Office Supplies","B07DW6QRCD","https://www.amazon.co.uk/Zebra-Classic-Rose-Ballpoint-Black/dp/B07DW6QRCD/ref=sr_1_177?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-177"
"","","7","Pro Breeze 13' Desktop Mini Tower Fan with 3 Fan Speeds Portable Desk Fan Automatic Oscillation & Quiet Cooling Technology for Home Office Kitchen & Garden - Black","Pro Breeze","26.99","635","15","17139","01/22/2021","20.68","23","4.5","6.31","7781","Home & Kitchen","B08TRHGTR1","https://www.amazon.co.uk/Pro-Breeze-Automatic-Oscillation-Technology/dp/B08TRHGTR1/ref=sr_1_178?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-178"
"","","8","Happy Birthday Metallic Balloons20 PCS 12 Inch Shiny Metallic Balloon Latex Balloon Happy Birthday Balloons","YELYAN","5.99","824","30","4936","04/29/2021","4.02","8","4.8","1.97","1359","Toys & Games","B093RSPQL8","https://www.amazon.co.uk/Happy-Birthday-Metallic-Balloons-Balloon/dp/B093RSPQL8/ref=sr_1_169?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-169"
"","","9","Soft Cushion Inner Pads - 16x16inch Pillow Inserts (40x40cm) - Cushion Stuffer - Hollowfibre Filled Decorative Square Cushions for Bed Sofa Couch Indoors Outdoors","Comfortesy","5.75","363","16","2087","02/09/2021","2.69","33","4.5","3.06","6891","Home & Kitchen","B08WC9Y7CR","https://www.amazon.co.uk/Soft-Cushion-Inner-Pads-Hollowfibre/dp/B08WC9Y7CR/ref=sr_1_170?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-170"
"","","10","Lint Remover Carpet Gadom Lint Roller Clothes Portable Metal Lint Roller for Clothes Carpet Pet Hair Fuzz","Gadom","2.99","717","29","2144","05/13/2021","0.32","18","4.4","2.67","2993","Home & Kitchen","B0953HR9P2","https://www.amazon.co.uk/Remover-Carpet-Gadom-Clothes-Portable/dp/B0953HR9P2/ref=sr_1_171?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857222&s=kitchen&sr=1-171"
