"Export date: 7/10/2021, 12:30:32 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","A4 Artists Sketchbook Hardcover  200GSM Very Thick Paper  Large Spiral Bound Sketch Book for Kids Professionals Drawing and Sketching  21x29cm 40 Sheets / 80 Pages","String & Space","7.95","510","18","4055","07/28/2020","4.52","75","4.7","3.43","5659","Home & Kitchen","B08DR8MD64","https://www.amazon.co.uk/Artists-Sketchbook-Hardcover-Professionals-Sketching/dp/B08DR8MD64/ref=sr_1_652?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-652"
"Average Sales: 1,261","","2","Aerb Fabric Shaver Rechargeable Electric Lint Remover with USB Charging Cord & Extra Blade Included 2-Speeds Portable Clothes Shaver with Three Blades (Blue)","Aerb","13.99","1862","63","26049","05/15/2019","9.67","5690","4.4","4.32","856","Home & Kitchen","B07RWTJSZ8","https://www.amazon.co.uk/Aerb-Fabric-Shaver-Rechargeable-Efficient/dp/B07RWTJSZ8/ref=sr_1_653?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-653"
"Average Sales Rank: 4,862","","3","Bar Keepers Friend Universal Multi Surface Cleaner Stain Remover Powder (250g)","Bar Keepers Friend","5.89","390","13","2297","11/10/2016","...","19","4.5","","2488","Grocery","B01N8XDJK4","https://www.amazon.co.uk/Bar-Keepers-Friend-Universal-Surface/dp/B01N8XDJK4/ref=sr_1_654?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-654"
"Average Price: £9.61","","4","Artificial flowers Outdoor 10 Bundles Artificial Fake Flowers UV Resistant Shrubs Plants Faux Plastic Greenery Shrubs Plants Shrubs Indoor Outdoor for Hanging Planter Home Wedding Porch Window Decor","JEYNR","13.99","230","7","3218","05/04/2021","9.67","1","5","4.32","10331","Home & Kitchen","B09433STXM","https://www.amazon.co.uk/Artificial-flowers-Outdoor-Resistant-Greenery/dp/B09433STXM/ref=sr_1_655?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-655"
"Average Reviews: 1,247","","5","ADXCO 4 Packs Black Gold Glitter Wooden Tabletop Decoration Graduation Season Prop for The 2021 Graduation Party Decorations Supplies Photo","ADXCO","9.99","220","7","2198","04/20/2021","6.28","2","5","3.71","13070","Home & Kitchen","B092ZF8P1V","https://www.amazon.co.uk/ADXCO-Tabletop-Decoration-Graduation-Decorations/dp/B092ZF8P1V/ref=sr_1_656?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-656"
"","","6","Tefal 65-TF-43 Original Anti-Spill Ring Plastic","Tefal","9.98","334","11","3333","03/01/2016","6.24","743","4.7","3.74","18054","Home & Kitchen","B01GHET4MM","https://www.amazon.co.uk/Tefal-Genuine-Original-Anti-Spill-Ring/dp/B01GHET4MM/ref=sr_1_657?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-657"
"","","7","MACTING 60 Slots Diamond Painting Storage 5D Diamond Painting Accessories Kits Diamond Art Storage Case with Handle for DIY Art Craft","MACTING","19.99","163","5","3258","03/25/2021","14.75","11","5","5.24","8468","Home & Kitchen","B0912G7NJT","https://www.amazon.co.uk/MACTING-Diamond-Painting-Storage-Accessories/dp/B0912G7NJT/ref=sr_1_658?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-658"
"","","8","Greetingles Pack of 24 Geometric Design Thank-You Cards and Envelopes.","Greetingles","6.89","2485","82","17122","04/13/2019","4.79","1043","4.6","2.1","134","Stationery & Office Supplies","B07QMJKX18","https://www.amazon.co.uk/Greetingles-Geometric-Design-Thank-You-Envelopes/dp/B07QMJKX18/ref=sr_1_649?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-649"
"","","9","1 Pack Chocolate Silicone Dessert Mould 6 Cavity 3D Diamond Heart Shape Mould Used for Cake Candy Chocolate Cupcake Jelly Handmade (Pink) (Pink)","Qifumaer","3.79","488","16","1850","05/12/2020","1","272","4.8","2.79","8817","Home & Kitchen","B088GWY1SC","https://www.amazon.co.uk/Chocolate-Silicone-Dessert-Diamond-Handmade/dp/B088GWY1SC/ref=sr_1_650?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-650"
"","","10","Joie Kitchen Gadgets 12711 Joie Rainbow Reusable Silicone Straws with Cleaning Brush Set of 6 Assorted Colors","Joie Kitchen Gadgets","4.00","3529","117","14116","04/24/2019","2.34","3007","4.6","1.66","238","Home & Kitchen","B07QXX2J7S","https://www.amazon.co.uk/MSC-International-12711-12711Joie-Silicone/dp/B07QXX2J7S/ref=sr_1_651?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-651"
"","","11","Maridergo Kebab Skewers 12PCS Stainless Steel BBQ Kebab Meat Skewers Set Flat Barbecue Shish Kebab Stick for Meat Vegetables","Maridergo","6.99","2048","68","14316","08/08/2020","3.74","340","4.5","3.25","505","Garden & Outdoors","B08FGMLQJ4","https://www.amazon.co.uk/BAODANLE-Stainless-Reusable-Cocktail-Essentials/dp/B08FGMLQJ4/ref=sr_1_652?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-652"
"","","12","The Big Cheese STV179 Rat and Mouse Bait Station (Durable Lockable Reusable Bait Box) Black","The Big Cheese","6.03","3070","102","18512","10/08/2014","2.93","3881","4.3","3.1","142","Garden & Outdoors","B00OHI13ZW","https://www.amazon.co.uk/dp/B00OHI13ZW"
"","","13","Houseplant Myst 750ml","GrowthTechnology","9.64","358","11","3451","03/01/2014","5.99","308","4.5","3.65","4048","Garden & Outdoors","B00IJZDIZM","https://www.amazon.co.uk/GrowthTechnology-GTHM750-Houseplant-Myst-750ml/dp/B00IJZDIZM/ref=sr_1_654?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-654"
"","","14","Hoover Integrated Washing Machine Cupboard Door Hinge","Hoover","12.54","290","9","3637","03/10/2014","9.3","294","4.5","2.92","17616","Home & Kitchen","B00IWMXJ8I","https://www.amazon.co.uk/Hoover-Integrated-Washing-Machine-Cupboard/dp/B00IWMXJ8I/ref=sr_1_655?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-655"
"","","15","MIILYE Double Sided Tape for Clothing Fabric Fashion and Body Skin Transparent Clear BraTape for Dresses 60 Count (1' x 3' Strips)","MIILYE","7.49","330","11","2472","10/22/2020","5.29","206","4.2","2.2","","","B083W82KHJ","https://www.amazon.co.uk/MIILYE-Clothing-Fashion-Transparent-BraTape/dp/B083W82KHJ/ref=sr_1_656?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-656"
"","","16","Jacquard Cyanotype Sensitizer Set","Jacquard","22.99","","","","03/07/2016","17.29","712","4.7","5.7","8064","Home & Kitchen","B010MN312S","https://www.amazon.co.uk/Jacquard-JCY1100-Cyanotype-Sensitizer-Set/dp/B010MN312S/ref=sr_1_657?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-657"
"","","17","Cupcake Boxes 12 Packs - White Paper Cupcake Boxes and Window Hold 4 Cupcakes for Cookie Gift Boxes 6.3'' x 6.3'' x 3","ROEQE","6.99","513","17","3586","03/15/2021","3.74","2","5","3.25","4007","Home & Kitchen","B08YZ33922","https://www.amazon.co.uk/Cupcake-Boxes-12-Packs-Cupcakes/dp/B08YZ33922/ref=sr_1_658?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858991&s=kitchen&sr=1-658"
"","","18","Miele GN Vacuum Hoover Bags - Complete C2 C3 Cat & Dog Powerline Silence Ecoline Genuine Original Hyclean + Filters (1 Box + Fresheners)","Miele","12.49","1803","60","22519","06/01/2015","8.4","1119","4.8","4.09","769","Home & Kitchen","B00YMRD4VE","https://www.amazon.co.uk/dp/B00YMRD4VE"
"","","19","1 x Roll of 200 Bostik Sticky Glue Adhesive Dots Removable 200 Dots Per Pack 805378","Bostik","3.96","1174","39","4649","07/04/2013","1.14","1178","4.3","2.82","621","Stationery & Office Supplies","B00L1DI3C2","https://www.amazon.co.uk/dp/B00L1DI3C2"
"","","20","Utopia Bedding Quilted Fitted Mattress Pad - Mattress Cover - Mattress Protector Stretches up to 38 CM Deep - Not Waterproof - (Double 135x190 cm)","Utopia Bedding","12.49","7383","246","92214","07/15/2018","8.4","9957","4.6","4.09","35","Home & Kitchen","B07FMB7LYP","https://www.amazon.co.uk/dp/B07FMB7LYP"
"","","21","Ajax Powder Cleanser with Bleach 14 oz Pack of 3","AJAX","9.20","288","9","2650","06/13/2017","5.61","319","4.7","3.59","3862","Grocery","B00J5HK3MY","https://www.amazon.co.uk/dp/B00J5HK3MY"
"","","22","ZYBUX - Feather Duster Microfiber Duster Dusting Brush with Extendable Pole Washable Duster Head for Home Office Car 3 Set","ZYBUX","5.95","531","17","3159","02/26/2021","2.83","80","4.2","3.12","1504","Grocery","B08XMSLNYL","https://www.amazon.co.uk/dp/B08XMSLNYL"
"","","23","Oregon Universal Mulching Brushcutter Blade 2 Tooth Shredder Blade for Thick High & Dense Vegetation 4mm Thick Hardened Steel Fits Stihl Husqvarna Mitox Echo Kawasaki & More ( 295505-0)","OREGON","8.95","528","17","4726","08/03/2015","6.07","479","4.5","2.88","1442","Garden & Outdoors","B00L46JVYK","https://www.amazon.co.uk/dp/B00L46JVYK"
"","","24","1st CHOICE - Unscented Tea Lights Candles - 100 Pack T-Lights (4 Hour Burn Time 100 Pack)","Generic","8.50","485","16","4123","01/04/2021","5.02","183","4.5","3.48","1101","Lighting","B08S2WWJQC","https://www.amazon.co.uk/dp/B08S2WWJQC"
