"Export date: 7/10/2021, 12:11:16 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","HOMIDEC 12pcs Shoe Box Shoe Storage Boxes Clear Plastic Stackable Shoe Organizer Containers with Lids for Women/Men (33x23x14cm)","HOMIDEC","29.99","934","27","28011","04/06/2021","21.32","251","4.3","8.67","3212","Home & Kitchen","B091TN8SNB","https://www.amazon.co.uk/HOMIDEC-Stackable-Organizer-Containers-33x23x14cm/dp/B091TN8SNB/ref=sr_1_451?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857784&s=kitchen&sr=1-451"
"Average Sales: 1,806","","2","50 Pack Paper Coffee Cups | Disposable Cups for Hot Drinks | Great for Hot Coffee Tea Cold Drinks (8oz)","shefa","7.29","216","13","1575","05/21/2021","3.99","4","5","3.3","8941","Home & Kitchen","B095KR14SP","https://www.amazon.co.uk/Paper-Coffee-Disposable-Drinks-Great/dp/B095KR14SP/ref=sr_1_452?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857784&s=kitchen&sr=1-452"
"Average Sales Rank: 6,236","","3","Holikme Radiator Cleaner Brush 2 Pack Radiator Duster Long Flexible with Wood Handle Cleaning Brush for Radiator Length 76 cm Dust Bristle Brush","Holikme","9.99","1414","51","14126","03/14/2021","6.28","5832","4.2","3.71","979","Grocery","B08YXFYB3C","https://www.amazon.co.uk/Holikme-Radiator-Cleaner-Flexible-Cleaning/dp/B08YXFYB3C/ref=sr_1_462?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-462"
"Average Price: £11.83","","4","10-Packs White Cupcake Boxes with Window and Inserts-2 Holes3.54x6.29x2.95 Inches","WYNEOTUTY","7.99","374","21","2988","03/06/2021","4.59","10","4.5","3.4","4833","Home & Kitchen","B08YDGXFB8","https://www.amazon.co.uk/10-Packs-Cupcake-Inserts-2-Holes%EF%BC%883-54x6-29x2-95-Inches%EF%BC%89/dp/B08YDGXFB8/ref=sr_1_463?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-463"
"Average Reviews: 2,797","","5","FindASpare Vacuum Cleaner Microfibre Poly Dust Bags for Henry Numatic Hetty Basil James (Pack of 10)","FIND A SPARE","7.49","3675","126","27526","04/09/2019","4.16","5160","4.7","3.33","247","Home & Kitchen","B07QJ384B8","https://www.amazon.co.uk/FindASpare-Vacuum-Cleaner-Microfibre-Numatic/dp/B07QJ384B8/ref=sr_1_464?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-464"
"","","6","6 Pack Extra Strength Vac Fresheners For Pet Lovers","s p toiletries","2.13","555","21","1182","06/10/2020","0.75","1989","4.5","1.38","4791","Home & Kitchen","B00AHAP9DG","https://www.amazon.co.uk/Pack-Extra-Strength-Fresheners-Lovers/dp/B00AHAP9DG/ref=sr_1_465?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-465"
"","","7","BEDSURE Satin Pillowcase for Hair and Skin - Pillow Case 2 Pack Standard Size with Envelope Closure 50 x 75 cm  Grey","Bedsure","7.99","13248","332","105852","09/05/2017","4.56","22145","4.5","3.43","31","Home & Kitchen","B075D87KJL","https://www.amazon.co.uk/Bedsure-Pillow-Luxury-Pillowcases-Standard/dp/B075D87KJL/ref=sr_1_466?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-466"
"","","8","AeroPress TKC81R24 Filter Papers Pack of 350 White","Aeropress","5.99","4313","164","25835","05/14/2008","2.86","3042","4.8","3.13","146","Home & Kitchen","B000LTOCSG","https://www.amazon.co.uk/AeroPress-TKC81R24-Filter-Papers-White/dp/B000LTOCSG/ref=sr_1_457?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-457"
"","","9","Ikea FISKBO Black 30x40cm Photo Frame - Set of 2","Ikea","10.34","1071","36","11074","03/04/2021","6.58","1470","4.4","3.76","2126","Home & Kitchen","B07P9JWBBH","https://www.amazon.co.uk/Ikea-FISKBO-Black-30x40cm-Photo/dp/B07P9JWBBH/ref=sr_1_458?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-458"
"","","10","Silicone Muffin Trays for 12 Muffins Non-Stick Muffin Cupcake Tin Baking Mould for Muffins or Cupcakes Bakeware","SULCMOD","4.75","548","17","2603","07/16/2020","1.84","359","4.4","2.91","6269","Home & Kitchen","B08D3SD1SB","https://www.amazon.co.uk/Silicone-Muffins-Non-Stick-Cupcakes-Bakeware/dp/B08D3SD1SB/ref=sr_1_459?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-459"
"","","11","Juicer AICOOK Juicer Machine with Wide Feed Chute for Whole Vegetable and Fruit Easy to Clean & Non-Drip Function Stainless Steel Juicer Extractor with 2 Speed Mode Recipe & BPA-Free","AICOOK","39.99","245","4","9798","12/30/2020","31.69","1","4","8.3","39794","Home & Kitchen","B08RNFQ1R2","https://www.amazon.co.uk/AICOOK-Vegetable-Non-Drip-Stainless-Extractor/dp/B08RNFQ1R2/ref=sr_1_460?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-460"
"","","12","Henderson's Relish 284ml (284ml bottle)","Henderson's Relish","4.70","60","2","282","04/01/2014","1.8","914","4.7","2.9","","","B00JELBM5S","https://www.amazon.co.uk/Hendersons-Relish-284ml-bottle/dp/B00JELBM5S/ref=sr_1_461?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-461"
"","","13","EVER RICH  Tassimo Pod Holder | 64pcs | T-Disc Coffee Capsules | Bosch Tassimo Stand & Pod Storage Drawer | Anti-Vibration Design I Comes With a Micro Fiber Cleaning Cloth (Metal / Black)","Ever Rich","26.99","939","27","25344","12/18/2017","18.72","2201","4.8","8.27","3359","Home & Kitchen","B0789KSTSX","https://www.amazon.co.uk/Tassimo-Capsules-Storage-Anti-Vibration-Cleaning/dp/B0789KSTSX/ref=sr_1_462?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-462"
"","","14","KitchenCraft Professional Cheese Slicer Stainless Steel 24 cm","KitchenCraft","5.49","709","29","3892","03/01/2004","3.6","1285","4.3","1.89","2942","Home & Kitchen","B0001IWV6C","https://www.amazon.co.uk/KitchenCraft-Professional-Stainless-Cheese-Slicer/dp/B0001IWV6C/ref=sr_1_463?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-463"
"","","15","Quercus Living Large Lavender Bags (9x7centimetre) for Scented Drawers Cupboards and Natural Anti Moth","Quercus","6.30","858","44","5405","04/13/2018","","779","4.3","","1536","Home & Kitchen","B07C6H1X7F","https://www.amazon.co.uk/Quercus-Lavender-9x7centimetre-Scented-Cupboards/dp/B07C6H1X7F/ref=sr_1_464?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-464"
"","","16","KAPCO Adult Plastic Coat Hanger Black 50 pack (37cm x 20cm)","KAPCO","11.99","3364","166","40334","06/17/2021","","867","4.6","","143","Home & Kitchen","B08862TT3S","https://www.amazon.co.uk/KAPCO-Adult-Plastic-Hanger-Black/dp/B08862TT3S/ref=sr_1_465?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-465"
"","","17","Salter Digital Seen on TV Stylish Slim Design Electronic Cooking Scale for Home + Kitchen Weigh Food 5000g Liquids in ml and fl. Oz.  Black Chrome","Salter","15.00","8066","234","120990","02/01/2007","10.52","18504","4.6","4.48","69","Home & Kitchen","B000ZNM51O","https://www.amazon.co.uk/Salter-Digital-Kitchen-Weighing-Scales/dp/B000ZNM51O/ref=sr_1_466?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-466"
"","","18","Molblly Sleeping PillowsShredded Memory Foam PillowBest Orthopedic Sleeping Pillow 100% Cotton ShellNon-allergenic & Anti dust miteSoft Hotel Quality PillowsStandard Size(2 Pack 51 x 66 cm)","Molblly","21.99","287","15","6311","11/20/2020","","9","4.8","","7591","Home & Kitchen","B08NWYSK5D","https://www.amazon.co.uk/Molblly-Sleeping-Shredded-Orthopedic-Non-allergenic/dp/B08NWYSK5D/ref=sr_1_467?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857836&s=kitchen&sr=1-467"
