"Export date: 7/10/2021, 12:01:48 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Method Antibacterial Spray All Purpose Cleaner Wild Rhubarb 828 ml","Method","2.10","11119","356","23350","02/17/2017","-0.4","11501","4.8","2.5","15","Grocery","B06XPMH32M","https://www.amazon.co.uk/Method-All-Purpose-Cleaner-Rhubara/dp/B06XPMH32M/ref=sr_1_56?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-56"
"Average Sales: 2,896","","2","Beth's Kitchen Stainless Steel Funnel with Removable Filter for Transferring Liquids and Filling Bottles and Containers (10.5 cm)","Beth's Kitchen","6.99","1061","28","7416","03/17/2021","3.74","68","4.8","3.25","3061","Home & Kitchen","B08Z9QXRPR","https://www.amazon.co.uk/Beths-Kitchen-Stainless-Transferring-Containers/dp/B08Z9QXRPR/ref=sr_1_197?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-197"
"Average Sales Rank: 2,867","","3","Rolson 61310 Felt Pads 25 mm - 48 Pieces","Rolson","2.85","2307","101","6575","06/24/2013","0.32","9234","4.5","2.53","214","DIY & Tools","B00DQ7B7PQ","https://www.amazon.co.uk/Rolson-61310-Felt-Pads-25/dp/B00DQ7B7PQ/ref=sr_1_57?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-57"
"Average Price: £13.30","","4","VAVSEA Air Purifier Portable Air Cleaner with Fan Function and HEPA Filter  Remove 99% of Pollen Allergy Particles Dust Smoke Fan with 3 Speeds Air Purifier for Home Office (White)","VAVSEA","40.99","1269","27","52016","03/05/2021","32.54","148","4.5","8.45","3244","Home & Kitchen","B08Y5S823F","https://www.amazon.co.uk/VAVSEA-Purifier-Portable-Function-Particles/dp/B08Y5S823F/ref=sr_1_199?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-199"
"Average Reviews: 3,796","","5","Windowed Cupcake Boxes with 12 Cavity Insert (Pack of 25)","Cater For You","23.52","1168","61","27471","11/20/2012","17.74","547","4.6","5.78","910","Home & Kitchen","B00AA9VOEC","https://www.amazon.co.uk/Windowed-Cupcake-Boxes-Cavity-Insert/dp/B00AA9VOEC/ref=sr_1_200?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-200"
"","","6","Balloon Arch Kit Sage Green APERIL 103pcs Balloon Garland Kit Avocado Green Mint Green White Gold Latex Balloons for Baby Shower Birthday Anniversary Wedding Tropical Party Safari Party Decorations","APERIL","12.65","155","5","1961","06/15/2021","8.53","0","","4.12","12010","Toys & Games","B09789HK8V","https://www.amazon.co.uk/APERIL-Balloons-Birthday-Anniversary-Decorations/dp/B09789HK8V/ref=sr_1_201?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-201"
"","","7","Replacement Filter Compatible with Dyson V10 SV12 Cordless Cyclone Animal Absolute Total Clean Vacuum Cleaner Washable 2Pack Purple","Anka","14.99","1041","54","15605","02/27/2021","10.49","34","4.5","4.5","1103","Home & Kitchen","B08XN5XP5D","https://www.amazon.co.uk/Replacement-Compatible-Cordless-Absolute-Washable/dp/B08XN5XP5D/ref=sr_1_202?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-202"
"","","8","Invision TV Wall Bracket Mount for 24-55 Inch Screens VESA 100x100mm up to 400x400mm Tilts Swivels & Extends for Flat & Curved TVs Includes Spirit Level Weight Capacity 36.2kg [HDTV-E]","Invision","22.99","7161","240","164631","06/26/2015","17.29","24135","4.7","5.7","29","Electronics & Photo","B010G6972O","https://www.amazon.co.uk/Invision%C2%AE-Ultra-Swivel-Bracket-Mount/dp/B010G6972O/ref=sr_1_58?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-58"
"","","9","Sky Q Mini Wall Mount Clip Bracket - Made In UK by Q-View","Q-View","12.99","2025","73","26305","08/03/2020","8.79","2094","4.7","4.2","226","Electronics & Photo","B08F5HHTX2","https://www.amazon.co.uk/Mini-Wall-Mount-Clip-Bracket-Plastic/dp/B08F5HHTX2/ref=sr_1_194?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-194"
"","","10","Wham Bam 4.02 Cool Grey Plastic Studio Storage Baskets Office Home & Kitchen Tidy Organiser 25.5 x 17 x 11cm (5 Baskets)","Wham Bam","9.49","3874","133","36764","04/29/2021","5.86","1971","4.6","3.63","223","Home & Kitchen","B07RXZ2XH4","https://www.amazon.co.uk/Wham-Bam-Plastic-Storage-Organiser/dp/B07RXZ2XH4/ref=sr_1_59?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-59"
"","","11","Kärcher 500 ml Glass Cleaning Concentrate for Window Vac","Kärcher","5.00","2738","91","13690","08/08/2012","2.05","9214","4.7","2.95","398","Grocery","B00C2S95YA","https://www.amazon.co.uk/K%C3%A4rcher-Glass-Cleaning-Concentrate-Window/dp/B00C2S95YA/ref=sr_1_60?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-60"
"","","12","Bokhot Cocktail Making Set 750ml Cocktail Shaker Set Stainless Steel Bar Tools with Rotating Stand Jigger Mixing Spoon Strainer Tongs Bottle Opener Recipes Bartender Kit for Home & Bar (14PCS)","Bokhot","25.49","413","25","10527","04/16/2021","19.41","24","4.7","6.08","3676","Home & Kitchen","B092R2Q8N9","https://www.amazon.co.uk/Bokhot-Cocktail-Stainless-Rotating-Bartender/dp/B092R2Q8N9/ref=sr_1_197?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-197"
"","","13","Mlife Spice storage Bags-40 PCS Small Mason jar Spice Jars Bags with 48 PCS Spice Labels Snack Saver Container Leak-Proof Zip-Lock Bags for Travel Camping Picnic","Mlife","8.99","1058","26","9511","03/24/2021","5.4","66","4.6","3.59","3476","Home & Kitchen","B08ZXQ2GGH","https://www.amazon.co.uk/Mlife-storage-Container-Leak-Proof-Zip-Lock/dp/B08ZXQ2GGH/ref=sr_1_198?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-198"
"","","14","Portable Lint Remover Clothes Fabric Shaver and Fuzz Brush - Reusable Double Sided Fluff and Carpet ScraperTravel Brush for Removing Pet Hair Dust in Clothes Furniture Curtain Blanket Couch","JJ Orchard","4.99","359","14","1791","05/18/2021","2.02","19","4.1","2.97","8161","Home & Kitchen","B0958TDCDM","https://www.amazon.co.uk/Portable-Remover-Clothes-Fabric-Shaver/dp/B0958TDCDM/ref=sr_1_199?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-199"
