"Export date: 7/10/2021, 12:01:48 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","15","Yiouou Piping Bags and Nozzles Set 9 Pcs Cake Decorating Supplies Kit with 2 Silicone Icing Piping Cream Pastry Bag and 6 Piping nozzles1Coupler for Cake DIY","Yiouou","3.88","2949","119","11442","09/01/2020","2.24","1264","4.4","1.64","274","Home & Kitchen","B08H5SK23D","https://www.amazon.co.uk/Yiouou-Decorating-Supplies-Silicone-1Coupler/dp/B08H5SK23D/ref=sr_1_64?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-64"
"","","16","Lavazza Qualita Rossa Arabica and Robusta Medium Roast Coffee Beans Pack of 1kg","Lavazza","9.49","9015","350","85552","08/15/2008","5.39","12400","4.7","4.1","16","Grocery","B002PM23YC","https://www.amazon.co.uk/Lavazza-Qualita-Rossa-Coffee-Beans/dp/B002PM23YC/ref=sr_1_65?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-65"
"","","17","Silicone Toilet Bowl Cleaner Brush and Holder Toilet Bowl Brush with HolderTRAV-ROUND Toilet Bathroom Cleaning Brush Toilet Scrubber with Tweezers Wall Mounted for Bathroom Storage and Organization","TRAV-ROUND","9.98","165","6","1647","06/01/2021","6.27","1","5","3.71","23000","Home & Kitchen","B0969CZ9ZZ","https://www.amazon.co.uk/Silicone-TRAV-ROUND-Bathroom-Cleaning-Organization/dp/B0969CZ9ZZ/ref=sr_1_202?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-202"
"","","18","Everbuild SG310-EBD Professional Caulk Sealant Adhesive Application Gun For Up to C3/310 ml Cartridges Black","Everbuild","5.99","5824","260","34886","08/20/2010","3.08","4178","4.6","2.91","40","DIY & Tools","B0058I4X9S","https://www.amazon.co.uk/Everbuild-SG310-310ml-Professional-Sealant/dp/B0058I4X9S/ref=sr_1_67?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-67"
"","","19","simplywire - Retro 4 Unit Milk Bottle Holder - (or Wine) - Flat Wire","simplywire","14.99","469","20","7030","02/11/2021","10.52","39","4.9","4.47","5018","Home & Kitchen","B08WHV6SDQ","https://www.amazon.co.uk/simplywire-Retro-Unit-Bottle-Holder/dp/B08WHV6SDQ/ref=sr_1_207?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-207"
"","","20","Marigold Extra Life Kitchen Gloves Medium 2 Pairs","Marigolds","5.59","1277","47","7138","03/01/2021","","119","4.8","","1075","Grocery","B087ZGNZPD","https://www.amazon.co.uk/Marigold-Extra-Kitchen-Gloves-Medium/dp/B087ZGNZPD/ref=sr_1_208?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-208"
"","","21","Exclusive Online 3 Pack Red Colour Ring Pull Smoke Grenades for Paintball Weddings Photoshoots Celebrations & Special Effects","Exclusive Online","22.95","528","30","12118","04/09/2020","","0","","","1392","Toys & Games","B097T2ZYQP","https://www.amazon.co.uk/Exclusive-Online-Paintball-Photoshoots-Celebrations/dp/B097T2ZYQP/ref=sr_1_209?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-209"
"","","22","OZOY Cordless Handheld Vacuum Cleaner 8000PA Strong Suction120W Powerful Rechargeable Lightweight Wet Dry Portable Car Vacuum Cleaner for Home and Car Cleaning (Black)","OZOY","19.99","1161","71","23208","09/02/2020","14.75","1481","3.9","5.24","699","Home & Kitchen","B08H85LK4H","https://www.amazon.co.uk/OZOY-Cordless-Handheld-Rechargeable-Lightweight/dp/B08H85LK4H/ref=sr_1_210?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-210"
"","","23","The Pink Stuff Miracle Cleaning Set Triple Pack Mrs Hinch Approved","Stardrops","7.20","1975","81","14220","08/05/2019","3.92","3822","4.5","3.28","484","Grocery","B07W5GW2QS","https://www.amazon.co.uk/Stuff-Miracle-Cleaning-Triple-Approved/dp/B07W5GW2QS/ref=sr_1_211?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857272&s=kitchen&sr=1-211"
"","","24","Honeywell HT900E1 Turbo Fan","Honeywell","25.00","10395","259","259875","03/15/2009","18.99","8754","4.5","6.01","55","Home & Kitchen","B001VEJFT6","https://www.amazon.co.uk/Honeywell-HT900E1-HT900E-Turbo-Fan/dp/B001VEJFT6/ref=sr_1_68?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-68"
