"Export date: 7/10/2021, 12:34:57 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","11","Cretty-Meet Adjustable Shower Head Holder Removable Suction Cup Shower Head Bracket No Drill Shower Head Bracket with Chrome Polished for Bathroom","Cretty-Meet","5.99","659","19","3947","02/28/2021","3.88","106","3.9","2.11","2589","DIY & Tools","B08XP5W7H9","https://www.amazon.co.uk/Cretty-Meet-Adjustable-Removable-Polished-Bathroom/dp/B08XP5W7H9/ref=sr_1_772?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-772"
"","","12","Merriway BH02250 Ball Type Basin Chain with S Hook 300mm (12 inch) - Chrome Plated","Merriway","2.00","482","17","964","09/22/2014","1.15","677","4.3","0.85","2968","DIY & Tools","B00O7P11UM","https://www.amazon.co.uk/Hardware-BH02250-Basin-Chain-300mm/dp/B00O7P11UM/ref=sr_1_773?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-773"
"","","13","The Photo Album Company Dispenser Box with 250 Photograph Photo Corner - Clear","Hampton Frames","1.79","1016","38","1819","10/02/2006","0.47","3307","4.5","1.32","1978","Home & Kitchen","B000J66PFE","https://www.amazon.co.uk/Photo-Album-Company-Dispenser-Photograph/dp/B000J66PFE/ref=sr_1_774?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-774"
"","","14","Inscribe IMPS64 Soft Pastel Set - 64 Colours","Mungyo","10.00","249","13","2490","09/01/2009","7.42","683","4.6","2.58","9190","Home & Kitchen","B002NL6H0Q","https://www.amazon.co.uk/Inscribe-Soft-Pastel-Set-Colours/dp/B002NL6H0Q/ref=sr_1_775?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-775"
"","","15","Boland 10119683 Bunting Banner 6 Meters H. 30 cm Football Multi-Coloured Taglia Unica","Boland","2.50","660","22","1650","12/14/2017","...","129","4.5","","415","Toys & Games","B07797SM8W","https://www.amazon.co.uk/Football-Bunting-Garland-Pennant-Decoration/dp/B07797SM8W/ref=sr_1_776?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-776"
"","","16","200ml Water Spray Bottles Misting Clear Hair Sprayer Empty Water Alcohol Bottle for Travel Beauty Cleaning Gardening (2PCS)","Seamuing","4.99","2491","83","12430","06/08/2020","...","1312","4.3","","320","Home & Kitchen","B0876XYW7X","https://www.amazon.co.uk/Bottles-Misting-Sprayer-Cleaning-Gardening/dp/B0876XYW7X/ref=sr_1_777?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-777"
"","","17","Pyrex Mixing Glass Bowl 3.0L 181B000","Pyrex","8.97","505","16","4530","04/02/2014","5.42","432","4.8","3.55","8625","Home & Kitchen","B00JF32LE6","https://www.amazon.co.uk/Pyrex-Mixing-Glass-Bowl-181B000/dp/B00JF32LE6/ref=sr_1_778?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-778"
"","","18","Unique Party 56030 - 9' Latex Assorted Blue Happy 1st Birthday Balloons Pack of 10","Unique Party","2.05","183","6","375","06/18/2018","-0.46","533","4.6","2.53","7924","Toys & Games","B07DTJ2DYP","https://www.amazon.co.uk/Unique-Party-56030-Assorted-Birthday/dp/B07DTJ2DYP/ref=sr_1_779?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-779"
"","","19","Yoocaa Baby Nest Baby Nest Pod for Newborn Portable Breathable Cotton Baby Lounger for Napping and Traveling (0-12 Months) Cloud","Yoocaa","37.99","145","5","5509","03/29/2021","30","383","4.7","7.99","3366","Baby Products","B08S6LH6RR","https://www.amazon.co.uk/Yoocaa-Newborn-Portable-Breathable-Traveling/dp/B08S6LH6RR/ref=sr_1_783?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-783"
"","","20","Zanussi Dishwasher Lower Basket Wheel Pack Of 8. Genuine part number 50286965004","Zanussi","6.73","203","6","1366","05/05/2016","3.49","710","4.8","3.24","13934","Home & Kitchen","B01FAQNLHM","https://www.amazon.co.uk/Zanussi-Dishwasher-Basket-Genuine-50286965004/dp/B01FAQNLHM/ref=sr_1_784?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-784"
"","","21","bar@drinkstuff Blue Beer Bong Funnel for American Style Parties","bar@drinkstuff","10.99","120","4","1319","11/10/2011","7.13","286","4.3","3.86","","","B00658LUDM","https://www.amazon.co.uk/bar-drinkstuff-Funnel-American-Parties/dp/B00658LUDM/ref=sr_1_785?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-785"
"","","22","Safekom 15' - 42' Inches Fixed TV Wall Bracket Mount For 15 26 30 32 37 40 42 inch 3D Sony Samsung Panasonic LG TVs LCD LED Plasma Built in Spirit Level","Splinktech","7.99","540","18","4315","07/12/2017","...","42","4.3","","1261","Electronics & Photo","B073X2QQS7","https://www.amazon.co.uk/dp/B073X2QQS7"
"","","23","Unique Party 62943 Hanging Swirl Decoration-32 | Disposable | Happy Birthday | Rose Gold | 3 Pcs","Unique Party","3.55","776","25","2755","09/24/2019","1.96","408","4.6","1.59","2630","Home & Kitchen","B07V33M6KW","https://www.amazon.co.uk/dp/B07V33M6KW"
"","","24","Bettina Wooden Iron Scrubbing Scrub Hard Stiff Bristle Brush Floor Tile Decking Cleaning","Bettina","3.50","1435","47","5023","01/09/2018","...","967","4.6","","881","Grocery","B078WQCRN5","https://www.amazon.co.uk/dp/B078WQCRN5"
