"Export date: 7/10/2021, 12:34:57 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Astonish Mould and Mildew Blaster","Astonish.","3.47","1313","29","4556","04/10/2019","0.76","1582","4.5","2.71","2002","Grocery","B07QL3CQDL","https://www.amazon.co.uk/Astonish-Mould-and-Mildew-Blaster/dp/B07QL3CQDL/ref=sr_1_772?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-772"
"Average Sales: 603","","2","Morges ' May You Be Proud of the Work You Do Pillow Covers Leaving Gifts Appreciation Gifts for Colleagues Family Office Room Decor Family Cotton Linen Cushion Cover for Sofa Couch Bed 18' x 18'","Morges","11.99","710","33","8513","04/20/2021","9.11","10","4.8","2.88","2410","Home & Kitchen","B092YQ6VYW","https://www.amazon.co.uk/Morges-Leaving-Appreciation-Colleagues-Cushion/dp/B092YQ6VYW/ref=sr_1_773?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-773"
"Average Sales Rank: 4,442","","3","15 Pieces Flamingo Cake Toppers Decoration SetSummer Aloha Palm Tree Fruits Cupcake Toppers Flamingo Birthday Cake Decoration for Tropical Hawaiian Luau Beach Wedding Birthday Themed Party Supplies","Hileyu","7.98","126","7","1005","05/05/2021","4.58","1","5","3.4","7901","Grocery","B09473CWZQ","https://www.amazon.co.uk/Flamingo-Decoration-Birthday-Tropical-Hawaiian/dp/B09473CWZQ/ref=sr_1_774?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-774"
"Average Price: £7.90","","4","Argos VC-401 Vacuum Cleaner Hoover Dust Bags Pack Of 5","","4.95","365","16","1807","12/07/2010","1.98","377","4.6","2.97","6868","Home & Kitchen","B004FJD6B2","https://www.amazon.co.uk/Argos-VC-401-Vacuum-Cleaner-Hoover/dp/B004FJD6B2/ref=sr_1_775?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-775"
"Average Reviews: 617","","5","Coates Willow Charcoal Assorted 30 Pieces","Coates","3.90","7","0","27","02/20/2010","1.09","1489","4.6","2.81","","","B001PNG4LA","https://www.amazon.co.uk/Coates-Willow-Charcoal-Assorted-Pieces/dp/B001PNG4LA/ref=sr_1_776?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-776"
"","","6","Yiran Pop Sensory Stretch Tubes. 6 PCS Colorful Party Favor Fidget Toys with Funny Pop Sounds. DIY Stretched Plastic Pipe Multi-Color Stretch Pipe Sensory Toys (L)","Yiran","6.99","204","7","1426","02/22/2021","3.71","44","4.6","3.28","8452","Toys & Games","B08X41G33P","https://www.amazon.co.uk/Yiran-Sensory-Colorful-Stretched-Multi-Color/dp/B08X41G33P/ref=sr_1_777?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-777"
"","","7","Unique Party 84868 Number 30' Badge | Glittery Rosegold | 1 Pc Rose Gold Age","Unique Party","1.38","570","19","787","07/05/2019","-0.25","381","4.7","1.63","5434","Home & Kitchen","B07TY16G58","https://www.amazon.co.uk/Unique-Party-84868-Birthday-Badge/dp/B07TY16G58/ref=sr_1_778?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-778"
"","","8","Frozen 2 Disney Single Polycotton Duvet Cover | Officially Licensed Reversible Two Sided Bedding Olaf Anna Elsa Kristoff and Sven Design with Matching Pillowcase Purple","Frozen 2","14.29","233","9","3330","03/01/2019","9.92","563","4.7","4.37","1999","Baby Products","B07W5QVLGG","https://www.amazon.co.uk/Frozen-Polycotton-Officially-Reversible-Pillowcase/dp/B07W5QVLGG/ref=sr_1_769?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-769"
"","","9","100x WHITE BRABANTIA BIN LINERS TYPE C LINER BAG BAGS 10L - 12L 10 - 12 LITRE","Brabantia","17.00","706","18","12002","11/16/2014","12.22","290","4.8","4.78","5675","Home & Kitchen","B00PPA4286","https://www.amazon.co.uk/100x-WHITE-BRABANTIA-LINERS-LINER/dp/B00PPA4286/ref=sr_1_770?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-770"
"","","10","Toilet Roll Holder 304 Stainless Steel Waterproof Toilet Paper Holder Wall Mounted with Screws Chrome Toilet Roll Holder for Bedroom (1)","weninus","8.49","770","25","6537","12/17/2020","5.27","91","4.2","3.22","894","DIY & Tools","B08QVCZ367","https://www.amazon.co.uk/Toilet-Stainless-Waterproof-Mounted-Bedroom/dp/B08QVCZ367/ref=sr_1_771?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859255&s=kitchen&sr=1-771"
