"Export date: 7/10/2021, 12:28:44 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Unique Party 50394 - Navy Blue Plastic Tablecloth 9ft x 4.5ft","Unique Party","1.85","3285","52","6077","03/17/2015","-0.61","701","4.1","2.46","549","Toys & Games","B00UTTNKWC","https://www.amazon.co.uk/Unique-Party-50394-Plastic-Tablecloth/dp/B00UTTNKWC/ref=sr_1_604?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-604"
"Average Sales: 1,349","","2","30 Pcs Jewellery Clasps Lobster Clasp Key Split Clips Keychain Hooks for Jewellery Making Accessory DIY Crafts Suppliers","Syolee","3.59","480","15","1723","04/02/2021","1.66","23","4.3","1.93","7601","Home & Kitchen","B091KYHCV4","https://www.amazon.co.uk/Jewellery-Lobster-Keychain-Accessory-Suppliers/dp/B091KYHCV4/ref=sr_1_605?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-605"
"Average Sales Rank: 3,621","","3","homEdge Puppy Dog Paw and Bone Silicone Molds Non-Stick Food Grade Silicone Molds for Chocolate Candy Jelly Ice Cube Dog Treats (Puppy Paw Bone Set of 4PCS)","homEdge","8.49","338","12","2870","04/22/2018","4.98","3138","4.7","3.51","9676","Home & Kitchen","B07C2SY4RS","https://www.amazon.co.uk/homEdge-Silicone-Non-Stick-Chocolate-Treats/dp/B07C2SY4RS/ref=sr_1_606?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-606"
"Average Price: £7.36","","4","Winsor & Newton 605512 Designers Gouache Tube 14 ml - Permanent White","Winsor & Newton","5.18","453","15","2347","02/17/2011","3.34","2902","4.7","1.84","7435","Home & Kitchen","B004ZHS5ZQ","https://www.amazon.co.uk/Winsor-Newton-Designers-Gouache-Tube/dp/B004ZHS5ZQ/ref=sr_1_607?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-607"
"Average Reviews: 1,971","","5","Kingfisher COV112 Rotary Line Cover Green/Dark Green 29x29x145 cm","Kingfisher","2.79","1024","36","2857","10/17/2007","-2.61","2865","4.4","5.4","2089","Home & Kitchen","B000XCTKGU","https://www.amazon.co.uk/Kingfisher-COV112-Rotary-Line-Cover/dp/B000XCTKGU/ref=sr_1_608?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-608"
"","","6","Chef Aid 10E07554 Acrylic Baster White","Chef Aid","4.53","975","36","4417","04/03/2008","1.63","1591","4.3","2.9","2125","Home & Kitchen","B00175J0LC","https://www.amazon.co.uk/Chef-Aid-10E07554-Acrylic-Baster/dp/B00175J0LC/ref=sr_1_609?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-609"
"","","7","The Gruffalo GR005'4th' Birthday Card","The Gruffalo","2.25","278","11","626","11/21/2016","0.53","223","4.7","1.72","3721","Stationery & Office Supplies","B079P4LCN6","https://www.amazon.co.uk/Gruffalo-GR005-4th-Birthday-Card/dp/B079P4LCN6/ref=sr_1_610?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-610"
"","","8","Unique Party 5095 - White Plastic Tablecloth 9ft x 4.5ft","Unique Party","1.85","7633","257","14121","10/14/2007","-0.61","12201","4.2","2.46","10","Toys & Games","B000X7440W","https://www.amazon.co.uk/Unique-Party-5095-Plastic-Tablecloth/dp/B000X7440W/ref=sr_1_601?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-601"
"","","9","2 x Bathroom Ceiling Light Pull Cords SP58PP","SparesPlanet","1.75","1124","51","1967","05/18/2013","0.43","2911","4.6","1.32","221","Lighting","B00CVAK0QQ","https://www.amazon.co.uk/Bathroom-Ceiling-Light-Cords-SP58PP/dp/B00CVAK0QQ/ref=sr_1_602?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-602"
"","","10","ZigZag Trading Ltd IKEA IKEA 365+ - Carafe with stopper Clear glass/cork","ZigZag Trading Ltd","7.84","637","23","4994","02/16/2017","4.46","371","4.7","3.38","4123","Home & Kitchen","B06XD976Q1","https://www.amazon.co.uk/IKEA-365-Carafe-stopper-Clear/dp/B06XD976Q1/ref=sr_1_603?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-603"
"","","11","Aneco 6 Pack Clear Juice Bottles PET Empty Bottles with Lids Drink Containers Reusable Juices Bottles for Juice Milk and Other Beverages","Aneco","7.99","429","20","3428","09/25/2020","4.59","29","3.9","3.4","4953","Home & Kitchen","B08K2YV6NF","https://www.amazon.co.uk/Aneco-Bottles-Containers-Reusable-Beverages/dp/B08K2YV6NF/ref=sr_1_604?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-604"
"","","12","Marigolds Extra Life Kitchen Gloves - 3 x Large","MARIGOLD","6.39","959","33","6128","01/21/2016","3.23","259","4.8","3.16","2464","Home & Kitchen","B01AWOX65E","https://www.amazon.co.uk/Marigolds-Extra-Life-Kitchen-Gloves/dp/B01AWOX65E/ref=sr_1_605?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-605"
"","","13","Status S5M13ACR - 13 A 4 Socket Cassette Reel with Thermal Out (Green)","Status","11.98","1618","44","19384","01/18/2012","8.33","2424","4.6","3.65","788","DIY & Tools","B006Z93Y80","https://www.amazon.co.uk/Status-S5M13ACR-Socket-Cassette-Thermal/dp/B006Z93Y80/ref=sr_1_606?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-606"
"","","14","Bargain Hunt White Cotton Napkins Dinner Table Linen Napkin Set of 10 Hotel Quality","BARGAIN-HUNT","8.65","178","7","1540","04/28/2021","5.12","4","3.4","3.53","19177","Home & Kitchen","B093QC3XR3","https://www.amazon.co.uk/Bargain-Cotton-Napkins-Dinner-Quality/dp/B093QC3XR3/ref=sr_1_607?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-607"
"","","15","2 Pack Water Filter SES BES008 SES875 SES880 Water Filter CartridgeCoffee Machine Filter Replacement for 990/980/500/878/875/880/920/810 (White)","SRJTEK","20.50","1125","29","23063","09/11/2020","","346","4.6","","2998","Home & Kitchen","B08MFG4314","https://www.amazon.co.uk/Filter-BES008-Cartridge-Machine-Replacement/dp/B08MFG4314/ref=sr_1_608?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-608"
"","","16","Tallon Abstract Marble Swirl 6x4 Photo Album Memo Slip in Holds 200 Photos","Tallon","8.49","537","30","4559","02/26/2020","","1056","4.6","","2794","Home & Kitchen","B08561Y17F","https://www.amazon.co.uk/Tallon-Abstract-Marble-Swirl-Photos/dp/B08561Y17F/ref=sr_1_609?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-609"
"","","17","Amtech B1400 Revolving Leather Punch Plier Hole Puncher for Belt Canvas Plastics and Textiles","Amtech","4.29","1275","49","5470","03/14/2010","1.87","2581","4.3","2.42","1300","Home & Kitchen","B003C82Y2O","https://www.amazon.co.uk/Amtech-B1400-Revolving-Leather-Punch/dp/B003C82Y2O/ref=sr_1_610?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-610"
"","","18","Olive Focus Liquid Concentrated Fertiliser 300 ml","Growth Technology Ltd","6.25","773","27","4831","05/15/2012","3.08","201","4.5","3.17","1470","Garden & Outdoors","B0083H1O16","https://www.amazon.co.uk/Olive-Focus-Liquid-Concentrated-Fertiliser/dp/B0083H1O16/ref=sr_1_611?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-611"
"","","19","1ABOVE 150 Pieces Natural Wooden Skewers for BBQAppetizer Cocktail KabobFruit and Chocolate Fountain SIZE-250 MM(10INCH) (1)","1ABOVE","3.99","1586","45","6328","03/01/2021","","31","4.7","","1483","Home & Kitchen","B0938KPKBF","https://www.amazon.co.uk/1ABOVE-BBQ%EF%BC%8CAppetizer-Cocktail-Chocolate-Fountain/dp/B0938KPKBF/ref=sr_1_615?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-615"
"","","20","Spray Bottles Mist 2 pack 300 ml - water hair plant household cleaning bottle spray plastic small garden empty mister pressure curly hair travel house flowers liquid reusable black plants flower","STERLAIN","3.99","347","52","1385","03/06/2020","1.2","38","4.6","2.79","1183","Home & Kitchen","B07T8S5JHK","https://www.amazon.co.uk/Spray-Bottles-Mist-pack-300/dp/B07T8S5JHK/ref=sr_1_616?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-616"
"","","21","Microfibre Mop Spray Floor Mop with Spray for Floor Cleaning -MEXERRIS Cleaning Mops For Hard Floors Hardwood Laminate Tiles Floors Wet Mop Dust Mops with 3 Washable Replacement Pads & 410ML Bottle","MEXERRIS","24.99","1494","43","37335","08/27/2020","","749","4.4","","1206","Grocery","B08GR52X1P","https://www.amazon.co.uk/MEXERRIS-Microfiber-Cleaning-Refillable-360%C2%B0Rotatable/dp/B08GR52X1P/ref=sr_1_617?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-617"
"","","22","Merriway BH02251 Ball Type Bath Chain with S Hook 450mm (18 inch) - Chrome Plated","Merriway","1.59","548","19","871","09/22/2014","-0.04","1063","4.4","1.63","2503","DIY & Tools","B00O7P11T8","https://www.amazon.co.uk/Bulk-Hardware-BH02251-Chain-450mm/dp/B00O7P11T8/ref=sr_1_618?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-618"
"","","23","(NOT for Waterdrop's Jugs) Compatible with All Brita Maxtra+ Jug Brita Kettle Universal Filter Cartridge TÜV SÜD NSF Certified (6)","Waterdrop","15.99","4729","141","75617","07/15/2018","11.36","10529","4.1","4.63","199","Home & Kitchen","B07FLYLSW9","https://www.amazon.co.uk/Waterdrop-Certified-Catridge-Compatible-Elemaris/dp/B07FLYLSW9/ref=sr_1_619?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-619"
"","","24","Lav (Set of 6) Hot Drink Mugs/Coloured Base Tea Coffee Latte Cappuccino Glasses/Glass Drink Cups /(225 cc / 7.5 oz)","LAV","11.49","562","16","6457","09/16/2019","7.55","1071","4.5","3.94","6847","Home & Kitchen","B07XZFRSGZ","https://www.amazon.co.uk/Drink-Coloured-Coffee-Cappuccino-Glasses/dp/B07XZFRSGZ/ref=sr_1_620?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858884&s=kitchen&sr=1-620"
