"Export date: 7/10/2021, 12:34:01 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Hob Brite liquid white 300ml","Hob Brite","6.10","1188","44","7247","04/29/2021","2.96","2801","4.5","3.14","1180","Grocery","B01GHTIYV4","https://www.amazon.co.uk/Genuine-Ceramic-Cleaner-300ml-Scraper/dp/B01GHTIYV4/ref=sr_1_738?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-738"
"Average Sales: 1,636","","2","24 Pcs Graduation Cupcake Toppers 2021Graduation Party Congrats Grad Cake Topper Decorations Black and Gold Graduation Party Supplies for Grad Party Decorations","TSLBW","3.99","258","9","1029","04/12/2021","2.33","0","","1.66","14211","Home & Kitchen","B0928ZPTHK","https://www.amazon.co.uk/Graduation-2021Graduation-Congrats-Decorations-Supplies/dp/B0928ZPTHK/ref=sr_1_739?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-739"
"Average Sales Rank: 4,629","","3","Generic Heating Element Compatible With Logik Oven Cooker 2100w","Generic","8.68","331","7","2873","02/10/2015","5.17","767","4.6","3.51","19479","Home & Kitchen","B00TFSBW6Y","https://www.amazon.co.uk/Element-LFSTC50W-LFTC50A12-LFTC60A12-LFTC60W12/dp/B00TFSBW6Y/ref=sr_1_740?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-740"
"Average Price: £7.25","","4","100 Pcs Icing Piping Bags Disposable Pastry Bag for Cake Decorating Royal Frosting","WWZJ","4.49","1515","50","6802","01/07/2020","2.75","397","4.3","1.74","1087","Home & Kitchen","B083K5YTFX","https://www.amazon.co.uk/Disposable-Decorating-Cupcake-Cookies-Supplies/dp/B083K5YTFX/ref=sr_1_751?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859203&s=kitchen&sr=1-751"
"Average Reviews: 1,832","","5","Lesser & Pavey LP93667A Making Music Latte Mug fine China","Lesser & Pavey","6.35","229","7","1454","01/07/2019","3.45","217","4.7","3.2","9091","Home & Kitchen","B07MJ4679S","https://www.amazon.co.uk/Leonardo-Collection-Making-12x8x13cm-LP93667/dp/B07MJ4679S/ref=sr_1_752?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859203&s=kitchen&sr=1-752"
"","","6","Global Gizmos Battery Operated Crystal Starball Disco Light Black","Global Gizmos","7.99","399","13","3188","06/06/2015","4.59","1194","4.2","3.4","1520","Lighting","B010TJFV8C","https://www.amazon.co.uk/Global-Gizmos-Battery-Operated-Starball/dp/B010TJFV8C/ref=sr_1_753?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859203&s=kitchen&sr=1-753"
"","","7","Baby Girl wooden Memories Keepsake Box Vintage Style","Always Present","11.99","931","31","11163","06/26/2016","7.98","1642","4.7","4.01","3157","Home & Kitchen","B01HLE63L2","https://www.amazon.co.uk/wooden-Memories-Keepsake-Vintage-Style/dp/B01HLE63L2/ref=sr_1_754?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859203&s=kitchen&sr=1-754"
"","","8","12V & 220V Heating Lunch Box Portable Food Warmer 1.5L Electric Lunch Box with Detachable Stainless Steel Food Container Food Heater Warmer Electric Heat Box for Home & Car to Use (Dark Gray)","YAKARIO","15.90","295","9","4691","11/11/2020","11.29","36","4.3","4.61","10991","Home & Kitchen","B08N5X6QHC","https://www.amazon.co.uk/Portable-Electric-Detachable-Stainless-Container/dp/B08N5X6QHC/ref=sr_1_745?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859203&s=kitchen&sr=1-745"
"","","9","Wax/Waxed Paper Medicine Pots Ramekin Souffl Cups Portion Cups Sauce Dipping Pots 28ml / 1oz - Pack of 250ml","JFA Medical","6.99","300","10","2097","01/22/2021","3.74","58","4.8","3.25","10517","Home & Kitchen","B08TQQ19YL","https://www.amazon.co.uk/Medicine-Ramekin-Souffl%C3%A9-Portion-Dipping/dp/B08TQQ19YL/ref=sr_1_746?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859203&s=kitchen&sr=1-746"
"","","10","20Pcs Needle Threader for Hand Sewing Plastic Wire Loop DIY Simple Needle Threader Hand or Machine Threading Sewing Tool Sewing Machines Threaders for Sewing Mending Crafting Handwork","Jieyunran","2.99","136","4","407","04/08/2021","1.48","21","4","1.51","10037","Home & Kitchen","B09228D76Q","https://www.amazon.co.uk/Threader-Threading-Machines-Threaders-Crafting/dp/B09228D76Q/ref=sr_1_747?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859203&s=kitchen&sr=1-747"
