"Export date: 7/10/2021, 12:06:52 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","11","Euro 2021 Bunting Euro Football Championship Banner 20 X 28cm with 24 National Fabric Flag Football Bunting for Euro 2021 Decoratoins","WOFEIS","4.99","371","12","1851","05/25/2021","3.18","2","5","1.81","3815","Toys & Games","B095RQYS6S","https://www.amazon.co.uk/dp/B095RQYS6S"
"","","12","Huggies DryNites Bed Mats 88x78 cm 7 per pack","Huggies","9.99","221","7","2208","02/03/2014","6.28","11","4.3","3.71","1725","Baby Products","B00I7VAGJO","https://www.amazon.co.uk/dp/B00I7VAGJO"
"","","13","Sewing Kit 94 pcs DIY Premium Sewing SuppliesMini Sewing kit for Beginner Traveller and Emergency Clothing Fixes","Owill","3.99","170","14","678","03/25/2021","2.33","7","3.4","1.66","8424","Home & Kitchen","B09134DDX9","https://www.amazon.co.uk/Supplies-Beginner-Traveller-Emergency-Clothing/dp/B09134DDX9/ref=sr_1_342?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857576&s=kitchen&sr=1-342"
"","","14","Brown Paper Carrier Bags with Flat Handles Pack of 50 - 18 x 21 + 9cm","The Paper Bag Company","5.10","3004","125","15320","08/09/2011","2.14","3337","4.5","2.96","250","Home & Kitchen","B06XDRP3MC","https://www.amazon.co.uk/Paper-Bag-Company-Carrier-Handles/dp/B06XDRP3MC/ref=sr_1_101?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857027&s=kitchen&sr=1-101"
"","","15","KandyToys 24cm Neon Rainbow Ball With Keychain","KandyToys","2.85","599","27","1707","02/11/2014","0.2","637","3.9","2.65","120","Luggage","B01CCWKJG8","https://www.amazon.co.uk/KandyToys-24cm-Neon-Rainbow-Keychain/dp/B01CCWKJG8/ref=sr_1_344?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857576&s=kitchen&sr=1-344"
"","","16","Genuine Melitta Perfect Clean Coffee Machines Cleaning Tablets (Pack of 12)","Melitta","11.99","361","11","4328","04/30/2015","7.95","269","4.7","4.04","11067","Home & Kitchen","B00WWPMVT4","https://www.amazon.co.uk/Genuine-Melitta-Perfect-Machines-Cleaning/dp/B00WWPMVT4/ref=sr_1_345?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857576&s=kitchen&sr=1-345"
"","","17","POM POMS Pack of 2 Pompom Pink Blue Purple BATONS Party Fancy Dress Cheerleader (Pink White)","Hoot","4.99","533","17","2660","09/23/2018","...","251","4.1","","2995","Toys & Games","B07HLX314H","https://www.amazon.co.uk/dp/B07HLX314H"
"","","18","Heat Transfer Vinyl - Red 12In x 8Ft HTV Vinyl Roll Iron on Vinyl Roll for Cricut & Cameo - Easy to Cut & Weed for Heat Vinyl Design(Red)","HTVRONT","9.99","825","27","8242","03/18/2021","6.25","24","4.9","3.74","1925","Home & Kitchen","B08ZCMTKN2","https://www.amazon.co.uk/dp/B08ZCMTKN2"
"","","19","4 pack Reusable Toaster Toastie Sandwich Toast Bags Pockets Toasty Toastabags","Sealapack","2.99","937","31","2802","03/02/2016","1.48","1865","4.3","1.51","2378","Home & Kitchen","B01CGTYC6U","https://www.amazon.co.uk/dp/B01CGTYC6U"
"","","20","REQUISITE NEEDS Digital Pocket Scale Portable Digital Kitchen Scale Weighing Scale 0.01g 200g-BLACK (2 x AAA BATTERIES INCLUDED)","REQUISITE NEEDS","6.49","690","23","4478","05/13/2021","3.29","25","4.1","3.2","4102","Home & Kitchen","B094W9L4NP","https://www.amazon.co.uk/dp/B094W9L4NP"
"","","21","Juncture Water Beads 50000Pcs Crystal Soil Beads Gel Soil Beads Colourful Soil Mud Beads Crystal Water Balls for Vase Plants Growing Home Decoration","Juncture","8.99","776","25","6976","03/10/2021","5.4","130","4.6","3.59","3912","Home & Kitchen","B08YFKVKZ8","https://www.amazon.co.uk/dp/B08YFKVKZ8"
"","","22","The Color Hub 132pcs Rose Gold Balloon Arch and Garland Kit Latex Balloons and Confetti Balloons with Strip and Dot Tape Birthday Baby Shower Wedding Party Decoration","The Color Hub","9.10","369","7","3358","03/23/2021","5.5","11","3.2","3.6","8750","Toys & Games","B08ZT13YYX","https://www.amazon.co.uk/Color-Hub-Balloons-Confetti-Decoration/dp/B08ZT13YYX/ref=sr_1_354?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857576&s=kitchen&sr=1-354"
"","","23","Bolsius 4 hour burning Tealights Bag '50'","BOLSIUS","5.90","1417","47","8360","10/10/2013","2.82","2045","4.6","3.08","517","Home & Kitchen","B00FRI7BTS","https://www.amazon.co.uk/dp/B00FRI7BTS"
"","","24","Miracle-Gro Evergreen Complete 4 in 1 Lawn Food - 200 m2 7 kg Lawn Food Weed & Moss Control","Miracle-Gro","12.00","1842","61","22104","02/01/2014","6.67","12509","4.4","5.33","10","Garden & Outdoors","B00J086QO2","https://www.amazon.co.uk/dp/B00J086QO2"
