"Export date: 7/10/2021, 12:06:52 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Crayola Color Bath Dropz 60 Tablets 3.59 Ounce Jar","CRAYOLA","8.88","1076","35","9555","08/10/2010","5.2","2873","4.4","3.68","1017","Toys & Games","B00009KWTB","https://www.amazon.co.uk/Crayola-Color-Dropz-Tablets-Ounce/dp/B00009KWTB/ref=sr_1_340?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857576&s=kitchen&sr=1-340"
"Average Sales: 738","","2","Anjou Scented Candles Gift Set 4pcs Christmas Candle Pack Natural Soy Wax for Stress Relief Birthday Bath Travel Reusable Tin Fragrance Gift 4 Fragrances - Jasmine Lavender Vanilla Rose","Anjou","9.99","581","19","5804","09/13/2020","6.28","419","4.6","3.71","1170","Home & Kitchen","B08CVPTRG1","https://www.amazon.co.uk/Anjou-Christmas-Birthday-Fragrance-Fragrances/dp/B08CVPTRG1/ref=sr_1_341?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857576&s=kitchen&sr=1-341"
"Average Sales Rank: 4,059","","3","Happy Birthday Cake Decorations Happy Birthday Cake Topper Gold for Cake Decorations 6PCS Fonrroni Acrylic Happy Birthday Toppers","N\C","4.09","198","11","810","06/07/2021","2.41","2","4.5","1.68","11510","Home & Kitchen","B096SDZ6S9","https://www.amazon.co.uk/Birthday-Decorations-Fonrroni-Acrylic-Toppers/dp/B096SDZ6S9/ref=sr_1_342?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857576&s=kitchen&sr=1-342"
"Average Price: £8.68","","4","Rorchio Rose Gold Balloon Arch Kit Balloon Garland Rose Gold Confetti Balloons and Pearl White Balloons Balloon Tie and Tape for Birthday Wedding Party Decoration","Rorchio","7.93","326","29","2585","01/30/2021","4.51","86","4.1","3.42","1456","Toys & Games","B08VWP798K","https://www.amazon.co.uk/Rorchio-Confetti-Balloons-Birthday-Decoration/dp/B08VWP798K/ref=sr_1_343?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857576&s=kitchen&sr=1-343"
"Average Reviews: 1,194","","5","C nt Funny Slogan Rude Mug","Nostalgic","6.99","752","25","5256","02/11/2016","3.74","2231","4.7","3.25","2832","Home & Kitchen","B01BNL63J6","https://www.amazon.co.uk/Funny-Slogan-Rude-Mug/dp/B01BNL63J6/ref=sr_1_344?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857576&s=kitchen&sr=1-344"
"","","6","4oz Round Plastic Food Containers Lids Deli Pot or Sauce Take Away Chutney Ketchup Restaurant Jelly Shot & Dessert Cups Re-Usable (50 Pack)","Value Choice","7.99","450","15","3596","05/17/2021","4.59","5","4.7","3.4","6972","Home & Kitchen","B0953TKHCV","https://www.amazon.co.uk/Plastic-Containers-Chutney-Restaurant-Re-Usable/dp/B0953TKHCV/ref=sr_1_345?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857576&s=kitchen&sr=1-345"
"","","7","H2O HD - Microfibre Replacement Cloths - Pack of 3","H2O","19.99","261","8","5217","09/16/2015","15.33","1083","4.6","4.66","5151","Home & Kitchen","B015FCUXU4","https://www.amazon.co.uk/H2O-HD-Microfibre-Official-Authentic/dp/B015FCUXU4/ref=sr_1_346?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857576&s=kitchen&sr=1-346"
"","","8","KOVEBBLE Cordless Handheld Vacuum Cleaner 8000PA Strong Suction120W High Power Rechargeable Up to 30 Mins Runtime Wet Dry Car Vacuum Cleaner for Pet Hair Home and Car Cleaning","KOVEBBLE","26.99","841","28","22699","05/09/2021","20.68","31","4.1","6.31","3805","Home & Kitchen","B094G1MQHV","https://www.amazon.co.uk/dp/B094G1MQHV"
"","","9","Smart Garden Replacement Solar Light","Smart Garden","5.30","750","23","3975","01/02/2018","","765","4.6","","683","Lighting","B078RQGTF8","https://www.amazon.co.uk/Smart-Garden-Replacement-Solar-Light/dp/B078RQGTF8/ref=sr_1_338?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857576&s=kitchen&sr=1-338"
"","","10","Cake Turntable 11 Inch Cake Rotating Stand for Cake Decorating Kits Supplies Include 1 Cake Turntable 2 Icing Spatula 4 Icing Smoother","WJIASI","10.88","351","11","3819","03/31/2021","7.04","39","4.3","3.84","12822","Home & Kitchen","B091F25S9B","https://www.amazon.co.uk/dp/B091F25S9B"
