"Export date: 7/10/2021, 12:27:50 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","15","JIMJOOS Rug Gripper For Carpets (10 PCs) Washable Reuseable Carpet Grippers and Anti Slip Rug Underlay Rug Tape Carpet Stickers For All Types & Sizes of Rugs","JIMJOOS","5.99","404","17","2420","05/20/2021","3.69","38","3.5","2.3","6121","Home & Kitchen","B0952F8C3L","https://www.amazon.co.uk/JIMJOOS-Washable-Reuseable-Grippers-Underlay/dp/B0952F8C3L/ref=sr_1_584?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858829&s=kitchen&sr=1-584"
"","","16","Electric Cleaning Brush Cordless Power Scrubber with 4 Heads for Bathroom Kitchen Household","FONGKE","12.79","199","12","2545","02/24/2021","8.62","31","4","4.17","5311","Grocery","B08XB2ZXJS","https://www.amazon.co.uk/Electric-Cleaning-Cordless-Scrubber-Household/dp/B08XB2ZXJS/ref=sr_1_585?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858829&s=kitchen&sr=1-585"
"","","17","APERIL We Will Miss You Banner Set with Confetti Balloons Latex Balloons Gold Triangle Flag Banner for Retirement Graduation Farewell Going Away Office Work Party Decorations","APERIL","10.99","278","12","3055","04/28/2021","7.1","32","4.5","3.89","4661","Toys & Games","B093Q7QJJG","https://www.amazon.co.uk/APERIL-Confetti-Retirement-Graduation-Decorations/dp/B093Q7QJJG/ref=sr_1_586?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858829&s=kitchen&sr=1-586"
"","","18","6 x insect repellent sticks. 6 packs of 30 sticks","151 Product Ltd","9.90","924","36","9148","03/04/2016","6.21","538","4.3","3.69","2160","Home & Kitchen","B00M95JMK8","https://www.amazon.co.uk/Chatsworth-Citronella-Incense-Sticks-outdoor/dp/B00M95JMK8/ref=sr_1_587?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858829&s=kitchen&sr=1-587"
"","","19","Girl's Music Happy Birthday Cake Topper29 pcs TIK TOK Photo Propsfor Music Party Decorations Social TIK TOK Party Decorations Birthday Parties Social Gatherings","XIAOHUANXIONG","8.99","189","4","1699","06/03/2021","6.56","4","2.6","2.43","39423","Home & Kitchen","B096HJDRSF","https://www.amazon.co.uk/Birthday-Propsfor-Decorations-Parties-Gatherings/dp/B096HJDRSF/ref=sr_1_591?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858829&s=kitchen&sr=1-591"
"","","20","11 oz Coffee Mug Funny 30th Birthday Gift for Women and Men Turning 30 Years Old Happy Bday Coffee Mug Dirty Thirty Gag Party Cup Idea as a Joke Celebration Best Adult Birthday Presents","DFSDFSASDF","6.00","1256","39","7536","09/04/2019","","926","4.7","","1848","Home & Kitchen","B07TB6GMKP","https://www.amazon.co.uk/Coffee-Birthday-Turning-Celebration-Presents/dp/B07TB6GMKP/ref=sr_1_592?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858829&s=kitchen&sr=1-592"
"","","21","CAROLINE SHATUIK Deep 100% Waterproof Mattress Protector DoubleMoisture Wicking - Anti - Allergy Terry Towel double waterproof mattress protector Topper cover Non - Noisy(137x190+30cm)","CAROLINE SHATUIK","11.40","5194","192","59212","10/25/2020","7.48","1003","4.6","3.92","106","Home & Kitchen","B08LTT4XM8","https://www.amazon.co.uk/CAROLINE-SHATUIK-Waterproof-Mattress-Protector/dp/B08LTT4XM8/ref=sr_1_593?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858829&s=kitchen&sr=1-593"
"","","22","Chef Aid Can Opener Metal Silver Regular","Chef Aid","2.35","1995","65","4688","08/08/2013","-0.22","2221","4.2","2.57","808","Home & Kitchen","B00E5NCSA8","https://www.amazon.co.uk/Chef-Aid-Butterfly-Can-Opener/dp/B00E5NCSA8/ref=sr_1_594?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858829&s=kitchen&sr=1-594"
"","","23","Tanness Magic Multi-Function Cool Jelly Pad Cushion Pillow Mat Absorbs and Dissipates Heat - Helps Improve Quality of Sleep & Optimal Sleeping Temperature","Tanness","5.99","203","16","1216","07/24/2019","3.56","1339","4.2","2.43","4903","Health & Personal Care","B07VMMP68N","https://www.amazon.co.uk/Tanness-Multi-Function-Cushion-Absorbs-Dissipates/dp/B07VMMP68N/ref=sr_1_595?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858829&s=kitchen&sr=1-595"
"","","24","Philips PL-Q Compact Fluorescent 2 Pin Light Bulb (GR8 16W) - Warm White","Philips","5.36","2468","94","13228","03/10/2008","2.33","2962","4.6","3.03","74","Lighting","B000ONIRIA","https://www.amazon.co.uk/Philips-PL-Q-Compact-Fluorescent-Light/dp/B000ONIRIA/ref=sr_1_596?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858829&s=kitchen&sr=1-596"
