"Export date: 7/10/2021, 12:03:30 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Squeegee Multi-Purpose Shower Glass Rubber Squeegees Silicone/Rubber Window Cleaner Squeegee Plastic Car Windshield Cleaning Squeegee for Bathroom Mirror Glass Window Floor - 2 Pack","DDSHUN","5.99","190","8","1138","05/11/2021","2.89","2","3.5","3.1","18534","Home & Kitchen","B094MYRR5H","https://www.amazon.co.uk/Squeegee-Multi-Purpose-Squeegees-Silicone-Windshield/dp/B094MYRR5H/ref=sr_1_244?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857372&s=kitchen&sr=1-244"
"Average Sales: 1,656","","2","2 Quality Adult Colouring Books Colour Therapy Anti-Stress Books","Martello UK Adult Colouring Books and Pads","2.70","2362","106","6377","11/21/2015","1.24","5879","4.5","1.46","340","Home & Kitchen","B018BB5S1K","https://www.amazon.co.uk/Adult-Colouring-Books-Anti-Stress-Patterns/dp/B018BB5S1K/ref=sr_1_79?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-79"
"Average Sales Rank: 3,866","","3","DANVIG 8 PCS Drill Brush Attachment  Multipurpose Drill Brushes for Cleaning of Bathroom Kitchen Grout Pool Flooring and Car Wheels with 6 Reach Extension and Small Wire Brush","DANVIG","15.99","563","24","9002","05/30/2021","11.36","22","4.4","4.63","2506","Grocery","B08YN7Z7X7","https://www.amazon.co.uk/DANVIG-PCS-Drill-Brush-Attachment/dp/B08YN7Z7X7/ref=sr_1_246?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857372&s=kitchen&sr=1-246"
"Average Price: £11.67","","4","Chef Aid Stainless Steel Doughnut Kettle Descaler","Chef Aid","1.99","2663","108","5299","07/09/2011","0.64","4559","4.1","1.35","293","Grocery","B005839OWY","https://www.amazon.co.uk/Chef-Aid-Stainless-Doughnut-Descaler/dp/B005839OWY/ref=sr_1_80?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-80"
"Average Reviews: 1,813","","5","HG Stain Spray Extra Strong 500 ml  Removes Deeply Ingrained Stains  For Nearly All Types of Fabrics  Stain Remover","HG","9.07","3807","135","34529","05/29/2013","5.5","2400","4.3","3.57","193","Grocery","B00D6E66EG","https://www.amazon.co.uk/HG-Stain-Spray-Extra-Strong/dp/B00D6E66EG/ref=sr_1_81?dchild=1&keywords=-kvnjdsnfkjew&qid=1625856955&s=kitchen&sr=1-81"
"","","6","Karcher Wet & Dry Vacuum Cleaners Bags and Filter Set","Spare","9.00","513","16","4617","03/22/2014","5.44","978","4.6","3.56","6700","Home & Kitchen","B00J6BF5HC","https://www.amazon.co.uk/Karcher-Vacuum-Cleaners-Bags-Filter/dp/B00J6BF5HC/ref=sr_1_249?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857372&s=kitchen&sr=1-249"
"","","7","Homeasy Ice Bucket Double Wall Bar Ice Bucket Set 1.3L Stainless Steel Ice Bucket for Home Bar Including Lid Tongs and Strainer Keeps Ice Cold & Dry Great for Bar Party Beer Champagne and Wine","homeasy","19.99","722","44","14433","01/20/2021","14.75","71","4.3","5.24","1532","Home & Kitchen","B08TH7BY6H","https://www.amazon.co.uk/Homeasy-Stainless-Including-Strainer-Champagne/dp/B08TH7BY6H/ref=sr_1_250?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857372&s=kitchen&sr=1-250"
"","","8","ZesNice 1500pcs Letter Beads and Heart Beads and Elastic Cord Acrylic Beads for DIY Jewelry Necklaces Bracelets Bijouterie Arts and Crafts for Kids","ZesNice","10.79","270","7","2913","06/15/2021","6.93","5","5","3.86","20874","Home & Kitchen","B0978PS3KJ","https://www.amazon.co.uk/ZesNice-1500pcs-Necklaces-Bracelets-Bijouterie/dp/B0978PS3KJ/ref=sr_1_241?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857372&s=kitchen&sr=1-241"
"","","9","Dual Sided Texture Changing Sponge/Scrubber Kitchen Sponge - Super Absorbent Sponge Side - Scrub Mommy by Scrub Daddy (Pink)","Scrub Daddy","3.49","3129","91","10920","08/27/2018","0.75","1528","4.8","2.74","453","Home & Kitchen","B07GWPT9GG","https://www.amazon.co.uk/Texture-Changing-Sponge-Scrubber-Kitchen/dp/B07GWPT9GG/ref=sr_1_77?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857027&s=kitchen&sr=1-77"
"","","10","Status 13 A 3-Pin Plug - White (Pack of 3)","Status","5.49","716","23","3931","03/25/2014","2.61","2012","4.6","2.88","","","B00J9B0YMU","https://www.amazon.co.uk/Status-13-3-Pin-Plug-White/dp/B00J9B0YMU/ref=sr_1_243?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857372&s=kitchen&sr=1-243"
"","","11","TOPLDSM Blue Balloon Arch Kit Blue Balloon Garland Party Decorations with Navy Blue and White BalloonGold Confetti Balloon for Men and Boys Baby Shower Birthday Decorations Wedding Gender Reveal","TOPLDSM","13.99","473","13","6617","06/08/2021","10.8","14","3.9","3.19","4301","Toys & Games","B096TX337K","https://www.amazon.co.uk/TOPLDSM-Balloon-Decorations-Confetti-Birthday/dp/B096TX337K/ref=sr_1_244?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857372&s=kitchen&sr=1-244"
