"Export date: 7/10/2021, 12:07:47 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","11","Feather Duster 5PCS Microfiber Duster Kit with 30-100 Inches Telescoping Extension Pole Detachable & Bendable Reusable Washable Dusters for Cleaning Cobweb Ceiling Fan Cars Corner Furniture.","FUUNSOO","16.99","550","30","9345","03/26/2021","12.21","42","4.8","4.78","1889","Grocery","B0915YP9JS","https://www.amazon.co.uk/Microfiber-Telescoping-Extension-Detachable-Furniture/dp/B0915YP9JS/ref=sr_1_364?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857626&s=kitchen&sr=1-364"
"","","12","4 Sets Portable Cutlery Wheat Straw Cutlery Spoon Knife Fork Tableware Set for Camping Travel Picnic School Office","liyun","9.99","136","8","1359","04/07/2021","6.28","7","4.6","3.71","18136","Home & Kitchen","B091YFS62N","https://www.amazon.co.uk/Portable-Cutlery-Tableware-Camping-Travel/dp/B091YFS62N/ref=sr_1_365?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857626&s=kitchen&sr=1-365"
"","","13","Sorbo 6 Pack Extra Large Microfibre Cleaning Cloths","Sorbo","5.49","3020","118","16580","02/22/2018","2.47","3240","4.7","3.02","280","Home & Kitchen","B079DDJ5ZW","https://www.amazon.co.uk/Sorbo-10S00039-Microfibre-Cloths/dp/B079DDJ5ZW/ref=sr_1_104?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857027&s=kitchen&sr=1-104"
"","","14","Pipishell Floating Shelves Wood Wall Mounted Shelf Rustic Shelves Set of 3 18kg Weight Capability Solid Metal Wall Shelf for Bedroom Bathroom Living Room Kitchen Home Office Laundry room etc","Pipishell","16.99","2629","110","44667","04/27/2020","12.21","2991","4.5","4.78","318","Home & Kitchen","B087QYF1WC","https://www.amazon.co.uk/Pipishell-Floating-Shelves-Capability-Bathroom/dp/B087QYF1WC/ref=sr_1_105?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857027&s=kitchen&sr=1-105"
"","","15","Russell Hobbs Supreme Steam Traditional Iron 23060 2400 W Purple/White","Russell Hobbs","14.99","11485","398","172160","07/01/2016","10.52","12122","4.5","4.47","20","Home & Kitchen","B01GFPWTI4","https://www.amazon.co.uk/Russell-Hobbs-Supreme-Steam-Traditional/dp/B01GFPWTI4/ref=sr_1_368?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857626&s=kitchen&sr=1-368"
"","","16","Method Antibacterial Spray Bathroom Cleaner Water Mint 828 ml","Method","2.76","5001","146","13803","08/21/2017","-0.31","4336","4.8","3.07","164","Grocery","B0756XMVGQ","https://www.amazon.co.uk/Method-Antibacterial-Bathroom-Cleaner-Water/dp/B0756XMVGQ/ref=sr_1_369?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857626&s=kitchen&sr=1-369"
"","","17","BIC Kids Kid Couleur Felt Tip Colouring Pens - Ultra Washable Assorted Colours Cardboard Wallet of 24 Pack of 24","Bic","3.50","6279","221","21977","01/01/2012","1.91","20222","4.7","1.59","17","Toys & Games","B002042GYM","https://www.amazon.co.uk/Kids-Couleur-Felt-Colouring-Pens/dp/B002042GYM/ref=sr_1_370?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857626&s=kitchen&sr=1-370"
"","","18","Blank Canvas Boards for Painting 8 Set Artist Blank Canvas Frame Board 100% Cotton Stretcher Academy Acrylic Oil Water Painting for Acrylic Painting Pouring Oil Paint & Wet Art Media (4 Sizes)","Villanelle","12.74","578","21","7364","09/05/2020","8.61","116","4.5","4.13","4880","Home & Kitchen","B08HKCSY8C","https://www.amazon.co.uk/Painting-Stretcher-Academy-Acrylic-Pouring/dp/B08HKCSY8C/ref=sr_1_371?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857626&s=kitchen&sr=1-371"
"","","19","STAEDTLER 122-2 BK10 Noris HB Pencil with Eraser Tip Double Stacked Pack of 10","STAEDTLER","4.86","4073","144","19795","01/07/2015","3.07","6979","4.8","1.79","97","Stationery & Office Supplies","B00S52NZ52","https://www.amazon.co.uk/STAEDTLER-122-2-Pencil-Eraser-Stacked/dp/B00S52NZ52/ref=sr_1_375?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857626&s=kitchen&sr=1-375"
"","","20","Fruit and Veg Savers - Stay Safe and Shop Less - 6 Discs","Nanology","9.99","1552","52","15504","08/15/2020","","272","4.2","","1178","Home & Kitchen","B08FYRCNQB","https://www.amazon.co.uk/Fruit-Veg-Savers-Stay-Discs/dp/B08FYRCNQB/ref=sr_1_376?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857626&s=kitchen&sr=1-376"
"","","21","6 Pack 5D Diamond Art Painting Kits for Adults - Paint with Diamonds Full Round Drill 5D Diamond Dots Craft Diamond Art Kits - for Home Wall Decor and Adults Kids DIY Gift(Cartoon 12 X 12 inch)","YJMY","19.97","319","18","6370","04/21/2021","14.73","11","5","5.24","5871","Home & Kitchen","B0932N4YFX","https://www.amazon.co.uk/Pack-Diamond-Painting-Kits-Adults/dp/B0932N4YFX/ref=sr_1_377?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857626&s=kitchen&sr=1-377"
"","","22","Angelus Acrylic Finisher Matte 1 Oz","Angelus","5.57","544","21","3030","11/30/2015","2.51","1011","4.6","3.06","4585","Home & Kitchen","B018R47L16","https://www.amazon.co.uk/Angelus-Acrylic-Finisher-Matte-Oz/dp/B018R47L16/ref=sr_1_378?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857626&s=kitchen&sr=1-378"
"","","23","【Ultra-Long】40M LED Strip Lights LYMIUS APP Control RGB LED Lights with Remote Colour Changing Music Sync for Bedroom TV Party Holiday Kitchen Home Decoration","LYMIUS","35.99","228","3","8206","01/11/2021","28.3","133","4.5","7.69","5551","Lighting","B08SM3QGKC","https://www.amazon.co.uk/%E3%80%90Ultra-Long%E3%80%9140M-LYMIUS-Control-Changing-Decoration/dp/B08SM3QGKC/ref=sr_1_379?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857626&s=kitchen&sr=1-379"
"","","24","2 X LED Cupboard Push Lights Super Bright SELF Adhesive Push ON and Off","Prism","2.49","447","17","1113","09/23/2018","","845","3.3","","1010","Lighting","B07HLLCM2F","https://www.amazon.co.uk/Cupboard-Lights-Super-Bright-Adhesive/dp/B07HLLCM2F/ref=sr_1_380?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857626&s=kitchen&sr=1-380"
