"Export date: 7/10/2021, 12:25:11 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Electronic Kitchen Scales Digital Ultra Thin Food/Cooking/Baking ScaleLCD DisplayStainless SteelHigh Precision1g-5kg (Silver).","Torchtree","8.47","657","67","5565","08/10/2020","4.96","483","4.6","3.51","782","Home & Kitchen","B08FHRNR1Q","https://www.amazon.co.uk/Electronic-Kitchen-Digital-Stainless-Precision/dp/B08FHRNR1Q/ref=sr_1_508?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-508"
"Average Sales: 1,878","","2","10x10 For 8x8 Photo - GLASS Window - Black Modern Oxford Premium Square Photo Frame With Soft Cream Mount","Photo Frames And Art 2 u","10.49","443","11","4647","01/22/2016","6.71","602","4.6","3.78","10990","Home & Kitchen","B077HVQ4KP","https://www.amazon.co.uk/10x10-8x8-Photo-Window-Premium/dp/B077HVQ4KP/ref=sr_1_509?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-509"
"Average Sales Rank: 4,128","","3","Growth Technology Ltd 05-210-110 Nutrient Multi-Coloured","Growth Technology Ltd","8.63","525","14","4531","07/13/2010","5.13","587","4.7","3.5","3258","Garden & Outdoors","B003VO8I9W","https://www.amazon.co.uk/Chilli-Premium-Concentrated-Liquid-Fertiliser/dp/B003VO8I9W/ref=sr_1_510?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-510"
"Average Price: £29.77","","4","SQ Professional Blitz Electric Hot Plate Hob (Single Ring) 1000W","SQ Professional","15.79","412","14","6505","08/04/2017","11.19","409","4.3","4.6","8627","Home & Kitchen","B074M166ZY","https://www.amazon.co.uk/Electric-Plate-Single-Ring-1000W/dp/B074M166ZY/ref=sr_1_511?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-511"
"Average Reviews: 2,315","","5","Brabantia PerfectFit Bin Liners (Size G/23-30 Litre) High Quality Thick Plastic Trash Bags with Tie Tape Drawstring Handles (40 Bags)","Brabantia","7.99","11544","363","92237","06/01/2004","4.28","22043","4.7","3.71","14","Grocery","B00026LJRA","https://www.amazon.co.uk/Brabantia-Bin-Liners-Size-23-30/dp/B00026LJRA/ref=sr_1_512?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-512"
"","","6","JURA 2-phase cleaning tablets","Jura","11.99","240","11","2878","01/01/2007","9.11","208","4.7","2.88","10895","Home & Kitchen","B00008WVF6","https://www.amazon.co.uk/Jura-62715-2-phase-cleaning-tablets/dp/B00008WVF6/ref=sr_1_513?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-513"
"","","7","Dr. Beckmann 9011 Service-It Deep Clean Dishwasher Cleaner 75 g + Wipe","Dr. Beckmann","3.29","1941","76","6386","07/24/2012","0.58","888","4.5","2.71","531","Grocery","B008OFRQZU","https://www.amazon.co.uk/Caraselle-TRTAZ11A-Beckmann-ServiceIt-Dishwasher/dp/B008OFRQZU/ref=sr_1_514?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-514"
"","","8","Cino Cleano Espresso Machine Cleaning Tablets 8 Count","Cino Cleano","13.99","818","38","11444","04/21/2019","10.8","3882","4.7","3.19","1966","Home & Kitchen","B07D58X7BC","https://www.amazon.co.uk/Cino-Cleano-Espresso-Machine-Cleaning/dp/B07D58X7BC/ref=sr_1_515?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-515"
"","","9","Shark Anti Hair Wrap Cordless Stick Vacuum Cleaner [IZ201UKTSB] Amazon Exclusive Pet Hair Single Battery Scarlet Red","Shark","399.99","10704","217","4281493","05/01/2021","333.82","9243","4.6","66.17","81","Home & Kitchen","B09233PXZ8","https://www.amazon.co.uk/Shark-Cordless-Cleaner-IZ201UKTSB-Exclusive/dp/B09233PXZ8/ref=sr_1_516?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-516"
"","","10","PeachSwarm Natural Jute Twine 328 Feet Thick 2Ply Brown String for Crafts Gardening Packaging Handicraft Cord DIY Lacing for Boxes & Gifts | Jute Rope","PeachSwarm","4.97","2328","71","11570","11/09/2020","2.03","82","4.6","2.94","377","Garden & Outdoors","B08N192VVQ","https://www.amazon.co.uk/PeachSwarm-Natural-Gardening-Packaging-Handicraft/dp/B08N192VVQ/ref=sr_1_519?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-519"
