"Export date: 7/10/2021, 12:25:11 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","11","Miele 10455360 TurboTeq STB 305-3 Plastic Black","Miele","64.00","477","15","30528","03/07/2018","52.03","493","4.6","11.97","7572","Home & Kitchen","B0749WMW3X","https://www.amazon.co.uk/Miele-10455360-TurboTeq-305-3-Black/dp/B0749WMW3X/ref=sr_1_520?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-520"
"","","12","Spray Mop Microfibre Mops for Cleaning Floors - EXEGO Floor Mops with Spray For Hard Floors with 3 Mop Cleaning Pads Dust Wet Mop Cleaning Mops 640ML Bottle for HardwoodLaminate FloorsCeramic","EXEGO","20.24","412","37","8339","01/18/2021","14.96","39","4.5","5.28","1466","Grocery","B08T92GG83","https://www.amazon.co.uk/Spray-Microfibre-Mops-Cleaning-Floors/dp/B08T92GG83/ref=sr_1_521?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-521"
"","","13","Pledge Fluffy Duster + Fluffy Duster Refills","pledge","9.59","712","36","6828","01/20/2019","5.94","877","4.7","3.65","1544","Grocery","B07MYMSBGH","https://www.amazon.co.uk/Pledge-Fluffy-Duster-Refills/dp/B07MYMSBGH/ref=sr_1_522?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-522"
"","","14","MaMix Sink Strainer 3 Pack Stainless Steel Sink Strainer in Kitchens and Bathrooms Plug 7.8cm Diameter for British Kitchen Sink","MaMix","4.49","986","31","4427","09/17/2020","2.42","413","4.5","2.07","2629","Home & Kitchen","B08JCFHRBL","https://www.amazon.co.uk/MaMix-Strainer-Stainless-Kitchens-Bathrooms/dp/B08JCFHRBL/ref=sr_1_523?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-523"
"","","15","Dettol Antibacterial Bulk Surface Cleaning Spray 750 ml Pack of 6 (Packaging May Vary)","Dettol","9.00","3118","174","28062","09/10/2018","5.44","814","4.8","3.56","112","Grocery","B07HP8RTM8","https://www.amazon.co.uk/Dettol-Anti-Bacterial-Surface-Cleanser-Pack/dp/B07HP8RTM8/ref=sr_1_524?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&rdc=1&s=kitchen&sr=1-524"
"","","16","Miele GN Hyclean Pack of 4 Vacuum Cleaner Dust Bags","Miele","13.72","786","24","10784","06/10/2014","9.41","320","4.7","4.31","3794","Home & Kitchen","B00MUZX0DC","https://www.amazon.co.uk/Miele-Hyclean-Vacuum-Cleaner-Bags/dp/B00MUZX0DC/ref=sr_1_525?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-525"
"","","17","Bic 4 Colours Original Retractable Ballpoint Pen Pack of 3 (2 + 1 Bonus) Medium Point (1.0 mm) - with Four Ink Colors in Each Pen (Blue Green Black Red)","Bic","4.79","4606","139","22063","02/22/2011","3.01","10355","4.8","1.78","104","Stationery & Office Supplies","B007CX2HKE","https://www.amazon.co.uk/Colours-Original-Ballpoint-Medium-Point/dp/B007CX2HKE/ref=sr_1_526?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-526"
"","","18","Willa Flare Keto Cheat Sheet Magnets - Easy Reference for 192 Keto Snacks and Foods! Correct Ketogenic Measurements for your Keto Cookbook - Easy Keto Diet Fridge Guide Plus Extra List of 500 Foods","Willa Flare","8.49","567","23","4814","02/17/2021","6.14","56","4.3","2.35","4031","Home & Kitchen","B08WTLXHXY","https://www.amazon.co.uk/Willa-Flare-Cheat-Sheet-Magnets/dp/B08WTLXHXY/ref=sr_1_527?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-527"
"","","19","NOVETE Handheld Vacuums Cordless Mini Powerful Compact Lightweight Hand Vacuum Cleaner with 2600 mAh Lithium Battery Rechargeable Small Wet Dry Hand Vac for Pet Hair Car Dust Cleaning","NOVETE","36.99","1548","34","57261","12/24/2019","29.15","1361","4.4","7.84","2342","Home & Kitchen","B082M6WX9T","https://www.amazon.co.uk/Handheld-Cordless-Powerful-Lightweight-Rechargeable/dp/B082M6WX9T/ref=sr_1_529?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-529"
"","","20","Oaktree UK Sparkling RoseGold Bday Banner","OakTree","1.38","382","13","527","01/11/2019","0.08","295","4.6","1.3","4279","Toys & Games","B07M7XR8SN","https://www.amazon.co.uk/Oaktree-Sparkling-RoseGold-Bday-Banner/dp/B07M7XR8SN/ref=sr_1_530?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-530"
"","","21","5 x Oasis Ideal Round Cylinder Wet Foam for Florist Floral Craft Flowers Floristry Designs & Displays","Smithers Oasis","4.38","501","25","2194","04/18/2011","1.53","875","4.4","2.85","3687","Home & Kitchen","B0070WC4P0","https://www.amazon.co.uk/Oasis-Cylinder-Florist-Floristry-Displays/dp/B0070WC4P0/ref=sr_1_531?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-531"
"","","22","Creativ 264050 Multipurpose Rectangular Gift Boxes Suitable for Arts and Crafts White 4 Assorted Sizes: 75 x 5 x 35 cm Size: 95 x 7 x 45 cm Size: 115 x 85 x 55 cm Size: 14 x 11 x 65 cm","Creativ","8.04","443","23","3562","02/02/2012","4.63","465","3.4","3.41","1649","Stationery & Office Supplies","B0074HQUTW","https://www.amazon.co.uk/Multipurpose-Rectangular-Suitable-Crafts-Assorted/dp/B0074HQUTW/ref=sr_1_532?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-532"
"","","23","Mcalpine ST90CPTOP+TUBE Replacement Shower Trap Cover by Mcalpine ST90CPTOP+TUBE Replacement Shower Trap Cover","Mcalpine ST90CPTOP+TUBE Replacement Shower Trap Cover","15.85","713","23","11301","05/20/2014","11.73","754","4.4","4.12","1992","DIY & Tools","B00KGE7F1W","https://www.amazon.co.uk/Mcalpine-ST90CPTOP-Replacement-Shower-Cover/dp/B00KGE7F1W/ref=sr_1_533?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-533"
"","","24","Bonsenkitchen Milk Frother Automatic 300ml 500W Electric Milk Steamer Cold/Hot Frothing and Milk Heating for Coffee Cappuccino Latte Quiet Non-Stick Coating","Bonsenkitchen","27.99","210","6","5878","05/30/2021","21.53","10","3.8","6.46","26360","Home & Kitchen","B08LYM8RLK","https://www.amazon.co.uk/Frother-Electric-Liquid-Heater-Functionality/dp/B08LYM8RLK/ref=sr_1_534?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858681&s=kitchen&sr=1-534"
