"Export date: 7/10/2021, 12:33:09 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Duronic Digital Kitchen Scales KS6000 BK | Black Design with 1.5L Bowl | 5kg Capacity | LCD Backlit Display | Add & Weigh Tare | Measure Ingredients for Cooking & Baking","Duronic","9.99","850","74","8492","01/30/2013","6.28","2091","4.7","3.71","645","Home & Kitchen","B06Y2Z7HRK","https://www.amazon.co.uk/Duronic-Kitchen-KS6000-Digital-Function/dp/B06Y2Z7HRK/ref=sr_1_712?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859098&s=kitchen&sr=1-712"
"Average Sales: 986","","2","TV Wall Bracket Swivels Tilts Extends Rotates TV Mount Bracket Fits 23-55 inch Flat&Curved TV up to 40KG Max. VESA 400x400mm","PERLESMITH","20.39","1888","81","38496","05/08/2019","15.09","8627","4.7","5.3","194","Electronics & Photo","B07PWZV9WY","https://www.amazon.co.uk/Bracket-Swivels-Extends-Rotates-400x400mm-PSMFK1/dp/B07PWZV9WY/ref=sr_1_713?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859098&s=kitchen&sr=1-713"
"Average Sales Rank: 3,967","","3","ANTOWIN Dish Drying Rack Dish Drainer Rack Set with Drain Board Tray for Kitchen Counter Utensil Holder Cleaning Brush Stainless Steel Rust Proof Water Proof 16' x 11' x 5' Black","ANTOWIN","17.99","283","20","5091","11/21/2020","13.06","89","4.3","4.93","5252","Home & Kitchen","B08NYMMM4H","https://www.amazon.co.uk/ANTOWIN-Drainer-Kitchen-Cleaning-Stainless/dp/B08NYMMM4H/ref=sr_1_714?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859098&s=kitchen&sr=1-714"
"Average Price: £10.28","","4","Vileda Magic Mop Flat Refill Pack of 3 - 096672","Vileda","12.09","782","29","9454","11/07/2011","8.06","759","4.5","4.03","2003","Grocery","B00648624A","https://www.amazon.co.uk/Vileda-Magic-Flat-Refill-Pack/dp/B00648624A/ref=sr_1_715?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859098&s=kitchen&sr=1-715"
"Average Reviews: 1,643","","5","50 WHITE PLASTIC PLATES (LARGE) 26cm quality durable plates ideal for hot and cold food","Party & Paper Solutions","11.99","352","20","4220","09/29/2014","7.98","63","4.5","4.01","5059","Home & Kitchen","B00O13IO8W","https://www.amazon.co.uk/PLASTIC-PLATES-quality-durable-plates/dp/B00O13IO8W/ref=sr_1_716?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859098&s=kitchen&sr=1-716"
"","","6","Unique Party 10865 - 12ft Prism Multi Coloured Happy Birthday Banner","Unique Party","1.73","1239","38","2143","09/16/2013","-3.5","632","4.7","5.23","927","Toys & Games","B00F89D2GM","https://www.amazon.co.uk/Unique-Party-10865-Coloured-Birthday/dp/B00F89D2GM/ref=sr_1_729?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-729"
"","","7","OAPRIRE White Floating Wall Shelves Set of 2 - Easily Expand Wall Space - Acrylic Small Shelf for Bedroom Bathroom Kitchen Living Room Office Playroom with Cable Clips","OAPRIRE","14.99","458","18","6865","04/03/2021","10.52","50","4.6","4.47","5705","Home & Kitchen","B091M9G35H","https://www.amazon.co.uk/OAPRIRE-White-Floating-Wall-Shelves/dp/B091M9G35H/ref=sr_1_730?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-730"
"","","8","Satya Nag Champa Lavender Incense Sticks - 3 Packs","Satya","2.44","466","17","1137","02/16/2017","-0.14","527","4.5","2.58","6233","Home & Kitchen","B06WGRD4F2","https://www.amazon.co.uk/Satya-Champa-Lavender-Incense-Sticks/dp/B06WGRD4F2/ref=sr_1_721?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-721"
"","","9","Samsung DA29-10105J External Water Filter Cartridge Pack of 2","Samsung","31.70","571","25","18101","06/16/2011","24.67","5239","4.7","7.03","3656","Home & Kitchen","B005LG7R72","https://www.amazon.co.uk/Samsung-DA29-10105J-External-Filter-Cartridge/dp/B005LG7R72/ref=sr_1_722?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-722"
"","","10","Vinsani Latte Spoons Set of 4 Long Handle Spoons Stainless Steel Coffee Spoons Tea Spoon Ideal for Latte Coffee Espresso Hot Chocolate Hot Drinks Dessert & Ice Cream Sundae - 7.8 inch (Silver)","Vinsani","3.99","655","23","2613","09/14/2020","2.33","123","4.8","1.66","4233","Home & Kitchen","B01J679H60","https://www.amazon.co.uk/Stainless-Silverware-Flatware-Tableware-Dinnerware/dp/B01J679H60/ref=sr_1_723?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-723"
