"Export date: 7/10/2021, 12:33:09 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","11","FilterLogic Universal 6 Pack Filter Cartridges Compatible with Brita Maxtra & Plus+ Water Jugs White fits -Marella-Elemaris-Bosch Tassimo & Kettles","FilterLogic","13.49","2923","104","39431","04/25/2016","","7797","4.5","","354","Home & Kitchen","B01ETJD79S","https://www.amazon.co.uk/FilterLogic-Jugs-Marella-Elemaris-TAS5542GB-Terraillon-Match-Aquaphor-Maxfor-Dafi/dp/B01ETJD79S/ref=sr_1_724?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-724"
"","","12","PME Cake Scraper Stainless Steel Silver X-Tall (25cm/10in)","PME","6.30","1995","66","12569","10/22/2019","3.83","1338","4.6","2.47","771","Home & Kitchen","B07ZG7JQQ6","https://www.amazon.co.uk/PME-Scraper-Stainless-Steel-X-Tall/dp/B07ZG7JQQ6/ref=sr_1_725?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-725"
"","","13","Clear Plastic Spoons | Heavy Duty Clear Plastic Spoon (Pack of 50) Tableware and Dinnerware","Generic","5.99","368","16","2204","02/24/2021","3.69","17","4.3","2.3","6830","Home & Kitchen","B08XC3YDXP","https://www.amazon.co.uk/Clear-Plastic-Spoons-Tableware-Dinnerware/dp/B08XC3YDXP/ref=sr_1_726?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-726"
"","","14","Photo Album 600 Pockets 6x4 Photos PU Leather Cover/Sturdy Pockets/Extra Large Size Albums for Family Wedding Anniversary Baby Vacation (Black)","Sikoimate","16.99","594","14","10092","05/12/2021","12.21","39","4.8","4.78","8159","Home & Kitchen","B08YQKCQDJ","https://www.amazon.co.uk/Pockets-Leather-Wedding-Anniversary-Vacation/dp/B08YQKCQDJ/ref=sr_1_727?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-727"
"","","15","Ascher 200 gram Portable Digital Pocket Scale with Back-lit LCD Display 200x0.01 gram Black","Ascher","8.99","3093","123","27806","06/18/2016","5.4","7825","4.6","3.59","257","Home & Kitchen","B01FQHE25U","https://www.amazon.co.uk/Ascher-Portable-Digital-Back-lit-Weighing/dp/B01FQHE25U/ref=sr_1_728?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-728"
"","","16","LED TV Backlights Music Sync Besvic 2M USB LED Strip Lights with Remote RGB 5050 LED Lights for TV 32-55 Inch 16 Colors and 4 Scene Modes Dimmable TV LED Strip Kit for PC Monitor Bedroom Kitchen","Besvic","7.99","387","12","3092","02/18/2021","5.72","254","4.4","2.27","1235","Lighting","B08WWN2RR6","https://www.amazon.co.uk/dp/B08WWN2RR6"
"","","17","12 Pcs Detachable Swivel Clasps Key Split Ring Clips Keychain Hooks for Hanging Crafts Suppliers Jewellery Making Accessory","Syolee","3.99","513","19","2047","03/18/2021","2.33","46","4.4","1.66","5449","Home & Kitchen","B08ZDLBRNV","https://www.amazon.co.uk/Detachable-Keychain-Suppliers-Jewellery-Accessory/dp/B08ZDLBRNV/ref=sr_1_730?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-730"
"","","18","Reusable Metal Drinking Straws Set Food Grade 304 Stainless Steel Straws with Soft Silicone Tips for Smoothie and Hot/Cold Drinks Storage Pouch and Cleaning Brush Include","SMALUCK","3.99","391","18","1560","06/03/2021","1.17","9","5","2.82","5765","Home & Kitchen","B09634148J","https://www.amazon.co.uk/Reusable-Drinking-Stainless-Silicone-Smoothie/dp/B09634148J/ref=sr_1_731?dchild=1&keywords=-kvnjdsnfkjew&qid=1625859151&s=kitchen&sr=1-731"
"","","19","Hen Party Decoration BalloonHen Night Rose Gold Accessories Supplies with Bride to Be BannerHen Do Confetti Latex Balloon Bachelorette Cake Topper for Bridal Shower Decorations.","Sumtoco","14.99","1382","46","20716","03/13/2021","10.52","74","4.6","4.47","1430","Home & Kitchen","B08YV51BTZ","https://www.amazon.co.uk/dp/B08YV51BTZ"
"","","20","Pack of 3 from Crab Lines  Great Fun for the Children at the Sea","Holland Plastics Original Brand","5.99","540","18","3235","08/28/2015","...","114","4.4","","6863","Toys & Games","B013NHT4QC","https://www.amazon.co.uk/dp/B013NHT4QC"
"","","21","150pcs | FOOGO Green Disposable Wooden Cutlery Set | 50x Forks 50x Spoons 50x Knives| 16cm | Eco Friendly Biodegradable Compostable| Eco friendly Cutlery Set | Party Wedding Picnic","FOOGO Green","11.99","2119","70","25407","02/27/2020","7.98","150","4.5","4.01","332","Home & Kitchen","B0856TYX95","https://www.amazon.co.uk/dp/B0856TYX95"
"","","22","Hob Brite liquid white 300ml","Hob Brite","6.10","1192","39","7271","04/29/2021","2.96","2798","4.5","3.14","1064","Grocery","B01GHTIYV4","https://www.amazon.co.uk/dp/B01GHTIYV4"
"","","23","24 Pcs Graduation Cupcake Toppers 2021Graduation Party Congrats Grad Cake Topper Decorations Black and Gold Graduation Party Supplies for Grad Party Decorations","TSLBW","3.99","276","9","1101","04/12/2021","2.33","0","","1.66","10814","Home & Kitchen","B0928ZPTHK","https://www.amazon.co.uk/dp/B0928ZPTHK"
"","","24","Generic Heating Element Compatible With Logik Oven Cooker 2100w","Generic","8.68","342","11","2969","02/10/2015","5.17","764","4.6","3.51","11981","Home & Kitchen","B00TFSBW6Y","https://www.amazon.co.uk/dp/B00TFSBW6Y"
