"Export date: 7/11/2021, 5:42:34 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Unique UK 50271 Gingham Rectangular Plastic Table Cover - 54' x 108' | Red | 1 Pc Multicolour 274 L x 137 W centimeters","Unique UK","2.25","1691","82","3805","01/24/2013","-0.27","1128","4.3","2.52","544","Home & Kitchen","B00GCEFPWQ","https://www.amazon.co.uk/Unique-Industries-Tablecover-108-inch-centimeters/dp/B00GCEFPWQ/ref=sr_1_2489?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007265&s=kitchen&sr=1-2489"
"Average Sales: 1,067","","2","Black Nouveau Simple Design Styrene Photo Frame 6x8'","Design Group","3.49","237","8","827","11/20/2019","1.91","92","4.3","1.58","17412","Home & Kitchen","B081RZY9Q6","https://www.amazon.co.uk/Black-Nouveau-Simple-Design-Styrene/dp/B081RZY9Q6/ref=sr_1_2490?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007265&s=kitchen&sr=1-2490"
"Average Sales Rank: 5,666","","3","Polycell PLCPRPS25L Plaster Repair Polyfilla Ready Mixed - 2.5 L","Polycell","11.00","1997","73","21967","05/01/2007","7.47","1751","4.6","3.53","358","DIY & Tools","B001GUA9RM","https://www.amazon.co.uk/Polycell-Plaster-Repair-Polyfilla-Ready/dp/B001GUA9RM/ref=sr_1_2491?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007265&s=kitchen&sr=1-2491"
"Average Price: £21.83","","4","Miracle-Gro Bug Clear Ultra for Flowering Plants 200 ml Liquid Concentrate Insecticide and Acaricide","Scotts Miracle-Gro","8.80","2286","69","20117","07/09/2007","5.24","1388","4.6","3.56","400","Garden & Outdoors","B0017RMK94","https://www.amazon.co.uk/Scotts-Miracle-Gro-Flowering-Concentrate-Insecticide/dp/B0017RMK94/ref=sr_1_2492?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007265&s=kitchen&sr=1-2492"
"Average Reviews: 1,370","","5","lofuanna Portable Lint Remover Simple Sweater Defuzzer Clothes Fuzz Shaver Restores Your Clothes and Fabrics (1 pack)","lofuanna","5.99","1804","66","10806","01/05/2020","4.02","2326","4.2","1.97","792","Home & Kitchen","B0831KW9GF","https://www.amazon.co.uk/Crazyanna-Portable-Remover-Defuzzer-Restores/dp/B0831KW9GF/ref=sr_1_2504?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007317&s=kitchen&sr=1-2504"
"","","6","Vitax Ltd Unknown Vitax 30ml Orchid Drip Feed Mini Bottles (Pack of 10) Multicolored","Vitax Ltd","5.99","548","25","3283","07/08/2007","2.89","2070","4.5","3.1","1644","Garden & Outdoors","B00H3EPRMC","https://www.amazon.co.uk/Vitax-30ml-Orchid-Drip-Bottles/dp/B00H3EPRMC/ref=sr_1_2505?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007317&s=kitchen&sr=1-2505"
"","","7","LIVIVO Travel Iron Mat with Silicone Iron Rest Pad  Soft Sponge Sheet with Metallised Cover to Reflect Heat Table Top Ironing Blanket Folds or Rolls Up in Seconds  Great for Travel","LIVIVO","11.99","234","9","2806","10/20/2017","7.98","498","4.4","4.01","14684","Home & Kitchen","B076M5YYSW","https://www.amazon.co.uk/LIVIVO-Travel-Iron-Silicone-Rest/dp/B076M5YYSW/ref=sr_1_2506?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007317&s=kitchen&sr=1-2506"
"","","8","COMFEE' Mini Plus Dishwasher TD305-W Compact Table Top Dishwasher with 3 Place Settings 7 Programmes Touch Control LED Display Delay Start and Off-peak Wash Function - White","COMFEE'","289.99","290","7","84097","03/03/2021","264.31","83","4.7","25.68","71","Large Appliances","B08TMZ2TTK","https://www.amazon.co.uk/COMFEE-Dishwasher-Settings-Programmes-Off-peak/dp/B08TMZ2TTK/ref=sr_1_2497?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007317&s=kitchen&sr=1-2497"
"","","9","First4Spares Power Tool Hose Adaptor Kit For Dust Extraction Vacuum Cleaners","First4spares","7.25","381","12","2762","12/30/2011","3.93","1275","4.1","3.32","10303","Home & Kitchen","B006RHKGCW","https://www.amazon.co.uk/First4Spares-Adaptor-Extraction-Vacuum-Cleaners/dp/B006RHKGCW/ref=sr_1_2498?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007317&s=kitchen&sr=1-2498"
"","","10","pillowLY Shredded Memory Foam Pillow For Neck Support & Pain Relief - 2 Comfort Zones (Soft & Firm) Adjustable for Stomach Back & Side Sleepers Best Orthopedic Sleeping Pillow - Bamboo Cover","pillowLY","16.99","1518","93","25791","09/09/2019","12.21","3039","4.4","4.78","435","Home & Kitchen","B07PXMGYJS","https://www.amazon.co.uk/pillowLY-Shredded-Memory-Pillow-Support/dp/B07PXMGYJS/ref=sr_1_2499?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007317&s=kitchen&sr=1-2499"
"","","11","Numatic NUMATIC216295 216295 Henry HVR200 Vacuum Cleaner 32mm Hose End Cuff 18/10 Steel","Numatic","5.99","389","16","2330","05/14/2013","2.89","726","4.8","3.1","7091","Home & Kitchen","B00COPIHCW","https://www.amazon.co.uk/Numatic-NUMATIC216295-216295-HVR200-Cleaner/dp/B00COPIHCW/ref=sr_1_2500?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007317&s=kitchen&sr=1-2500"
