"Export date: 7/11/2021, 5:52:12 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","NUOBESTY 5pcs Paper Confetti Cannons Poppers Biodegradable Wedding Confetti Poppers Baby Shower Birthday Party Supplies (White 11cm)","NUOBESTY","12.99","353","22","4585","04/20/2021","8.82","1","5","4.17","4380","Home & Kitchen","B092YTK1LJ","https://www.amazon.co.uk/NUOBESTY-Confetti-Biodegradable-Birthday-Supplies/dp/B092YTK1LJ/ref=sr_1_2743?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007844&s=kitchen&sr=1-2743"
"Average Sales: 508","","2","Twizler Happy Anniversary Card with Rabbits  Anniversary Card for Her  Anniversary Card for Him  Anniversary Card for Couple  Anniversary Card Wife  Anniversary Card Husband","Twizler","2.99","592","17","1770","03/18/2020","1.93","419","4.8","1.06","2363","Stationery & Office Supplies","B0863LKH35","https://www.amazon.co.uk/Twizler-Happy-Anniversary-Card-Rabbits/dp/B0863LKH35/ref=sr_1_2744?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007844&s=kitchen&sr=1-2744"
"Average Sales Rank: 8,544","","3","Second Nature Very Special Daughter Birthday Greeting Card Hand-Finished Champagne Range Cards JGS589","Second Nature","3.33","542","25","1805","01/15/2020","","395","4.7","","1445","Stationery & Office Supplies","B083WGZYBK","https://www.amazon.co.uk/Second-Nature-Daughter-Hand-Finished-Champagne/dp/B083WGZYBK/ref=sr_1_2745?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007844&s=kitchen&sr=1-2745"
"Average Price: £14.72","","4","24Pcs Party Balloons pack 12 inches Latex Balloons for Helium or Air Use for Happy Birthday Kids Party Weddings baby shower Events Decorations Accessories (Red)","iPEAK","6.99","183","18","1279","02/07/2021","4.87","24","4.6","2.12","2750","Toys & Games","B08W4HVS64","https://www.amazon.co.uk/Balloons-Birthday-Weddings-Decorations-Accessories/dp/B08W4HVS64/ref=sr_1_2746?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007844&s=kitchen&sr=1-2746"
"Average Reviews: 618","","5","Giiffu 3D Graduation Pop Up Card Graduation Card Popup Graduation Card 3D Graduation Card Greeting Card for Graduation","Giiffu","8.99","219","11","1969","02/01/2021","6.56","47","4.2","2.43","3718","Stationery & Office Supplies","B08VHXD2T3","https://www.amazon.co.uk/Giiffu-Graduation-Card-Popup-Greeting/dp/B08VHXD2T3/ref=sr_1_2747?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007844&s=kitchen&sr=1-2747"
"","","6","Quest 34020 Electric Rotisserie Grill / Cooks Kebabs Skewers and Roasts / 60 Minute Timer / Sliding Glass Door / Auto Shut-Off / 1500 W","Quest","79.99","207","5","16558","09/20/2016","63.67","845","4.4","16.32","28711","Home & Kitchen","B01LYOH1YE","https://www.amazon.co.uk/Quest-34020-Electric-Vertical-Rotisserie/dp/B01LYOH1YE/ref=sr_1_2769?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007906&s=kitchen&sr=1-2769"
"","","7","Essential Oil Diffuser Set Anjou 300ml Ultrasonic Aroma Oils Diffuser Gift Set with 8 Essential Oils for Quiet Constant Aromatherapy 7 Color Lights Timer","Anjou","24.99","477","37","11920","10/01/2020","18.99","805","4.6","6","2053","Health & Personal Care","B08BL8XC74","https://www.amazon.co.uk/Essential-Diffuser-Anjou-Ultrasonic-Aromatherapy/dp/B08BL8XC74/ref=sr_1_2752?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007844&s=kitchen&sr=1-2752"
"","","8","10 x 12 Cavity Cupcake Boxes with Window and Inserts","PACK N TRADE Specialists in Bakery & Food Packaging","11.27","1756","60","19790","03/05/2017","5.47","798","4.7","5.8","936","Home & Kitchen","B06XF3BJ77","https://www.amazon.co.uk/Cavity-Cupcake-boxes-window-inserts/dp/B06XF3BJ77/ref=sr_1_2753?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007844&s=kitchen&sr=1-2753"
"","","9","Jack Daniels Whisky Glasses Set of 2 Official Licensed Jack Daniel's Old No. 7 Whiskey Glasses 330 ml | Includes 11oz Premium Whisky Glass Set | Jack Daniels Gifts","Jack Daniel","7.42","456","46","3384","04/09/2014","4.1","700","4.8","3.32","1442","Home & Kitchen","B00G6ZTAGS","https://www.amazon.co.uk/Jack-Daniels-Official-Licensed-Whiskey/dp/B00G6ZTAGS/ref=sr_1_2755?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007844&s=kitchen&sr=1-2755"
"","","10","30 Packs 10 Gram Cotton Packets of Silica Gel Desiccant Moistureproof","Hwydo","4.99","56","1","279","09/14/2013","2.02","436","4.6","2.97","","","B00F5VZ1NA","https://www.amazon.co.uk/Cotton-Packets-Silica-Desiccant-Moistureproof/dp/B00F5VZ1NA/ref=sr_1_2773?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007906&s=kitchen&sr=1-2773"
