"Export date: 7/11/2021, 6:40:33 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Command Picture and Frame Hanging Strips Indoors (34 Large Pairs)","Command","25.50","1627","49","41489","10/28/2019","20.17","6308","4.6","5.33","668","DIY & Tools","B07ZPB382G","https://www.amazon.co.uk/Command-Picture-Hanging-Strips-Indoors/dp/B07ZPB382G/ref=sr_1_3787?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010737&s=kitchen&sr=1-3787"
"Average Sales: 1,062","","2","[2 Pack] Fairy String Lights 120LED 12M/40Ft 8 Modes USB Plug in Powered Lights Waterproof Outdoor/Indoor Copper String Lights with Remote Timer for Bedroom Party Wedding Christmas (Warm White)","Augone","9.99","2138","90","21359","09/02/2019","6.25","6248","4.5","3.74","81","Lighting","B07XFQXC7K","https://www.amazon.co.uk/Powered-Waterproof-Outdoor-Bedroom-Christmas/dp/B07XFQXC7K/ref=sr_1_3788?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010737&s=kitchen&sr=1-3788"
"Average Sales Rank: 6,028","","3","B&F Tempered Glass Saucepan Casserole Frying pan Lid (14 cm 16 cm 18 cm 20 cm 22 cm 24 cm 26 cm 28 cm 30 cm 32cm) Replacement Lids for Pans and Pot (28 cm)","B&F","7.74","1611","54","12469","03/12/2017","4.38","1938","4.5","3.36","1113","Home & Kitchen","B071PCJKDJ","https://www.amazon.co.uk/Tempered-Saucepan-Casserole-Frying-Replacement/dp/B071PCJKDJ/ref=sr_1_3798?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010792&s=kitchen&sr=1-3798"
"Average Price: £13.66","","4","AIA Apron Pack of 2- Cooking Apron for Men & Women - Adjustable Bib 2 Pockets Unisex Kitchen Apron for Chefs Bakers & Artisans - Black","AIA Sellers","8.99","255","11","2292","02/08/2021","5.43","9","4","3.56","11171","Home & Kitchen","B08VWGFD4F","https://www.amazon.co.uk/AIA-Apron-Pack-Cooking-Women/dp/B08VWGFD4F/ref=sr_1_3799?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010792&s=kitchen&sr=1-3799"
"Average Reviews: 1,653","","5","LaMotte Insta-Test 4 Plus Free Chlorine Bromine Alkalinity pH Total Hardness Testing","Unknown","10.80","226","6","2441","06/15/2020","6.94","292","4.6","3.86","7197","Garden & Outdoors","B005KJI79C","https://www.amazon.co.uk/LaMotte-Insta-Test-Chlorine-Alkalinity-Hardness/dp/B005KJI79C/ref=sr_1_3800?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010792&s=kitchen&sr=1-3800"
"","","6","SAFETYON Drill Brushes 4 Pieces Attachment Electric Drill Brushes for Cleaning Pool Tile Flooring Brick Ceramic Marble Grout Bathroom Car (Blue)","SAFETYON","15.99","1737","78","27775","07/09/2019","11.36","5064","4.4","4.63","509","Grocery","B07V1QXR26","https://www.amazon.co.uk/SAFETYON-Attachment-Electric-Cleaning-Flooring/dp/B07V1QXR26/ref=sr_1_3801?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010792&s=kitchen&sr=1-3801"
"","","7","New Peppa Party Supplies Children's Birthday Party Kit Premium Tableware Decorations - Serves 16 Guests","Peppa Pals","19.99","383","10","7656","02/12/2020","14.75","153","4.8","5.24","5781","Toys & Games","B084Q532J6","https://www.amazon.co.uk/Peppa-Supplies-Childrens-Tableware-Decorations/dp/B084Q532J6/ref=sr_1_3802?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010792&s=kitchen&sr=1-3802"
"","","8","Equip247uk Woven Polypropylene Rubble Builder Sacks Bags 22 x 30 - Heavy Duty (10)","EQUIP247UK","9.99","238","10","2378","09/05/2017","6.25","281","4.5","3.74","13513","Home & Kitchen","B075F7PS6H","https://www.amazon.co.uk/Equip247uk-Woven-Polypropylene-Rubble-Builder/dp/B075F7PS6H/ref=sr_1_3793?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010792&s=kitchen&sr=1-3793"
"","","9","Tala Stainless Steel Sugar Tongs","Tala","3.49","264","8","921","11/09/2012","1.91","477","4.6","1.58","16451","Home & Kitchen","B00A4DA4ZE","https://www.amazon.co.uk/dp/B00A4DA4ZE"
"","","10","OXFORD Quality Black Wood A3 30x42 cm Certificate Photo Frame Non Glass Aperture Display (1)","Hampton Frames","8.96","1037","34","9292","05/25/2019","5.41","1455","4.5","3.55","2243","Home & Kitchen","B07S7KKB4H","https://www.amazon.co.uk/dp/B07S7KKB4H"
