"Export date: 7/11/2021, 7:38:19 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","EXGOX 4 Pcs Double Prong Robe Hooks Dual Coat Hooks Wall Mounted Hanging Clothes for Bathroom Bedroom Door Wall Retro Metal Cloth Hanger Double Coat Hooks with 8 Screws (Sliver)","EXGOX","5.29","966","32","5110","03/26/2021","3.59","226","4.3","1.7","1688","DIY & Tools","B0915S89HW","https://www.amazon.co.uk/EXGOX-Mounted-Hanging-Clothes-Bathroom/dp/B0915S89HW/ref=sr_1_4612?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014261&s=kitchen&sr=1-4612"
"Average Sales: 734","","2","Large Wife Anniversary Card - (JJ-V122) - Love Birds - Velvet Range - Embossed Foil and Flitter Finish","Jonny Javelin","4.99","700","23","3493","07/07/2016","...","454","4.7","","1794","Stationery & Office Supplies","B07B4HGXZ4","https://www.amazon.co.uk/Large-Wife-Anniversary-Card-Embossed/dp/B07B4HGXZ4/ref=sr_1_4613?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014261&s=kitchen&sr=1-4613"
"Average Sales Rank: 6,313","","3","Pack of 5 Round Cake Drum Boards 10 in 254 mm x 13mm (Pack of 5)","Culpitt","8.50","121","4","1029","02/04/2018","8.54","195","4.7","3.46","13958","Home & Kitchen","B079KT8KC1","https://www.amazon.co.uk/Pack-Round-Cake-Drum-Boards/dp/B079KT8KC1/ref=sr_1_4614?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014261&s=kitchen&sr=1-4614"
"Average Price: £9.20","","4","MSpa 2 x Replacement Filter Cartridges Hot Tubs Accessories 90 Pleats Fit Models White One Size","MSpa","14.53","782","26","11362","06/08/2018","...","664","4.5","","5651","Home & Kitchen","B07DMMXPQH","https://www.amazon.co.uk/Premium-Quality-Replacement-Filter-Cartridges/dp/B07DMMXPQH/ref=sr_1_4615?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014261&s=kitchen&sr=1-4615"
"Average Reviews: 885","","5","Anti-Viral Lungs & Airways Remedy - 6 Most Powerful Virus Killing Essential Oils Blended to Combat Viruses Bacteria Bugs & Germs. Antibacterial Aromatherapy. Steam Inhale Diffuser & Bath.","Crystal Opus","7.95","154","5","1224","09/14/2020","5.06","102","4.5","2.89","5730","Health & Personal Care","B08HZFQ43S","https://www.amazon.co.uk/Antiviral-Essential-Airways-Aromatherapy-Antibacterial/dp/B08HZFQ43S/ref=sr_1_4616?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014261&s=kitchen&sr=1-4616"
"","","6","Gold Round Paper Plates Pack of 15(9')","Jaunty Partyware","3.98","309","10","1230","06/23/2019","1.86","74","4.5","2.12","10969","Home & Kitchen","B07TF47QLS","https://www.amazon.co.uk/Gold-Round-Paper-Plates-Pack/dp/B07TF47QLS/ref=sr_1_4617?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014261&s=kitchen&sr=1-4617"
"","","7","Ikea TILLVARO White Unscented Tealight Candles - Set of 200","Ikea","11.67","2250","75","26258","03/04/2021","7.7","1632","4.2","3.97","639","Home & Kitchen","B07PGKTZHH","https://www.amazon.co.uk/dp/B07PGKTZHH"
"","","8","J-B Weld 50112UK ClearWeld Quick Setting Epoxy 25ml Clear 25 ml","JB Weld","6.99","375","12","2621","08/06/2013","3.92","2306","4.5","3.07","3667","DIY & Tools","B009EU5ZM0","https://www.amazon.co.uk/dp/B009EU5ZM0"
"","","9","11 pcs Dumpling Maker Portable Dumpling Mold Set Stainless Steel Manual Pinch Ravioli Empanadas Dough Stuffing Spoon Dumpling Machine Pastry Maker Kitchen Tool for Cooking Dumpling Mould Accessories","Aytop","5.99","178","5","1066","12/07/2020","2.89","59","4.3","3.1","20228","Home & Kitchen","B08PVL5M72","https://www.amazon.co.uk/dp/B08PVL5M72"
"","","10","Pllieay Cross Stitch Beginner Kit for Kids 7-13 Includes 6 Project Patterned and 2pcs Embroidery Hoops 12 Skeins Needle Point Starter Kit Sewing Set with Instructions","Pllieay","11.99","255","8","3057","01/29/2021","7.95","102","4.2","4.04","10816","Home & Kitchen","B08T5QC9FS","https://www.amazon.co.uk/Pllieay-Beginner-Patterned-Embroidery-Instructions/dp/B08T5QC9FS/ref=sr_1_4611?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014261&s=kitchen&sr=1-4611"
