"Export date: 7/11/2021, 6:09:06 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Dual Tip Brush PensJYUYNY 24 Colours Felt Tip PensWatercolour Brush Pen SetBrush Fineliners Felt Pens Art MarkersWater Based Highlighter Pen for Calligraphy Drawing Sketching Coloring Book","JYUYNY","6.99","550","18","3845","03/20/2021","3.71","157","4.6","3.28","6024","Home & Kitchen","B08XZC5NHR","https://www.amazon.co.uk/JYUYNY-Watercolour-Fineliners-Highlighter-Calligraphy/dp/B08XZC5NHR/ref=sr_1_3220?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3220"
"Average Sales: 1,172","","2","Maped - Visio Left Handed Ballpoint Pen  Blue and Black Ink  Pack of 2","Maped Visio","4.99","228","7","1138","12/19/2015","2.02","634","4.5","2.97","4061","Stationery & Office Supplies","B019KECWCK","https://www.amazon.co.uk/Maped-Visio-Handed-Ballpoint-Black/dp/B019KECWCK/ref=sr_1_3221?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3221"
"Average Sales Rank: 6,050","","3","100 Anime Scratch Off Poster - Top Japanese Animation of All Time Bucket List (42 x 59.4 cm)","Enno Vatti","16.97","236","7","4005","04/13/2021","12.19","140","4.5","4.78","19832","Home & Kitchen","B092D3P7LM","https://www.amazon.co.uk/100-Anime-Scratch-Off-Poster/dp/B092D3P7LM/ref=sr_1_3222?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3222"
"Average Price: £6.85","","4","Sukmax Sew-on Snap Buttons24 Sets Press Studs Snaps Fasteners Buttons for Clothes Purse Handbag Craft DIY Supplies 15mm","Sukmax","3.49","600","20","2094","03/23/2021","1.58","48","4.3","1.91","4741","Home & Kitchen","B08ZT16BY4","https://www.amazon.co.uk/Sukmax-Buttons-Fasteners-Clothes-Supplies/dp/B08ZT16BY4/ref=sr_1_3223?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3223"
"Average Reviews: 1,575","","5","Paper Drinking Straws [200 Pack] 100% Biodegradable - Assorted Colors","Comfy Package","6.99","2111","70","14756","04/15/2019","3.74","4845","4.8","3.25","605","Home & Kitchen","B07QRZFDTZ","https://www.amazon.co.uk/Paper-Drinking-Straws-Pack-Biodegradable/dp/B07QRZFDTZ/ref=sr_1_3224?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3224"
"","","6","Paper Projects 01.70.22.021 Paw Patrol Mega Sticker Pack 29.7cm x 21cm","Paper Projects","2.75","927","30","2549","08/04/2020","0.15","215","4.7","2.6","1400","Toys & Games","B08F7R61PV","https://www.amazon.co.uk/Paper-Projects-01-70-22-021-Patrol-Sticker/dp/B08F7R61PV/ref=sr_1_3225?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3225"
"","","7","Reusable Tumblers Colour Changing Cups - 7PCS BPA Free Magic Colored Tumblers with Lids Straws - 16oz Plastic Coffee Mugs Cold Drinks Cup for Kids Adults","Fusuton","16.99","306","10","5199","03/12/2021","12.21","8","4.3","4.78","18211","Home & Kitchen","B08YQGBK22","https://www.amazon.co.uk/Reusable-Tumblers-Colour-Changing-Cups/dp/B08YQGBK22/ref=sr_1_3226?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3226"
"","","8","4 Rolls 2000 Pieces 1 Inch Round Thank You Label Stickers Thank You for Supporting My Small Business Stickers Thank You for Your Order Roll Labels for Envelope Greeting Cards Packing Supplies","Zonon","6.99","238","7","1664","02/23/2021","3.71","86","4.7","3.28","1718","Stationery & Office Supplies","B08X6C536J","https://www.amazon.co.uk/Stickers-Supporting-Business-Envelope-Greeting/dp/B08X6C536J/ref=sr_1_3217?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3217"
"","","9","Table Balloon Stand KitLeixi 4 Set Table Balloon Stick Holder Clear Balloon Cup with Balloon Pole and Flower Stand Base Table Desktop Support Holder for Graduation/Wedding/Birthday Party Decorations","Leixi","7.87","260","8","2046","01/13/2020","3.06","255","4.3","3.13","3507","Toys & Games","B083SJ2QP7","https://www.amazon.co.uk/Balloon-Leixi-Graduation-Birthday-Decorations/dp/B083SJ2QP7/ref=sr_1_3218?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3218"
"","","10","Fixman 190229 Super Heavy Duty White Duct Tape 50mm x 50m","FIXMAN","6.75","1203","40","8120","10/08/2013","3.74","3346","4.5","3.01","658","DIY & Tools","B00F3BM8RY","https://www.amazon.co.uk/Fixman-190229-Super-Heavy-White/dp/B00F3BM8RY/ref=sr_1_3219?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3219"
"","","11","Citric Acid 1kg - 100% Pure Food Grade Fine Crystals","Intralabs","5.49","4251","141","23338","06/14/2013","2.44","3024","4.8","3.05","381","Grocery","B00DJI8RA0","https://www.amazon.co.uk/Citric-Acid-1kg-100-Grade/dp/B00DJI8RA0/ref=sr_1_3220?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3220"
"","","12","2 Pack Portable Folding Drip Hanger Travel Clip Socks Clothes Underwear Laundry Hanger Drying Rack with 12 Clips","ZACI","6.99","163","5","1139","03/04/2021","3.71","5","4.1","3.28","19541","Home & Kitchen","B08XZ5VFTZ","https://www.amazon.co.uk/Portable-Folding-Clothes-Underwear-Laundry/dp/B08XZ5VFTZ/ref=sr_1_3221?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3221"
"","","13","House of Card and Paper Rainbow A4 220 GSM Coloured Card (Pack of 50)","House of Card & Paper","4.99","1255","41","6262","10/10/2015","3.18","1403","4.8","1.81","487","Stationery & Office Supplies","B019FCE6VW","https://www.amazon.co.uk/House-Card-Paper-Rainbow-Coloured/dp/B019FCE6VW/ref=sr_1_3222?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3222"
"","","14","Stark Home Silicone Ice Cube Tray Set of 2 Black Reusable Ice Tray BPA Safe Large Ice Cube Moulds for Whiskey Cocktails and Mixed Drinks","Stark Home","6.99","534","17","3733","03/23/2021","3.74","9","5","3.25","4864","Home & Kitchen","B08ZT3CH7J","https://www.amazon.co.uk/Stark-Home-Silicone-Reusable-Cocktails/dp/B08ZT3CH7J/ref=sr_1_3223?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3223"
"","","15","Sapphire Collection P044 15 cm Non Stick Sauce Pan  Black","Sapphire Collection","8.49","375","12","3184","02/11/2012","5.01","938","4.4","3.48","12633","Home & Kitchen","B00537P230","https://www.amazon.co.uk/Sapphire-collection-Non-Stick-Sauce/dp/B00537P230/ref=sr_1_3224?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3224"
"","","16","Techole LED Night Light Night Light Plug in Wall with Dusk to Dawn Photocell Sensor Plug in Night Light for Baby Kids Children's Room Hallway Nurseries Stair etc-Warm White [Energy Class A++]","Techole","5.99","4329","144","25931","01/10/2018","2.89","9453","4.6","3.1","37","Lighting","B078X979Z9","https://www.amazon.co.uk/OMERIL-Automatic-Photocell-Childrens-Nurseries/dp/B078X979Z9/ref=sr_1_3225?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3225"
"","","17","Toastabags Quickachips Tray Black 33 cm  Acrylic Pack of 2","Toastabags","4.70","430","14","2021","10/08/2016","1.68","125","4.4","3.04","26829","Home & Kitchen","B01MATIHB4","https://www.amazon.co.uk/Toastabags-Quickachips-Tray-Twin-Black/dp/B01MATIHB4/ref=sr_1_3226?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3226"
"","","18","Epistar Toilet Brush and Holder | Silicone Brush Head | Stainless Steel Lid (Grey)","Epistar","11.99","2657","88","31857","06/29/2020","7.98","771","4.4","4.01","321","Home & Kitchen","B087X8G9GP","https://www.amazon.co.uk/Epistar-Toilet-Brush-Holder-Stainless/dp/B087X8G9GP/ref=sr_1_3227?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008909&s=kitchen&sr=1-3227"
"","","19","Puckator Enchanted Rainbow Unicorn Water Bottle Pink Mixed Height 23cm Width 8cm Depth 7cm","Puckator","6.10","365","12","2227","06/14/2017","2.99","710","3.4","3.11","9634","Home & Kitchen","B071G3L4GD","https://www.amazon.co.uk/dp/B071G3L4GD"
"","","20","Everbuild EVBMPWFLS250 Multi-Purpose Premium Joiners Grade Wood Filler Light Stainable 250 ml 250ml","Everbuild","4.08","2730","91","11138","03/28/2012","1.4","2579","4.6","2.68","239","DIY & Tools","B0046LZI88","https://www.amazon.co.uk/dp/B0046LZI88"
"","","21","Sistema Snack Pots Mini Bites TO GO | 130 ml | Stackable Snack Boxes with Lids | BPA-Free | Green Pink & Blue Lids | 3 Count","Sistema","3.74","2720","90","10173","08/17/2015","0.99","6732","4.7","2.75","374","Home & Kitchen","B00Z9C4CT4","https://www.amazon.co.uk/dp/B00Z9C4CT4"
"","","22","Zippo Lighter Wicks x3 & Flints x3 Reels Packs - Value 6 Pack for Zippo Petrol Lighters Clipper","Zippo","3.98","430","14","1711","06/15/2011","1.16","1150","4.8","2.82","5029","Home & Kitchen","B01G2IUJX6","https://www.amazon.co.uk/dp/B01G2IUJX6"
"","","23","Hex Key Set 10Pce","B/S","2.46","688","22","1692","06/16/2008","1.11","256","4.5","1.35","2316","DIY & Tools","B001B4LK6M","https://www.amazon.co.uk/dp/B001B4LK6M"
"","","24","Silverline 282576 Polythene Dust Sheets On A Roll 2 x 50m","Tooltime","7.73","553","18","4275","03/08/2007","4.13","915","4.5","3.6","1762","DIY & Tools","B000O57586","https://www.amazon.co.uk/dp/B000O57586"
