"Export date: 7/11/2021, 7:43:07 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Mod Podge 236 ml Brillant Glue White 6 x 6 x 10.8 cm","Mod Podge","7.49","2146","71","16074","11/11/2010","4.16","28291","4.7","3.33","696","Home & Kitchen","B003W0XR8M","https://www.amazon.co.uk/Mod-Podge-Waterbase-Sealer-Finish/dp/B003W0XR8M/ref=sr_1_4719?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014495&s=kitchen&sr=1-4719"
"Average Sales: 711","","2","MasterClass Non-Stick Baking Tray Carbon Grey 24 x 18 cm","MasterClass","6.00","486","18","2916","07/09/2007","4.03","1416","4.5","1.97","5796","Home & Kitchen","B001DXI42Y","https://www.amazon.co.uk/MasterClass-Non-Stick-Baking-Tray-9-5/dp/B001DXI42Y/ref=sr_1_4720?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014495&s=kitchen&sr=1-4720"
"Average Sales Rank: 6,632","","3","Gryeer Microfibre Cleaning Cloths Soft and Lint Free Towels for Home Kitchen and Auto 33 x 33 cm (24 Pack Grey Blue Green Pink)","Gryeer","10.99","1406","96","15452","07/12/2020","7.13","1341","4.7","3.86","408","Home & Kitchen","B08CTFSWK6","https://www.amazon.co.uk/Gryeer-Microfibre-Cleaning-Cloths-Kitchen/dp/B08CTFSWK6/ref=sr_1_4721?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014495&s=kitchen&sr=1-4721"
"Average Price: £19.38","","4","Faber-Castell Colour Pencils (Pack of 60)","Faber-Castell","12.45","1043","35","12985","09/19/2016","8.79","9889","4.8","3.66","943","Stationery & Office Supplies","B01FDKQG2W","https://www.amazon.co.uk/Faber-Castell-Colour-Pencils-Pack-60/dp/B01FDKQG2W/ref=sr_1_4722?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014495&s=kitchen&sr=1-4722"
"Average Reviews: 2,892","","5","Rollerball Pens GXR 12 PCS 0.5mm Extra Fine Point Pens Quick-Drying Ink Rolling Ball Pens Black Liquid Ink Pen for Office Home Company School-Black","GXR","8.96","281","9","2518","09/05/2019","5.38","372","4.5","3.58","4806","Stationery & Office Supplies","B07XFKHNKL","https://www.amazon.co.uk/Rollerball-GXR-Quick-Drying-Rolling-School-Black/dp/B07XFKHNKL/ref=sr_1_4736?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014549&s=kitchen&sr=1-4736"
"","","6","Morphy Richards 48281 Fastbake Breadmaker 3 Loaf Sizes Gluten Free Cool Touch 600 W","Morphy Richards","59.99","873","31","52371","04/22/2009","46.73","4897","4.6","13.26","2612","Home & Kitchen","B00275FV5K","https://www.amazon.co.uk/Morphy-Richards-Fastbake-Breadmaker-White/dp/B00275FV5K/ref=sr_1_4723?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014495&s=kitchen&sr=1-4723"
"","","7","For A Special Mum & Dad On Your Golden 50th Wedding Anniversary Card icg - Champagne Design","International Cards & Gifts","2.65","480","17","1272","06/07/2015","1.19","612","4.8","1.46","2399","Stationery & Office Supplies","B00Z4HDKL0","https://www.amazon.co.uk/Special-Your-Golden-Wedding-Anniversary/dp/B00Z4HDKL0/ref=sr_1_4724?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014495&s=kitchen&sr=1-4724"
"","","8","BISSELL SpinWave | Hard Floor Cleaning System | Electric Spray Mop With Rotating Pads | 2052E","BISSELL","129.00","434","21","55986","05/22/2018","104.29","778","4.5","24.71","4602","Home & Kitchen","B078N5XB6L","https://www.amazon.co.uk/BISSELL-SpinWave-2052E-Titanium-Blue/dp/B078N5XB6L/ref=sr_1_4729?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014549&s=kitchen&sr=1-4729"
"","","9","PREMIER SEEDS DIRECT - HERB - Dill - Bouquet - ANETHUM GRAVEOLENS - 5000 Seeds","Premier Seeds Direct","1.49","309","11","460","10/05/2012","0.64","382","4.5","0.85","4061","Garden & Outdoors","B009M3FYE8","https://www.amazon.co.uk/Premier-Seeds-Direct-HRB15-Graveolens/dp/B009M3FYE8/ref=sr_1_4730?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014549&s=kitchen&sr=1-4730"
"","","10","ZYBUX - 2 x Set of Anti-Slip Rectangular Non-Slip Top and Bottom Plastic Dinner/Drinks Serving Tray with High Grip Rubber Surface Easy Grip Handles Black & White (Grey&White)","ZYBUX","7.95","2091","80","16623","12/19/2019","","1738","4.7","","568","Home & Kitchen","B082XH4WYV","https://www.amazon.co.uk/ZYBUX-Anti-Slip-Rectangular-Non-Slip-Plastic/dp/B082XH4WYV/ref=sr_1_4731?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014549&s=kitchen&sr=1-4731"
