"Export date: 7/11/2021, 7:16:48 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","PREMIER SEEDS DIRECT - Pansy Winter Flowering - Forerunner Mix - 200 Seeds","Premier Seeds Direct","1.75","777","38","1360","12/05/2012","0.88","727","4.2","0.87","939","Garden & Outdoors","B00AIMDW6Y","https://www.amazon.co.uk/Premier-Seeds-Direct-PAN11F-Forerunner/dp/B00AIMDW6Y/ref=sr_1_4084?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4084"
"Average Sales: 1,028","","2","BRITA Marella fridge water filter jug for reduction of chlorine limescale and impurities Includes 3 x MAXTRA+ filter cartridges 2.4L -blue","BRITA","20.99","8901","289","186832","02/01/2017","15.6","32684","4.7","5.39","43","Home & Kitchen","B01N9BU0XE","https://www.amazon.co.uk/BRITA-Marella-filter-starter-Fridge/dp/B01N9BU0XE/ref=sr_1_4085?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4085"
"Average Sales Rank: 6,587","","3","Birthday Card for Dad from Hallmark - 3D Text Design","Hallmark","2.80","2232","70","6250","09/12/2019","1.32","1680","4.8","1.48","350","Stationery & Office Supplies","B07XTX7XJ2","https://www.amazon.co.uk/Birthday-Card-Dad-Hallmark-Design/dp/B07XTX7XJ2/ref=sr_1_4086?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4086"
"Average Price: £21.68","","4","Birthday Card Daughter - 9 x 6 inches - Regal Publishing","Regal Publishing","2.35","829","28","1948","10/28/2019","0.94","1296","4.8","1.41","1277","Stationery & Office Supplies","B07ZQMH8NQ","https://www.amazon.co.uk/Birthday-Card-Daughter-inches-Publishing/dp/B07ZQMH8NQ/ref=sr_1_4087?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4087"
"Average Reviews: 1,873","","5","BISSELL CrossWave Pet Pro | 3-in-1 Multi-Surface Floor Cleaner | Vacuums Washes and Dries | Perfect for Pet Owners | 2224E","BISSELL","229.99","1017","42","233900","02/19/2020","189.83","1463","4.4","40.16","1656","Home & Kitchen","B084ZR4B2D","https://www.amazon.co.uk/BISSELL-CrossWave-Multi-Surface-Cleaner-2224E/dp/B084ZR4B2D/ref=sr_1_4088?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4088"
"","","6","Unique Party 90656 - 38' Inflatable Rock Star Electric Guitar","Unique Party","3.29","766","29","2520","05/15/2018","0.58","282","3.6","2.71","1440","Toys & Games","B07C9WX7BD","https://www.amazon.co.uk/Unique-Party-90656-Inflatable-Electric/dp/B07C9WX7BD/ref=sr_1_4089?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4089"
"","","7","Lint Remover Lint Rollers Metal Lint Roller for Carpet Bobble Remover for Clothes Fuzz Debobbler Clothes Shaver Portable Reusable Fabric Shaver for Sweater Woven Coat Carpet Scraper Pet Hair Cleaner","DINBLEX","10.99","495","11","5440","04/22/2021","7.13","48","4.6","3.86","11260","Home & Kitchen","B0936JRFNR","https://www.amazon.co.uk/Remover-Rollers-Debobbler-Portable-Reusable/dp/B0936JRFNR/ref=sr_1_4090?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4090"
"","","8","UNIK Strong Wooden Chopping Boards Set of 3 Extra Thick Hard Bamboo Cutting Boards Durable in Large Medium and Small Sizes","UNIK","9.99","400","18","3996","04/03/2021","6.28","0","","3.71","5877","Home & Kitchen","B091NDFGP3","https://www.amazon.co.uk/UNIK-Strong-Chopping-Cutting-Durable/dp/B091NDFGP3/ref=sr_1_4081?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4081"
"","","9","MMTX Hawaiian Party Decorations Tropical Hawaii Theme Party Decorations with Aloha Balloon Huge Flamingo Balloons and Latex Balloons for Luau Hawai Party Jungle Summer Party","MMTX","13.89","148","9","2056","05/31/2021","9.58","3","4.6","4.31","6455","Toys & Games","B093B5LGJY","https://www.amazon.co.uk/MMTX-Hawaiian-Decorations-Tropical-Flamingo/dp/B093B5LGJY/ref=sr_1_4082?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4082"
"","","10","XCOZU Large Peg Bag Clothes Peg Bags Waterproof with 2 Hanger Clips Keeps Pegs Clean and Dry for Indoor Outdoor Pegs Organizer Storage Use","XCOZU","6.89","1805","64","12436","09/04/2018","4.79","1237","4.7","2.1","833","Home & Kitchen","B07H3Q33DW","https://www.amazon.co.uk/XCOZU-Clothes-Waterproof-Outdoor-Organizer/dp/B07H3Q33DW/ref=sr_1_4083?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4083"
"","","11","Nature`s Market Bird Hotel.","Nature`s market","7.40","399","14","2953","01/16/2013","4.09","1123","4.5","3.31","3309","Garden & Outdoors","B00B1UFJPY","https://www.amazon.co.uk/Nature%60s-market-HOTEL3-Market-Hotel/dp/B00B1UFJPY/ref=sr_1_4084?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4084"
"","","12","3 x Glade Shake 'n' Vac Lily Of The Valley Carpet Cleaning Powder 500gm","GLADE","6.94","903","19","6267","08/15/2014","3.7","216","4.5","3.24","3194","Grocery","B00MQRB0J0","https://www.amazon.co.uk/Glade-Valley-Carpet-Cleaning-Powder/dp/B00MQRB0J0/ref=sr_1_4085?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4085"
"","","13","5 Star Indigo Noticeboard Cork with Pine Frame W 900 x H 600mm Brown","5 Star","10.90","225","11","2453","11/16/2006","3.94","1835","4","6.96","3647","Stationery & Office Supplies","B000I2DS6S","https://www.amazon.co.uk/Star-Indigo-Noticeboard-Frame-600mm/dp/B000I2DS6S/ref=sr_1_4086?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4086"
"","","14","Chillmax Go Fan - 360 powerful portable cordless fan - Black","Chillmax Air","19.99","2508","109","50135","08/07/2020","","35","4.6","","182","Garden & Outdoors","B08FCDWG6Z","https://www.amazon.co.uk/Chillmax-Go-Fan-powerful-portable/dp/B08FCDWG6Z/ref=sr_1_4087?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4087"
"","","15","Comfort White Waterproof Bath Pillow - Relax and Unwind! Bath neck support pillow","Bathroom","6.99","199","8","1391","09/05/2014","3.74","380","3.4","3.25","16638","Home & Kitchen","B00NCCCQ7S","https://www.amazon.co.uk/Comfort-White-Waterproof-Bath-Pillow/dp/B00NCCCQ7S/ref=sr_1_4088?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4088"
"","","16","Boxer Gifts GWG202 Forgive Me Gin Bloom Glass | Funny Glassware Christmas Mother's Day Or Birthday | Packaged in a Gift Box 9.5cm x 18.5cm","Boxer Gifts","11.36","259","14","2942","02/14/2018","","158","4.7","","8275","Home & Kitchen","B079T6RGP5","https://www.amazon.co.uk/GIN-BLOOM-Glass-Forgive-Have-Ginned/dp/B079T6RGP5/ref=sr_1_4089?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4089"
"","","17","Soap Dispensing Dish Brush Set - FORSPEEDER Washing Up Brush Kitchen Scrubbing Brush with Holder 3 Brush Replacement Heads and Handle Cleaning Brush for Dishes Sink Pot Pan","FORSPEEDER","8.99","235","12","2113","04/13/2021","5.43","39","3.9","3.56","5085","Grocery","B092CSMHZ6","https://www.amazon.co.uk/Soap-Dispensing-Dish-Brush-Set/dp/B092CSMHZ6/ref=sr_1_4090?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4090"
"","","18","Composty | Compostable 'Pop-Up' Eco Sponges | 12 Pack | Zero Waste | Plastic Free | 100% Natural Cellulose | Long-Lasting | 4 Colours: Perfect for Kitchen Washing Up Bathroom | One Tree Planted","Composty","8.97","730","24","6548","02/18/2021","6.55","173","4.9","2.42","2471","Grocery","B08N6YGLPJ","https://www.amazon.co.uk/CompostyTM-Compostable-Sponges-Cellulose-Long-Lasting/dp/B08N6YGLPJ/ref=sr_1_4091?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4091"
"","","19","Vospeed Food Stand Mixer Dough Blender 5 QT 1000W Electric Cake Mixer with Bowl Beater Hook Whisk Egg Separator & Silicone Spatula Dishwasher Safe (Red)","Vospeed","76.49","231","7","17669","01/11/2021","60.71","49","4.7","15.78","21125","Home & Kitchen","B08SLN57D1","https://www.amazon.co.uk/Vospeed-Electric-Separator-Silicone-Dishwasher/dp/B08SLN57D1/ref=sr_1_4095?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4095"
"","","20","40 Pcs Alphabet Cookie Cutters Set XCOZU Plastic Letter Cutters Icing Cutters Cake Decorating Fondant Letter Cutters Number Cutters for Sugarcraft Biscuit Pastry Plunger Baking Mould Tools","XCOZU","4.89","210","5","1027","03/11/2021","1.93","29","4.4","2.96","27690","Home & Kitchen","B08YNNDWXF","https://www.amazon.co.uk/Alphabet-Cutters-XCOZU-Decorating-Sugarcraft/dp/B08YNNDWXF/ref=sr_1_4096?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012972&s=kitchen&sr=1-4096"
