"Export date: 7/11/2021, 5:54:50 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","5 Pack of Ballpoint Pens - Funny Pen Set For Colleagues - Funky Stationery Quirky Gift - Office Desk Accessories","Filthy Sentiments","11.99","1404","63","16834","05/24/2021","9.11","182","4.5","2.88","415","Stationery & Office Supplies","B095PS4T7V","https://www.amazon.co.uk/Pack-Ballpoint-Pens-Colleagues-Accessories/dp/B095PS4T7V/ref=sr_1_2825?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007999&s=kitchen&sr=1-2825"
"Average Sales: 873","","2","FIND A SPARE Drain Hose Extension Pipe Kit 2.5m For Washing Machine Washer Dryer Dishwasher","FIND A SPARE","7.65","171","6","1308","01/30/2019","4.3","566","4.5","3.35","25550","Home & Kitchen","B07N88C2QH","https://www.amazon.co.uk/FIND-SPARE-Extension-Washing-Dishwasher/dp/B07N88C2QH/ref=sr_1_2826?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007999&s=kitchen&sr=1-2826"
"Average Sales Rank: 3,880","","3","985ft Bunting Flags 450pcs Big Flags Multicolor Fabric Pennant Bunting Outdoor Garland for Birthday Wedding Garden Street Home Decoration","Joykey","14.99","213","13","3193","03/30/2021","10.52","16","4","4.47","4075","Toys & Games","B091C1R4Y1","https://www.amazon.co.uk/Bunting-Multicolor-Pennant-Birthday-Decoration/dp/B091C1R4Y1/ref=sr_1_2827?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007999&s=kitchen&sr=1-2827"
"Average Price: £9.65","","4","Hob Brite Original Ceramic Electric Halogen and Induction Hob Cream Cleaner (300ml Pack of 2)","Hob Brite","5.55","1393","46","7731","03/24/2016","3.65","1302","4.5","1.9","1099","Grocery","B01DDWAJPW","https://www.amazon.co.uk/Hob-Brite-Original-Electric-Induction/dp/B01DDWAJPW/ref=sr_1_2839?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008052&s=kitchen&sr=1-2839"
"Average Reviews: 963","","5","RAC RACHP392 Heavy Duty Lantern 3W","RAC","9.85","379","10","3733","07/08/2007","6.15","2566","4.7","3.7","5493","DIY & Tools","B005X7J06K","https://www.amazon.co.uk/RAC-RACHP392-Heavy-Duty-Lantern/dp/B005X7J06K/ref=sr_1_2840?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008052&s=kitchen&sr=1-2840"
"","","6","HOWAF 12 Pack Breathable Clothes Covers with Zip Waterproof Dustproof Garment Covers Bags Moth Proof Dress Bag Covers Damp-proof Mens Suit Storage Bag for Wardrobe Storage and Travel(clear)","Pwsap","14.98","2410","85","36102","01/02/2020","10.51","1513","4.6","4.47","514","Home & Kitchen","B083DNWY8P","https://www.amazon.co.uk/HOWAF-Breathable-Waterproof-Dustproof-Damp-proof/dp/B083DNWY8P/ref=sr_1_2841?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008052&s=kitchen&sr=1-2841"
"","","7","Happy Birthday Banners Rose Gold Birthday Banner Bunting + 12pcs 12 Latex Balloons Girls Birthday Decorations Supplies for Women","RichMoho","6.89","2082","66","14345","10/03/2020","4.79","647","4.6","2.1","360","Toys & Games","B08N17X9KW","https://www.amazon.co.uk/Birthday-Banners-Balloons-Decorations-Supplies/dp/B08N17X9KW/ref=sr_1_2842?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008052&s=kitchen&sr=1-2842"
"","","8","Culpitt White Cake Boxes - 8'' square (200mm sq.) (Pack of 10)","Culpitt","7.14","462","14","3299","03/08/2018","3.87","369","4.7","3.27","8162","Home & Kitchen","B07YBK32DM","https://www.amazon.co.uk/Culpitt-White-Cake-Boxes-square/dp/B07YBK32DM/ref=sr_1_2833?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008052&s=kitchen&sr=1-2833"
"","","9","Sketching Pencils Surcotto 14 PCS Drawing Sketch Pencils Professional Set Artist Graphite Pencils for ArtistBeginnerStudentKidTeacherDesigner (12 Pencils + Eraser + Shapener))","Surcotto","6.99","909","31","6354","01/27/2021","","105","4.4","","1113","Stationery & Office Supplies","B08RRNYJP4","https://www.amazon.co.uk/Sketching-Surcotto-Professional-Graphite-Beginner/dp/B08RRNYJP4/ref=sr_1_2834?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008052&s=kitchen&sr=1-2834"
"","","10","PEBEO 766544 Gdo 75 ml Gilding Paste White 5.5 x 5.5 x 4.5 cm","PEBEO","5.99","880","47","5271","03/25/2014","2.86","1513","4.6","3.13","1403","Home & Kitchen","B00J8Q0F84","https://www.amazon.co.uk/PEBEO-G%C3%A9d%C3%A9o-Gilding-Paste-White/dp/B00J8Q0F84/ref=sr_1_2835?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008052&s=kitchen&sr=1-2835"
