"Export date: 7/11/2021, 6:38:38 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Lafuma LFM2322 Elastic Laces Ideal for RSX and RSXA - White (Set of 4)","Lafuma","12.99","480","12","6235","09/02/2011","8.79","3506","4.8","4.2","490","Luggage","B005G1L1UQ","https://www.amazon.co.uk/Lafuma-LFM2322-Elastic-Laces-Ideal/dp/B005G1L1UQ/ref=sr_1_3735?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010621&s=kitchen&sr=1-3735"
"Average Sales: 514","","2","Chef Geeks 2in1 XL Non-Stick Silicone Baking Mat Sheet Dough Rolling +Pastry Brush +Dough Scraper Cutter +Wrapping Tie","Chef Geeks","7.37","636","32","4687","07/17/2020","5.19","1191","4.6","2.18","2526","Home & Kitchen","B08D6RG8C8","https://www.amazon.co.uk/Chef-Geeks-Non-Stick-Silicone-Wrapping/dp/B08D6RG8C8/ref=sr_1_3736?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010621&s=kitchen&sr=1-3736"
"Average Sales Rank: 7,946","","3","PREMIER SEEDS DIRECT - HERB - Chamomile (Anthemis NOBILIS)  6000 Seeds","Premier Seeds Direct","1.69","407","15","688","10/05/2012","0.05","205","4.4","1.64","3033","Garden & Outdoors","B009M3PS1M","https://www.amazon.co.uk/Premier-Seeds-Direct-HRB42-Chamomile/dp/B009M3PS1M/ref=sr_1_3737?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010621&s=kitchen&sr=1-3737"
"Average Price: £13.02","","4","Shedmates BBRS1 40 Litre Ultra Strong Garden Waste Rubbish Rubble Sacks Blue (1 x 20 Bags)","Shedmates","5.57","363","11","2022","11/08/2011","2.54","699","4.3","3.03","11098","Home & Kitchen","B005VSXD28","https://www.amazon.co.uk/Shedmates-BBRS1-Strong-Garden-Rubbish/dp/B005VSXD28/ref=sr_1_3738?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010621&s=kitchen&sr=1-3738"
"Average Reviews: 581","","5","Lepro Fairy Lights Battery Powered 5M 50 LED Warm White Globe String Lights 8 Modes & Timer Indoor Outdoor Christmas Lights for Bedroom Party Gazebo and More Remote Control Included","Lepro","12.99","412","10","5352","06/19/2020","8.82","60","4.5","4.17","1736","Lighting","B08BHYVP92","https://www.amazon.co.uk/Lepro-Battery-Powered-Festoon-Included/dp/B08BHYVP92/ref=sr_1_3739?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010621&s=kitchen&sr=1-3739"
"","","6","MMTX Red White Blue Light Blue Balloon Garland Kit 100 Balloons Arch Set with 16ft Balloon Stripe Tape Kit 2 Pieces Tool for Birthday Graduations Superhero Themed Party Decor","MMTX","15.99","819","59","13096","12/31/2019","11.36","367","4.6","4.63","438","Toys & Games","B082SVN83B","https://www.amazon.co.uk/SPECOOL-Balloons-Birthday-Graduations-Superhero/dp/B082SVN83B/ref=sr_1_3740?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010621&s=kitchen&sr=1-3740"
"","","7","OREGON 110985E Nylium Star Strimmer Line 2.4 mm 15 m","OREGON","5.75","2478","82","14249","11/15/2011","2.66","2194","4.4","3.09","434","Garden & Outdoors","B002X3KE2G","https://www.amazon.co.uk/dp/B002X3KE2G"
"","","8","Silverline 306729 Aluminium Oxide Roll 10 m 180 Grit","Silverline","4.67","413","13","1929","11/30/2006","1.92","1708","4.4","2.75","3202","DIY & Tools","B000LFVWWE","https://www.amazon.co.uk/dp/B000LFVWWE"
"","","9","168 Pcs Unicorn Balloons Arch Garland Kit Purple Pink Blue Latex Confetti Metallic Balloons Girls Lady Birthday Wedding Baby Shower Party Supplies Decorations with 3Pcs Tools","Amandir","12.99","163","5","2117","03/16/2021","8.82","3","4.3","4.17","16120","Toys & Games","B08Z2YBNFZ","https://www.amazon.co.uk/dp/B08Z2YBNFZ"
"","","10","SUYIZN 6 Plastic Spring Clamps Extra Strength And Grip Clips 6 Inch","SUYIZN","9.37","241","8","2258","05/18/2017","6.04","535","4.4","3.33","6405","DIY & Tools","B0728D5C11","https://www.amazon.co.uk/dp/B0728D5C11"
