"Export date: 7/11/2021, 7:25:49 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","11 head Artificial Silk Flower Memorial Vase Grave Pot/Insert Cemetery (Red)","SFS","7.93","357","7","2831","08/28/2020","4.54","168","4.6","3.39","19827","Home & Kitchen","B08GYFVW6L","https://www.amazon.co.uk/Artificial-Flower-Memorial-Insert-Cemetery/dp/B08GYFVW6L/ref=sr_1_4281?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013442&s=kitchen&sr=1-4281"
"Average Sales: 464","","2","IKEA KONCIS - Roasting tin stainless steel - 26x20 cm","Ikea","8.74","92","6","804","01/28/2014","5.22","120","4.5","3.52","26948","Home & Kitchen","B00GMM8TY4","https://www.amazon.co.uk/IKEA-KONCIS-Roasting-stainless-steel/dp/B00GMM8TY4/ref=sr_1_4282?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013442&s=kitchen&sr=1-4282"
"Average Sales Rank: 9,088","","3","YISSVIC Air Circulator Fan Turbo Fan with 9H Timer Auto Oscillation Remote Control 3 Speeds 4 Modes for Home Bedroom Office Use","YISSVIC","42.49","132","5","5609","12/25/2020","31.91","200","4.4","10.58","27689","Home & Kitchen","B08R8MPL9W","https://www.amazon.co.uk/YISSVIC-Circulator-Oscillation-Control-Bedroom/dp/B08R8MPL9W/ref=sr_1_4283?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013442&s=kitchen&sr=1-4283"
"Average Price: £13.49","","4","HENBRANDT Ducks With Hooks Pack of 20 (Yellow)","Henbrandt","20.96","195","9","4087","07/10/2020","","2","5","","6710","Toys & Games","B08CRT6F81","https://www.amazon.co.uk/HENBRANDT-Ducks-Hooks-Pack-Yellow/dp/B08CRT6F81/ref=sr_1_4287?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013442&s=kitchen&sr=1-4287"
"Average Reviews: 1,201","","5","Fantasnight Toy Stuffing 3D Polyester Fiber Filling 1kg Fluffy Hollowfibre Padding Super Soft Stuffing Filling for Pillow Toys Cushions Crafting School DIY Washable Breathable","Fantasnight","8.99","207","24","1861","07/23/2020","5.43","48","4.6","3.56","3943","Home & Kitchen","B08DHHRC2N","https://www.amazon.co.uk/Fantasnight-Stuffing-Polyester-Hollowfibre-Cushions/dp/B08DHHRC2N/ref=sr_1_4288?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013442&s=kitchen&sr=1-4288"
"","","6","Unique Party 72499 Unicorn Blindfold Activity Game Set One Size","Unique Party","1.49","477","12","711","02/13/2018","","893","4.4","","4590","Toys & Games","B079SNLGT7","https://www.amazon.co.uk/Unique-Party-72499-Unicorn-Game/dp/B079SNLGT7/ref=sr_1_4289?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013442&s=kitchen&sr=1-4289"
"","","7","Green Balloons Arch Kit Jungle Safari Tropical Balloons Garland with Green Metallic Gold Balloons and Leaves for Wild One 1st First Birthday Baby Shower Wedding Party Supplies.","Sumtoco","11.89","408","23","4851","04/25/2021","7.89","24","4.4","4","2022","Toys & Games","B093GF2GGN","https://www.amazon.co.uk/Balloons-Tropical-Metallic-Birthday-Supplies/dp/B093GF2GGN/ref=sr_1_4290?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013442&s=kitchen&sr=1-4290"
"","","8","Ravenhead 41.612 Entertain 20cm Footed Trifle Bowl","Ravenhead","18.68","262","9","4894","01/27/2015","13.64","723","4.5","5.04","14412","Home & Kitchen","B00TFWD4JI","https://www.amazon.co.uk/Ravenhead-Entertain-20cm-Footed-Trifle/dp/B00TFWD4JI/ref=sr_1_4291?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013442&s=kitchen&sr=1-4291"
"","","9","Aqualisa Pinch Grip sliding handset holder - 25mm - Chrome/Grey","Aqualisa","20.39","677","25","13804","04/16/2010","","720","4.5","","1719","DIY & Tools","B01NBG9P2J","https://www.amazon.co.uk/Aqualisa-Pinch-sliding-handset-holder/dp/B01NBG9P2J/ref=sr_1_4292?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013442&s=kitchen&sr=1-4292"
"","","10","Premier Stationery N0288466 World of Colour Jumbo Coloured Sidewalk Chalk (Pack of 6)","Premier Stationery","2.99","239","35","715","06/02/2016","0.32","439","4.4","2.67","960","Stationery & Office Supplies","B01GHF3EFO","https://www.amazon.co.uk/Premier-Stationery-N0288466-Coloured-Sidewalk/dp/B01GHF3EFO/ref=sr_1_4299?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4299"
"","","11","Balloon Arch Garland Kit White Gold Confetti Balloon Green Balloon And Metallic Latex Balloon Olive Green Balloon Garland Kit For Baby Shower Birthday Wedding Graduation","WINAROI","15.99","338","11","5405","05/06/2021","11.33","5","4.3","4.66","11276","Home & Kitchen","B0947VNW1Y","https://www.amazon.co.uk/Balloon-Confetti-Metallic-Birthday-Graduation/dp/B0947VNW1Y/ref=sr_1_4300?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4300"
"","","12","1 x Large Balloon Pump Mixed Colours Foil Balloon Pump Latex Balloon Pump. Mixed Colour Balloon Pump","Menchu's Party","6.49","499","6","3239","12/30/2019","3.29","22","3.9","3.2","9692","Toys & Games","B09321BZLR","https://www.amazon.co.uk/Large-Balloon-Mixed-Colours-Colour/dp/B09321BZLR/ref=sr_1_4301?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4301"
"","","13","VIPITH 100 Pcs 4x6 Inches Clear Resealable Cello Cellophane Bags with Adhesive Closure for Bakery Candle Soap Cookie Candies Dessert Poly Bags","VIPITH","5.59","381","13","2130","06/21/2017","3.68","1489","4.6","1.91","9245","Home & Kitchen","B07316131D","https://www.amazon.co.uk/VIPITH-Resealable-Cellophane-Adhesive-Closure/dp/B07316131D/ref=sr_1_4302?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4302"
"","","14","WHAT DO YOU MEME? Adult Party Game - U.K. Edition","WHAT DO YOU MEME?","27.99","397","22","11112","04/16/2018","21.53","2634","4.7","6.46","4385","Home & Kitchen","B07C844C3C","https://www.amazon.co.uk/What-Do-You-Meme-Adult/dp/B07C844C3C/ref=sr_1_4303?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4303"
"","","15","Sistema 1143 Easy Bacon White/Red 28.7 x 21.9 x 7 cm","Sistema","9.10","284","11","2584","11/29/2017","5.53","2040","4.4","3.57","11169","Home & Kitchen","B076DFYL44","https://www.amazon.co.uk/Sistema-Microwave-Easy-Bacon-28-7/dp/B076DFYL44/ref=sr_1_4304?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4304"
"","","16","Stamford R-37159 Angel Incense Gift Pack (Pink)","Stamford","2.30","417","13","959","08/09/2013","0.9","1175","4.6","1.4","9123","Home & Kitchen","B00EF2ZT7I","https://www.amazon.co.uk/Stamford-Angel-Incense-Gift-Pack/dp/B00EF2ZT7I/ref=sr_1_4305?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4305"
"","","17","Sensio Home 1000W Super Powerful Hand Blender 4-in-1 Stainless Steel Stick Immersion Blender with 700ml Mixing Beaker 500ml Food Chopper Stainless Steel Whisk Variable Speeds for Baby Food Mash","SENSIOHOME","34.95","194","6","6780","03/09/2021","27.42","25","4.8","7.53","22367","Home & Kitchen","B08YFBVGF9","https://www.amazon.co.uk/Powerful-Blender-Stainless-Immersion-Variable/dp/B08YFBVGF9/ref=sr_1_4306?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4306"
"","","18","1961 Poster - Gift for 60th Birthday Present or Couple Celebrating Their 60th Wedding Anniversary! (1961 (No Frame))","Hewson's Gifts","4.85","352","13","1707","03/08/2020","2.73","70","4.5","2.12","3172","Stationery & Office Supplies","B08MYQC79W","https://www.amazon.co.uk/1961-Poster-Birthday-Celebrating-Anniversary/dp/B08MYQC79W/ref=sr_1_4307?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4307"
"","","19","Fablon 67.5 cm x 2 m Roll White Glossy","Fablon","8.71","338","14","2944","05/22/2013","2.41","802","4.4","6.3","7916","Home & Kitchen","B00CZ6V7WM","https://www.amazon.co.uk/Fablon-67-5-Roll-White-Glossy/dp/B00CZ6V7WM/ref=sr_1_4311?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4311"
"","","20","Russell Hobbs Mode Kettle 21400 - Black","Russell Hobbs","25.06","3123","121","78262","01/01/2011","19.05","13331","4.6","6.01","266","Home & Kitchen","B00SBEKEU8","https://www.amazon.co.uk/Russell-Hobbs-Mode-Kettle-21400/dp/B00SBEKEU8/ref=sr_1_4312?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4312"
"","","21","SodaStream Classics Diet Cola Syrup Naturally Flavoured Sparkling Drink Mix Soft Drink Maker No Aspartame - 440 ml","SodaStream","7.69","738","24","5675","08/12/2015","4.33","834","4.3","3.36","3812","Home & Kitchen","B013T58HKW","https://www.amazon.co.uk/SodaStream-Classics-Sparkling-Drink-440ml/dp/B013T58HKW/ref=sr_1_4313?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4313"
"","","22","WINOMO 3 Legged Race Bands Elastic Tie Rope Straps Birthday Party Games for Kids Legged Race Game Carnival Field Day Backyard and Relay Race Game Christmas game","WINOMO","16.99","168","6","2854","10/27/2017","12.07","71","4.4","4.92","10181","Toys & Games","B076X6WF8T","https://www.amazon.co.uk/WINOMO-Birthday-Carnival-Backyard-Christmas/dp/B076X6WF8T/ref=sr_1_4314?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4314"
"","","23","Birthday Dachshund Bunting Handmade Greeting Card with Party Blowers Envelope","Tache","3.95","402","10","1588","09/07/2017","1.97","608","4.8","1.98","4150","Stationery & Office Supplies","B075FMK2GD","https://www.amazon.co.uk/Tache-TC88-Handmade-Dachshund-Birthday/dp/B075FMK2GD/ref=sr_1_4315?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4315"
"","","24","Royal & Langnickel 12ml Gouache Painting Colour (Pack of 24)","Royal & Langnickel","9.49","452","16","4289","06/29/2012","5.83","2389","4.6","3.66","2533","Stationery & Office Supplies","B008FXVPYO","https://www.amazon.co.uk/Royal-Langnickel-Gouache-Painting-Colour/dp/B008FXVPYO/ref=sr_1_4316?dchild=1&keywords=-kvnjdsnfkjew&qid=1626013503&s=kitchen&sr=1-4316"
