"Export date: 7/11/2021, 6:15:20 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Faber-Castell Polychromos Artists' Single Pencil - Colour 199 Black","Faber-Castell","2.73","2121","70","5790","02/17/2011","1.26","4846","4.6","1.47","310","Stationery & Office Supplies","B003CXUQ4M","https://www.amazon.co.uk/Faber-Castell-Polychromos-Artists-Single-Pencil/dp/B003CXUQ4M/ref=sr_1_3388?dchild=1&keywords=-kvnjdsnfkjew&qid=1626009284&s=kitchen&sr=1-3388"
"Average Sales: 684","","2","Traditional Birthday Card Husband - 9 x 6 inches - Piccadilly Greetings","Piccadilly Greetings","1.99","770","27","1532","07/07/2019","0.64","930","4.8","1.35","1341","Stationery & Office Supplies","B07W6PBW9Y","https://www.amazon.co.uk/Wonderful-Husband-Your-Birthday-Card/dp/B07W6PBW9Y/ref=sr_1_3389?dchild=1&keywords=-kvnjdsnfkjew&qid=1626009284&s=kitchen&sr=1-3389"
"Average Sales Rank: 6,647","","3","Paxanpax Drain Outlet Hose and Hook 4 m Length 19 mm and 22mm Fitting","Paxanpax","6.19","215","7","1331","12/31/2015","3.06","427","4.7","3.13","18146","Home & Kitchen","B01B4LKIUK","https://www.amazon.co.uk/Europart-Drain-Outlet-Length-Fitting/dp/B01B4LKIUK/ref=sr_1_3390?dchild=1&keywords=-kvnjdsnfkjew&qid=1626009284&s=kitchen&sr=1-3390"
"Average Price: £10.11","","4","Ginger Ray Floral Confetti Happy Birthday Decorative Party Balloons 5 Pack","Ginger Ray","3.99","250","8","998","01/20/2020","2","51","4.4","1.99","8916","Home & Kitchen","B083QSLM1J","https://www.amazon.co.uk/Ginger-Ray-Confetti-Birthday-Decorative/dp/B083QSLM1J/ref=sr_1_3391?dchild=1&keywords=-kvnjdsnfkjew&qid=1626009284&s=kitchen&sr=1-3391"
"Average Reviews: 1,149","","5","Command UU001540614 Multi-Purpose Hooks","3M","3.97","401","13","1592","12/02/2014","2.31","2964","4.5","1.66","8013","Home & Kitchen","B00M3ZMVGG","https://www.amazon.co.uk/Command-17006CLR-UU001540614-Multi-Purpose-Hooks/dp/B00M3ZMVGG/ref=sr_1_3392?dchild=1&keywords=-kvnjdsnfkjew&qid=1626009284&s=kitchen&sr=1-3392"
"","","6","Happy Birthday Banner 18th Birthday Banner Boy Girl Birthday Party Decoration Gold Stars Balloon Birthday Poster Party Photo Booth Backdrop Background Banner for Garden Table Wall Decoration","LECONCES","7.99","213","8","1702","04/23/2021","5.72","5","4.8","2.27","7448","Toys & Games","B093B49W2F","https://www.amazon.co.uk/Birthday-Decoration-Balloon-Backdrop-Background/dp/B093B49W2F/ref=sr_1_3393?dchild=1&keywords=-kvnjdsnfkjew&qid=1626009284&s=kitchen&sr=1-3393"
"","","7","Surflyee 50 Pieces Clear Cupcake BoxesSingle Cupcake Boxes4.5 Inch Individual Cupcake Box for Large Muffin Salad Cheese Cakes PastaSuitable for Home BakingGifts Party WeddingCake Shop","Surflyee","9.99","624","19","6234","02/22/2021","6.28","77","3.1","3.71","5329","Home & Kitchen","B08X41FC25","https://www.amazon.co.uk/Surflyee-Cupcake-Individual-Suitable-Wedding/dp/B08X41FC25/ref=sr_1_3394?dchild=1&keywords=-kvnjdsnfkjew&qid=1626009284&s=kitchen&sr=1-3394"
"","","8","Toilet Brush and Holder 2 Pack Silicone Toilet Cleaning Brush with Quick Drying Holder 3.2 x 5.5 Inches Gray & White (Flooring/Mounted Wall)","Hulameda","15.99","2385","79","38136","08/21/2019","11.36","2376","4.5","4.63","684","Home & Kitchen","B07W115KLR","https://www.amazon.co.uk/Toilet-Silicone-Cleaning-Flooring-Mounted/dp/B07W115KLR/ref=sr_1_3385?dchild=1&keywords=-kvnjdsnfkjew&qid=1626009284&s=kitchen&sr=1-3385"
"","","9","SONGMICS 3-Tier Shoe Rack Stackable Shoe Organiser 9-12 Pairs of Shoes Metal Shoe Rack Storage for Entryway Living Room Bathroom Black LMR17BK","SONGMICS","22.99","88","4","2023","05/04/2020","17.29","271","4.6","5.7","39963","Home & Kitchen","B081Q2JHLN","https://www.amazon.co.uk/SONGMICS-Stackable-Organiser-Entryway-Bathroom/dp/B081Q2JHLN/ref=sr_1_3386?dchild=1&keywords=-kvnjdsnfkjew&qid=1626009284&s=kitchen&sr=1-3386"
"","","10","Wham Bam 4.02 Ice White Plastic Studio Storage Baskets Office Home & Kitchen Tidy Organiser 25.5 x 17 x 11cm (5 Baskets)","Wham Bam","11.43","1120","37","12802","05/15/2019","7.5","2199","4.7","3.93","2016","Home & Kitchen","B07RXXM4KS","https://www.amazon.co.uk/Wham-Bam-Plastic-Storage-Organiser/dp/B07RXXM4KS/ref=sr_1_3387?dchild=1&keywords=-kvnjdsnfkjew&qid=1626009284&s=kitchen&sr=1-3387"
"","","11","Kilner Standard Rubber Seals for Clip Top Jars Orange 0.35L-2L","Kilner","3.40","489","16","1663","03/10/2011","1.83","1541","4.7","1.57","6622","Home & Kitchen","B004O8SCMM","https://www.amazon.co.uk/Kilner-Standard-Rubber-Seals-Orange/dp/B004O8SCMM/ref=sr_1_3388?dchild=1&keywords=-kvnjdsnfkjew&qid=1626009284&s=kitchen&sr=1-3388"
"","","12","Whitebox Ball Point Pen Black Medium [Pack of 50]","White Box","4.96","567","18","2812","10/03/2009","2.02","294","4.5","2.94","2757","Stationery & Office Supplies","B002RDQZES","https://www.amazon.co.uk/Whitebox-Ball-Point-Black-Medium/dp/B002RDQZES/ref=sr_1_3389?dchild=1&keywords=-kvnjdsnfkjew&qid=1626009284&s=kitchen&sr=1-3389"
"","","13","H&S Kettle Spout Brush Pipe Cleaners Teapot Nozzle Brush Set Bottle Tube Brush Glasses Straw Cleaning Brush","SH","4.99","1597","53","7969","06/01/2017","2.72","2174","4.5","2.27","574","Grocery","B072Q35687","https://www.amazon.co.uk/dp/B072Q35687"
"","","14","Everbuild SGNEWPOWER-EBD Power Pro Heavy Duty Sealant / Adhesive Cartridge Applicator Gun Multi 21.0 cm*47.5 cm*7.5 cm","Everbuild","10.99","886","29","9737","05/01/2007","7.46","2056","4.8","3.53","1057","DIY & Tools","B002SHDICK","https://www.amazon.co.uk/dp/B002SHDICK"
"","","15","5 x Chrome Silver Spring Door Stop Stops Stopper Doorstop Inc Fixings & Screws","SmartHome","2.43","323","13","785","12/16/2013","1.08","1757","4.6","1.35","4292","DIY & Tools","B00HCLAAQE","https://www.amazon.co.uk/Chrome-Silver-Stopper-Doorstop-Fixings/dp/B00HCLAAQE/ref=sr_1_3392?dchild=1&keywords=-kvnjdsnfkjew&qid=1626009284&s=kitchen&sr=1-3392"
