"Export date: 7/11/2021, 7:15:56 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","RED OCEAN Goodbye Tension Hello Pension Funny Rhyme Wooden Plaque Gift Retirement Sign Present Wood 20x1x10 cm","RED OCEAN","3.99","731","22","2917","05/08/2015","2.33","573","4.6","1.66","4367","Home & Kitchen","B00XCRDOO2","https://www.amazon.co.uk/RED-OCEAN-Goodbye-Tension-Retirement/dp/B00XCRDOO2/ref=sr_1_4060?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012919&s=kitchen&sr=1-4060"
"Average Sales: 642","","2","EPOSGEAR Single Copy Tear-Off Slip Restaurant Cafe Takeaway Pub Food Waiter Waitress Numbered Order Pads - 62mm x 127mm (10)","EPOSGEAR","6.00","7","0","42","07/13/2010","2.9","172","4.5","3.1","","","B003VRRHEG","https://www.amazon.co.uk/EPOSGEAR-Tear-Off-Restaurant-Takeaway-Waitress/dp/B003VRRHEG/ref=sr_1_4061?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012919&s=kitchen&sr=1-4061"
"Average Sales Rank: 9,648","","3","edding 1255 Calligraphy Pen - Black - 3 Pens - Calligraphy Nib 2 - 5 mm - Fibre Pens for Paper Wood Terracotta Canvas - Hand Lettering Bullet Journals Thank You Cards Calligraphy Books","Edding","5.25","755","31","3964","01/01/2007","3.4","2106","4.4","1.85","1106","Stationery & Office Supplies","B000SHQFEA","https://www.amazon.co.uk/edding-1255-Calligraphy-Pen-Pack/dp/B000SHQFEA/ref=sr_1_4062?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012919&s=kitchen&sr=1-4062"
"Average Price: £14.29","","4","12pcs Bed Slat Centre Caps Holders 24pcs Side Slat Bracket Cover (63mmx9mm Inside)Replacement Plastic Bed Slat Holders Kits Bundlesfor Single and Double bedsConnector Accessories (Black)","None-Branded","15.99","240","9","3838","12/01/2020","11.33","49","4.3","4.66","14711","Home & Kitchen","B08PCZ9J53","https://www.amazon.co.uk/Holders-63mmx9mm-Replacement-beds%EF%BC%8CConnector-Accessories/dp/B08PCZ9J53/ref=sr_1_4063?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012919&s=kitchen&sr=1-4063"
"Average Reviews: 882","","5","caicainiu Superhero Balloon Garland Arch Kit Superhero Birthday Party Decoration Supplies Includes Happy Birthday Banner Perfect for Kids Boys Girls Birthday Party Decorations","caicainiu","17.99","243","6","4372","03/29/2021","13.06","16","4.6","4.93","9473","Toys & Games","B0919MQHMF","https://www.amazon.co.uk/caicainiu-Superhero-Birthday-Decoration-Decorations/dp/B0919MQHMF/ref=sr_1_4064?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012919&s=kitchen&sr=1-4064"
"","","6","Funnlot VE Day Flag Union Jack Bunting Union Jack Flag 5ft X 3ft  British Flag VE Day Party Decorations VE Day Bunting 15pcs Union Jack Flag on Stick for VE Day Decorations Football Games Bunting","Funnlot","10.99","63","6","692","03/13/2021","7.1","6","4.9","3.89","10497","Toys & Games","B08YWSPFQD","https://www.amazon.co.uk/Funnlot-Bunting-British-Decorations-Football/dp/B08YWSPFQD/ref=sr_1_4065?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012919&s=kitchen&sr=1-4065"
"","","7","Amscan 994138 - Summer Party Inflatable Limbo Stick - 1.8 m","amscan","2.68","340","12","911","08/13/2007","1.22","516","4.2","1.46","10468","Home & Kitchen","B0057UXJOC","https://www.amazon.co.uk/amscan-International-Inflatable-Limbo-Hawaiian/dp/B0057UXJOC/ref=sr_1_4066?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012919&s=kitchen&sr=1-4066"
"","","8","Minky TS10190101 Sink Tidy White 8.3 x 22.5 x 15.5 cm","Minky","7.99","274","9","2189","09/23/2016","4.59","1192","4.5","3.4","14346","Home & Kitchen","B01M07ZUWJ","https://www.amazon.co.uk/Minky-Sink-Tidy-White-22-5/dp/B01M07ZUWJ/ref=sr_1_4057?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012919&s=kitchen&sr=1-4057"
"","","9","Purple Birthday Decorations Pastel Purple Balloons Macaron Purple Grey Balloons Arch Garland Kit Metallic Purple Silver Balloons Purple Confetti Balloons White Balloons Tying Tool Balloon Strip","APERIL","13.98","219","6","3062","03/19/2021","9.66","14","3.9","4.32","9859","Toys & Games","B08ZJ55G98","https://www.amazon.co.uk/Birthday-Decorations-Balloons-Metallic-Confetti/dp/B08ZJ55G98/ref=sr_1_4058?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012919&s=kitchen&sr=1-4058"
"","","10","Dewalt DT6952-QZ Masonry drill bit-Set (5 Piece)","DEWALT","6.98","4305","99","30049","01/24/2010","3.95","5687","4.7","3.03","220","DIY & Tools","B0013LEMT0","https://www.amazon.co.uk/DeWalt-DT6952QZ-0-10-0-Masonry-Drill/dp/B0013LEMT0/ref=sr_1_4059?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012919&s=kitchen&sr=1-4059"
"","","11","Tefal 7PC EXCITE NON-STICK POT PAN FRYPAN SAUCEPAN FRYING COOKWARE SET BLACK Silicone","Tefal","59.99","241","12","14458","05/26/2015","46.73","671","4.5","13.26","9953","Home & Kitchen","B00YAYK3ZE","https://www.amazon.co.uk/Tefal-Non-Stick-Saucepan-COOKWARE-Silicone/dp/B00YAYK3ZE/ref=sr_1_4060?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012919&s=kitchen&sr=1-4060"
"","","12","Acen Keep Calm I'm A Teenager Mug Cup Gift Retro Ceramic White 9 x 9 x 9 cm","Unknown","7.99","240","7","1918","03/31/2014","4.59","447","4.5","3.4","18756","Home & Kitchen","B00JDNIQ7Y","https://www.amazon.co.uk/Acen-Teenager-Retro-Ceramic-White/dp/B00JDNIQ7Y/ref=sr_1_4061?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012919&s=kitchen&sr=1-4061"
