"Export date: 7/11/2021, 5:39:58 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Double Oven Glove Curious Dogs","Cooksmart","6.97","366","13","2551","09/04/2020","3.69","120","4.5","3.28","9340","Home & Kitchen","B08HJCKR7D","https://www.amazon.co.uk/Double-Oven-Glove-Curious-Dogs/dp/B08HJCKR7D/ref=sr_1_2428?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2428"
"Average Sales: 885","","2","Ossian Wall Mounted 2 in 1 Can Crusher and Bottle Opener  Premium Heavy Duty 16oz 500ml Aluminium Drinking Tin Can Kitchen Recycle Tool with Soft Grip Foam Handle and Bottle Opener","Ossian","11.49","165","7","1896","05/17/2019","","103","4.3","","19379","Home & Kitchen","B07S3GHMP4","https://www.amazon.co.uk/Ossian-Mounted-Crusher-Bottle-Opener/dp/B07S3GHMP4/ref=sr_1_2429?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2429"
"Average Sales Rank: 5,034","","3","Henbrandt 10x Puzzle Snakes 22cm Twist Puzzles Fidget Snakes Developmental Toys Assorted Colours Kids Party Favour Loot Bag Filler Lucky Dip for Boys and Girls","HENBRANDT","4.80","386","21","1853","05/29/2015","1.86","388","3.9","2.94","2339","Toys & Games","B00YGN1AC4","https://www.amazon.co.uk/HENBRANDT-Snakes-Retro-Puzzles-Fillers/dp/B00YGN1AC4/ref=sr_1_2430?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2430"
"Average Price: £13.86","","4","MIILYE Double Sided Tape for Clothing Fabric Fashion and Body Skin Transparent Clear BraTape for Dresses 60 Count (1' x 3' Strips)","MIILYE","7.49","41","1","307","10/22/2020","5.29","207","4.2","2.2","","","B083W82KHJ","https://www.amazon.co.uk/MIILYE-Clothing-Fashion-Transparent-BraTape/dp/B083W82KHJ/ref=sr_1_2431?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2431"
"Average Reviews: 962","","5","KitchenCraft 50 ml Glass Mini Measures (1-Pack)","KitchenCraft","5.26","339","15","1783","10/08/2013","2.28","1301","4.5","2.98","7685","Home & Kitchen","B00CCTLIQW","https://www.amazon.co.uk/KitchenCraft-Glass-Mini-Measures-1-Pack/dp/B00CCTLIQW/ref=sr_1_2432?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2432"
"","","6","JOMARTO Seat Cushion Memory Foam Cushions for Coccyx Tailbone Sciatica Pain Relief Orthopedic Car Seat Cushion Pads Lower Back Support for Office Chair Car Seat Wheelchair (Black)","JOMARTO","16.99","978","35","16616","07/30/2020","10.31","338","4.5","6.68","2233","Home & Kitchen","B08FC9SNYM","https://www.amazon.co.uk/JOMARTO-Cushions-Tailbone-Orthopedic-Wheelchair/dp/B08FC9SNYM/ref=sr_1_2433?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2433"
"","","7","Bobeen Vacuum Storage Bags 6 Pack (2 Jumbo + 2 Large + 2 Medium) Double-Zip Seal for Clothes Duvets Bedding Pillows Mattress Quilt Sweaters Dress Coats Curtains Blankets","Bobeen","14.99","4564","59","68414","05/15/2020","10.52","1207","4.4","4.47","959","Home & Kitchen","B088NHY4MV","https://www.amazon.co.uk/Bobeen-Double-Zip-Mattress-Sweaters-Curtains/dp/B088NHY4MV/ref=sr_1_2434?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2434"
"","","8","50 Citronella Garden Tea Light Candles","Country Club","5.30","485","23","2571","02/14/2011","2.28","2319","4.3","3.02","4106","Home & Kitchen","B004XL757S","https://www.amazon.co.uk/Citronella-Garden-Tea-Light-Candles/dp/B004XL757S/ref=sr_1_2425?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2425"
"","","9","Craft Planet Glitter Shaker Pack of 6 Multi-Colour","Craft Planet","3.00","272","14","816","09/23/2010","1.49","394","4.6","1.51","8423","Home & Kitchen","B00447MIPU","https://www.amazon.co.uk/Craft-Planet-Glitter-Shaker-Multi-Colour/dp/B00447MIPU/ref=sr_1_2426?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2426"
"","","10","La Sauce de MONIN Caramel 500 ml","Monin","5.50","1790","59","9845","12/08/2010","2.48","2725","4.6","3.02","788","Grocery","B000WJCBGU","https://www.amazon.co.uk/Monin-Caramel-Sauce-500-ml/dp/B000WJCBGU/ref=sr_1_2427?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2427"
"","","11","Aigostar Tower Fan 30 Oscillating Tower Fan with 3 Speeds Quiet Standing Cooling Fan 70 Oscillation Portable Floor Bladeless Fan for Bedroom Living Rooms Office White - Duke 33SEM","Aigostar","39.99","272","12","10877","11/05/2020","28.9","114","4.1","11.09","10695","Home & Kitchen","B08MTFR4YL","https://www.amazon.co.uk/Aigostar-aigostar/dp/B08MTFR4YL/ref=sr_1_2428?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2428"
"","","12","Amazing Powermop Absorbing Pad Refills Fast & Easy Multi-Surface Pads for Any Type of Floor - 16 Refils","A2Z Home Solutions","11.99","378","15","4532","05/14/2020","","113","4.5","","4077","Grocery","B088M27F1X","https://www.amazon.co.uk/Amazing-Powermop-Absorbing-Refills-Multi-Surface/dp/B088M27F1X/ref=sr_1_2429?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2429"
"","","13","Galt Toys Water Magic - Farm Colouring Book for Children Ages 3 Years Plus","Galt","5.91","1247","58","7370","01/01/2008","3.96","2567","4.6","1.95","994","Home & Kitchen","B0017ISFE2","https://www.amazon.co.uk/Galt-Toys-Water-Colouring-Children/dp/B0017ISFE2/ref=sr_1_2430?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2430"
"","","14","4th Birthday Card - Frozen 2 Birthday Card - Girls Birthday Card - Featuring Princess Anna Princess Elsa and Olaf","UK Greetings","2.49","352","13","876","11/23/2019","","579","4.8","","3170","Stationery & Office Supplies","B081X4WLFW","https://www.amazon.co.uk/4th-Birthday-Card-Frozen-Gifts/dp/B081X4WLFW/ref=sr_1_2431?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2431"
"","","15","Gutermann Extra Strong Thread Polyester Black 100 m","Gutermann","3.99","1020","29","4070","07/18/2012","1.17","1949","4.7","2.82","2900","Home & Kitchen","B003W0HAT4","https://www.amazon.co.uk/Gutermann-100mtr-Strong-Polyester-5-5x2-5x2-5/dp/B003W0HAT4/ref=sr_1_2432?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2432"
"","","16","Dad Birthday Card from Daughter - Dad Birthday Card - Birthday Card for Him - Boofle Birthday Card","Boofle","2.49","1596","45","3974","03/14/2019","1.06","1445","4.8","1.43","676","Stationery & Office Supplies","B07PNJP7KH","https://www.amazon.co.uk/Boofle-Your-Daughter-Birthday-Card/dp/B07PNJP7KH/ref=sr_1_2433?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2433"
"","","17","TP101 Food Temperature Probe;146mm & 29gfor Cooking Food Digital Multi-Functional Thermometer Great for MeatWaterBBQTurkeyChickenFishGrillMilk; Kitchen Essential","I.E","3.72","438","9","1629","12/02/2020","0.94","64","4.1","2.78","15440","Home & Kitchen","B08PF4NMBR","https://www.amazon.co.uk/Temperature-Cooking-Multi-Functional-Thermometer-Essential/dp/B08PF4NMBR/ref=sr_1_2434?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2434"
"","","18","Puckator Plush Game Over Controller Shaped Cushion Home Decorative Gaming Gift Novelty Shape 11.5x35x8cm","Puckator","7.77","379","17","2945","12/29/2018","4.4","1297","4.5","3.37","6406","Home & Kitchen","B07LBYLGWK","https://www.amazon.co.uk/Pretty-London-Plush-Controller-Cushion/dp/B07LBYLGWK/ref=sr_1_2435?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2435"
"","","19","Powerful Masticating Juicer for Whole Fruits and Vegetables Fresh Healthy Juice Sorbet Ice Cream Wide Mouth 75mm Feeding Chute BPA Free 240-Watt Cold Press Black Stainless Steel Fridja f1900","Fridja","149.99","468","21","70195","03/20/2018","","1161","4.4","","4699","Home & Kitchen","B07BL2B2NS","https://www.amazon.co.uk/Powerful-Masticating-Vegetables-Stainless-Fridja/dp/B07BL2B2NS/ref=sr_1_2439?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2439"
"","","20","MINTHE Sewing Pins 100 Pack Pins Sewing Dressmaking Pins Sewing Pins Dressmaking Sewing Pins Coloured Heads Quilting Pins Fabric Pins Dress Making Pins Loose Cover Pins Head Pins","MINTHE","2.29","974","24","2230","12/03/2020","0.89","442","4.5","1.4","3915","Home & Kitchen","B08PKPVHLB","https://www.amazon.co.uk/MINTHETM-Sewing-Dressmaking-Coloured-Quilting/dp/B08PKPVHLB/ref=sr_1_2440?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2440"
"","","21","OASIS Floral Foam Brick","CRAFTY CAPERS","4.50","673","23","3029","11/11/2008","1.63","1305","4.6","2.87","4036","Home & Kitchen","B0037VIZJW","https://www.amazon.co.uk/CRAFTY-CAPERS-1140-OASIS-Floral/dp/B0037VIZJW/ref=sr_1_2441?dchild=1&keywords=-kvnjdsnfkjew&qid=1626007161&s=kitchen&sr=1-2441"
