"Export date: 7/11/2021, 6:06:25 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","VEGCOO 150 Pcs Silky Tassels 40 Colors Handmade Bookmarks Pendant Gold Tassel with Cord Loop for Jewelry Making DIY Craft Accessory (40 Colors)","VEGCOO","6.99","341","11","2384","12/10/2020","4.87","61","4.3","2.12","4588","Home & Kitchen","B08Q76TRWT","https://www.amazon.co.uk/VEGCOO-Tassels-Handmade-Bookmarks-Accessory/dp/B08Q76TRWT/ref=sr_1_3148?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008748&s=kitchen&sr=1-3148"
"Average Sales: 715","","2","Oaktree UK Sparkling Fizz Black & Gold 50th Birthday Flag Bunting","Oaktree UK","2.15","349","11","750","12/10/2018","0.31","686","4.7","1.84","7757","Toys & Games","B07L8DYZTP","https://www.amazon.co.uk/Oaktree-UK-Sparkling-Birthday-Bunting/dp/B07L8DYZTP/ref=sr_1_3149?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008748&s=kitchen&sr=1-3149"
"Average Sales Rank: 4,114","","3","Me To You Bear Thank You Nursery Teacher My Dinky Card","Me To You Bear","2.64","87","2","230","03/04/2020","...","11","5","","3150","Stationery & Office Supplies","B085GJ66XX","https://www.amazon.co.uk/Me-You-Bear-Nursery-Teacher/dp/B085GJ66XX/ref=sr_1_3150?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008748&s=kitchen&sr=1-3150"
"Average Price: £12.53","","4"," Citronella Candles Outdoors Large 2 x 14oz Citronella Scented Candle 100% Soy Wax Citronella Candle for Outdoor Indoor Home Garden Patio CampingB08TMMTTG7","KWANITHINK","16.99","250","8","4248","01/21/2021","12.21","48","4.4","4.78","10032","Home & Kitchen","KWANITHINK","https://www.amazon.co.uk/KWANITHINK-Citronella-Candles-Outdoors-Scented/dp/B08TMMTTG7/ref=sr_1_3151?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008748&s=kitchen&sr=1-3151"
"Average Reviews: 569","","5","100 x Strong Medium White Plastic Vest Carrier Bags 10x15x18' *FREE P&P!*","Fasttrack wholesalers","3.50","494","16","1729","12/10/2014","0.75","526","4.2","2.75","9814","Home & Kitchen","B00QTZZKW8","https://www.amazon.co.uk/Strong-Medium-Plastic-Carrier-10x15x18/dp/B00QTZZKW8/ref=sr_1_3152?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008748&s=kitchen&sr=1-3152"
"","","6","OakTree 624375' Happy 5th Birthday Foil Holographic Banner Pink/BPWFA-3942 9 ft","OakTree","1.40","280","9","392","04/26/2013","0.1","424","4.7","1.3","3654","Toys & Games","B00LKLXFE6","https://www.amazon.co.uk/OakTree-624375-Birthday-Holographic-BPWFA-3942/dp/B00LKLXFE6/ref=sr_1_3153?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008748&s=kitchen&sr=1-3153"
"","","7","Pack of 24 British Wildlife Greeting Cards. Blank Cards and Envelopes. Eco-friendly Cards Envelopes and Box. Blank Inside.","Absolutely Yours","9.95","323","10","3214","03/09/2021","6.76","60","4.7","3.19","1218","Stationery & Office Supplies","B08YDGMQFX","https://www.amazon.co.uk/Wildlife-Greeting-Envelopes-Eco-friendly-Envelopes/dp/B08YDGMQFX/ref=sr_1_3154?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008748&s=kitchen&sr=1-3154"
"","","8","Smart Temperature Control Kettle AICOOK Kettle With Intelligent One Touch LED Display Keep Warm Function & Safety Off 2200W Fast Boil Double Wall Cool Touch 100% Stainless Steel Inner","AICOOK","43.34","333","11","14432","01/09/2021","34.53","74","4.5","8.81","10603","Home & Kitchen","B08SJV5X5J","https://www.amazon.co.uk/dp/B08SJV5X5J"
"","","9","WOWGO Cordless Vacuum Cleaner4 in1 Lightweight Handheld Stick Vacuum Cleaner2600mAh Removeable BatteryLED Motorized Brush4 Stages Filtration SystemHigh Density HEPATelescopic Tubel & Ultra Quiet","WOWGO","59.49","203","6","12076","09/08/2020","48.21","85","4.2","11.28","4354","Home & Kitchen","B08HMKMXD4","https://www.amazon.co.uk/dp/B08HMKMXD4"
"","","10","Dudu N Girlie 100 Percent Cotton Travel Cot Waterproof Fitted Sheet 65 cm x 95 cm","DUDU N GIRLIE","7.99","165","5","1318","03/06/2018","...","377","4.5","","1484","Baby Products","B079C5BCQ7","https://www.amazon.co.uk/Girlie-Percent-Cotton-Travel-Waterproof/dp/B079C5BCQ7/ref=sr_1_3147?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008748&s=kitchen&sr=1-3147"
