"Export date: 7/11/2021, 6:08:13 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Yewrrite Pizza Peel Set Stainless Steel Pizza Cutter + Pizza Peel + Pizza Shovel with Foldable Wooden Handle Pizza Shovel for Baking Homemade Pizza/Bread Pies/Cookies","Yewrrite","25.98","214","7","5560","05/06/2021","19.83","30","4.9","6.15","27965","Home & Kitchen","B0924YZTYY","https://www.amazon.co.uk/Yewrrite-Stainless-Foldable-Homemade-Cookies/dp/B0924YZTYY/ref=sr_1_3196?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008856&s=kitchen&sr=1-3196"
"Average Sales: 1,380","","2","Cutlery Tray Organiser Homikit Plastic Cutlery Drawer Organiser/Divider 5 Compartments Utensil Tray Silverware Holder Kitchen/Office/School Storage Non-Slip Rubber Feet White & Grey - 32.6x29cm","Homikit","15.99","108","3","1727","02/25/2021","11.36","11","4.8","4.63","17205","Home & Kitchen","B08XKDV819","https://www.amazon.co.uk/Organiser-Homikit-Compartments-Silverware-Non-Slip/dp/B08XKDV819/ref=sr_1_3197?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008856&s=kitchen&sr=1-3197"
"Average Sales Rank: 7,222","","3","SPARES2GO Anti-Calc Filter Cartridges for Tefal Fasteo Liberty Easy Steam Iron (Pack of 2)","Spares2go","18.49","533","17","9855","12/21/2017","13.48","576","4.5","5.01","7893","Home & Kitchen","B07KW9WHPJ","https://www.amazon.co.uk/SPARES2GO-Anti-Calc-Filter-Cartridges-Liberty/dp/B07KW9WHPJ/ref=sr_1_3198?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008856&s=kitchen&sr=1-3198"
"Average Price: £15.09","","4","Stamford INC. 37322 Premium Aromatherapy Hex Range Sticks-Relaxing Stress Relief Meditation Refreshing Sensuality & Energising Incense Gift Pack Black One Size","Stamford","4.99","660","22","3293","11/16/2015","2.64","2737","4.6","3.05","4213","Home & Kitchen","B08CNLD6KP","https://www.amazon.co.uk/Stamford-37322-Aromatherapy-Sticks-Relaxing-Meditation/dp/B08CNLD6KP/ref=sr_1_3199?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008856&s=kitchen&sr=1-3199"
"Average Reviews: 1,419","","5","Cake Decorating Supplies Kit Set of 428 Baking Pastry Tools with 4 Packs Springform Cake Pans Non-Stick Pastry Mat Turntable StandCake Leveler Russian and Ball Icing Tips with Pattern Chart","BoYun","29.99","144","4","4319","12/07/2020","21.32","42","4.6","8.67","12450","Home & Kitchen","B08PV2BHJ5","https://www.amazon.co.uk/Decorating-Supplies-Springform-Non-Stick-Turntable/dp/B08PV2BHJ5/ref=sr_1_3200?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008856&s=kitchen&sr=1-3200"
"","","6","Ice Cube Tray Silicone with Lids Square 24 Ice Cube Mould Flexible Ice Cube Molds for Whiskey Cocktail Water Drinks (Green)","JYSDCXC","3.99","967","32","3858","03/23/2021","1.17","57","4.1","2.82","3747","Home & Kitchen","B08ZS5XN34","https://www.amazon.co.uk/Silicone-Square-Flexible-Whiskey-Cocktail/dp/B08ZS5XN34/ref=sr_1_3201?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008856&s=kitchen&sr=1-3201"
"","","7","IKEA Kalas Childrens Mugs 6Pcs Assorted","Ikea","7.95","370","12","2942","08/26/2011","4.55","1248","4.7","3.4","10421","Home & Kitchen","B005JFBH12","https://www.amazon.co.uk/Ikea-Kids-Mug-Assorted-17/dp/B005JFBH12/ref=sr_1_3202?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008856&s=kitchen&sr=1-3202"
"","","8","Pro Breeze 4.2L Air Fryer 1400W with Digital Display Timer and Fully Adjustable Temperature Control for Healthy Oil Free & Low Fat Cooking","Pro Breeze","62.99","1123","37","70738","06/20/2018","49.27","4064","4.6","13.72","1696","Home & Kitchen","B07DX87F32","https://www.amazon.co.uk/Pro-Breeze-Digital-Adjustable-Temperature/dp/B07DX87F32/ref=sr_1_3193?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008856&s=kitchen&sr=1-3193"
"","","9","Metallic Marker Pens XSG Set of 10 Colors Paint Markers for Black PaperRock Painting Card MakingDIY Photo Album Scrapbook Crafts Metal Wood Ceramic Glass (Medium tip)","ABEIER","5.95","5132","55","30535","06/08/2020","3.66","1408","4.4","2.29","1083","Home & Kitchen","B089SF8JFC","https://www.amazon.co.uk/dp/B089SF8JFC"
"","","10","MASK-ARADE Official Licensed Gareth Southgate Card Cutout Face Mask with Elastic String attached","Mask-Arade","5.99","513","17","3073","03/28/2018","...","5","4.7","","746","Toys & Games","B07FDDD2XZ","https://www.amazon.co.uk/MASK-ARADE-Official-Licensed-Southgate-attached/dp/B07FDDD2XZ/ref=sr_1_3195?dchild=1&keywords=-kvnjdsnfkjew&qid=1626008856&s=kitchen&sr=1-3195"
