"Export date: 7/11/2021, 6:33:52 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","JUMKEET Laptop StandFoldable Portable Ventilated Desktop Laptop HolderUniversal Lightweight&Adjustable Ergonomic Tray Mount Compatible with iM(ac)/Laptop/Notebook Computer/Tablet (Black)","Jumkeet","11.99","4292","143","51461","04/01/2019","7.98","6962","4.4","4.01","329","Home & Kitchen","B07Q9LW4DM","https://www.amazon.co.uk/JUMKEET-Ventilated-Lightweight-Adjustable-Compatible/dp/B07Q9LW4DM/ref=sr_1_3628?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010394&s=kitchen&sr=1-3628"
"Average Sales: 1,043","","2","Tobar 13049 French Skipping Elastic Multicolour","Tobar","2.99","213","7","637","09/23/2010","1.48","230","4.5","1.51","8503","Toys & Games","B00448MIJU","https://www.amazon.co.uk/Tobar-13049-French-Skipping-Elastic/dp/B00448MIJU/ref=sr_1_3629?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010394&s=kitchen&sr=1-3629"
"Average Sales Rank: 6,203","","3","8 Food Storage Bag Clips Freezer Bag Sealing Clips","Unknown","4.75","465","15","2209","03/25/2014","2.97","917","4.4","1.78","7815","Home & Kitchen","B00J9PR2PS","https://www.amazon.co.uk/Food-Storage-Clips-Freezer-Sealing/dp/B00J9PR2PS/ref=sr_1_3630?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010394&s=kitchen&sr=1-3630"
"Average Price: £9.46","","4","Method Wooden Floor Cleaner Refill Almond 2 L","Method","8.00","5577","185","44616","01/20/2020","...","7362","4.6","","46","Grocery","B084HT3HBV","https://www.amazon.co.uk/Method-Floor-Cleaner-Almond-Refill/dp/B084HT3HBV/ref=sr_1_3631?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010394&s=kitchen&sr=1-3631"
"Average Reviews: 1,561","","5","Acrylic Paint Set 15pc Set inc 12 Premium Quality Non-Toxic & Vibrant Colours 3 Brushes","The Glowhouse","6.95","538","17","3739","02/04/2021","4.84","168","4.6","2.11","6942","Home & Kitchen","B08VVV3L3C","https://www.amazon.co.uk/Acrylic-Premium-Quality-Non-Toxic-Vibrant/dp/B08VVV3L3C/ref=sr_1_3632?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010394&s=kitchen&sr=1-3632"
"","","6","Thank You Card - Teacher Teaching Assistant Nursery Teacher - Thank You for Putting up with me - K4","Cheeky Chops Cards","3.26","223","7","727","09/19/2016","...","17","5","","2732","Stationery & Office Supplies","B07D7BC1B1","https://www.amazon.co.uk/Thank-You-Card-Teaching-Assistant/dp/B07D7BC1B1/ref=sr_1_3633?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010394&s=kitchen&sr=1-3633"
"","","7","MARIGOLD Extra-Life Kitchen Gloves Medium Case of 6","MARIGOLD","12.18","445","14","5420","02/27/2021","8.14","1079","4.7","4.04","2930","Grocery","B01N91EF1V","https://www.amazon.co.uk/dp/B01N91EF1V"
"","","8","Mytisma Acrylic Paint Set of 24 (12ml) Highly Pigmented and Vibrant Colours with 5 Brushes 1 Canvas 1 Palette for Paper Wood Ceramic and Glass- for Kids and Adults","Mytisma","12.47","1128","37","14066","07/17/2020","8.35","121","4.6","4.12","1496","Home & Kitchen","B08D6ZBLXD","https://www.amazon.co.uk/Acrylic-Paints-Tubes-Kids-Artists/dp/B08D6ZBLXD/ref=sr_1_3625?dchild=1&keywords=-kvnjdsnfkjew&qid=1626010394&s=kitchen&sr=1-3625"
"","","9","120 Pieces Premium Red Party Balloons Bulk 12 Inch Strong Latex Ballons for Birthday Party Wedding Arch Decoration or Kids Toy","Kidsky","9.99","203","6","2028","09/22/2020","6.25","45","4.3","3.74","1049","Toys & Games","B08JPHGYPS","https://www.amazon.co.uk/dp/B08JPHGYPS"
"","","10","BRITA P1000 water filter cartridge compatible with all BRITA filter taps for chlorine and limescale reduction 1 pack","BRITA","41.99","2182","72","91622","09/14/2010","32.92","3946","4.7","9.07","882","Home & Kitchen","B003X26VS2","https://www.amazon.co.uk/dp/B003X26VS2"
