"Export date: 7/11/2021, 5:59:59 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Morphy Richards 400510 Hand Mixer Electric Whisk with 2 Stainless Steel Beaters 5 Speed Selection with Turbo Boost Button Ejection Button 250 W White","Morphy Richards","17.99","563","18","10128","02/07/2017","13.06","3073","4.6","4.93","1116","Home & Kitchen","B01MV028B3","https://www.amazon.co.uk/dp/B01MV028B3"
"Average Sales: 875","","2","Hawaiian Leis Garland Necklace36Pcs Colorful Ruffle Rainbow FlowersTropical Luau Flower Lei Silk for Summer Theme Dress Party DecorationsBeach Vacation Birthday Party FavorsWedding Party Supplies","Jodsen","15.99","87","2","1391","04/09/2021","11.36","6","3.6","4.63","13194","Toys & Games","B0924RJP8Q","https://www.amazon.co.uk/dp/B0924RJP8Q"
"Average Sales Rank: 12,010","","3","BG Electrical 852-01 Switched Fused Connection Unit with a Power Indicator 13 Amp White","BG Electrical","5.00","277","9","1385","03/25/2011","2.18","779","4.7","2.82","4750","DIY & Tools","B004TRRQC0","https://www.amazon.co.uk/dp/B004TRRQC0"
"Average Price: £10.15","","4","Bar Keepers Friend Universal Multi Surface Cleaner Stain Remover Power Cream (Pack of 3 350ml)","Bar Keepers Friend","7.90","325","10","2568","11/10/2016","4.51","281","4.7","3.39","5013","Grocery","B01N3YG5OZ","https://www.amazon.co.uk/dp/B01N3YG5OZ"
"Average Reviews: 1,335","","5","SENMUT Wood Slices Natural Log Slices 20Pcs 9-10 cm Unfinished Wooden Circles for Garden Wooden Discs Christmas Decorations Wooden Hearts for Crafting Arts Wood Craft Supplies with Small Eye Screws","SENMUT","10.98","120","4","1318","07/16/2020","7.12","3","3.6","3.86","17749","Home & Kitchen","B08D3WF85X","https://www.amazon.co.uk/dp/B08D3WF85X"
"","","6","Caterpack Enviro Wooden Spoons | 100 Pack | Size: 6.25'","Caterpack","3.82","973","32","3717","10/26/2018","1.03","417","4.6","2.79","1457","Home & Kitchen","B07L54DKHH","https://www.amazon.co.uk/dp/B07L54DKHH"
"","","7","YIHATA Drill Cleaning Brush Attachments 4pc Scrubber Set Multi-Purpose Shower Brushes Sets Power Scrubbers Great for for Clean Fiberglass Tub Toilet Kitchen Sink Pool Tile Flooring Brick etc.","YIHATA","10.99","548","18","6023","07/24/2019","7.13","1421","4.3","3.86","2602","Grocery","B07VRQB33Z","https://www.amazon.co.uk/dp/B07VRQB33Z"
"","","8","Aluminum Metal Pizza Peel 12 Inch X 14 InchPizza Paddle with Pizza Cutter Foldable Wood Handle for Easy Storage Large Folding Pizza Spatula for Baking Homemade Pizza and Bread Lovers","LetGoShop","19.99","433","14","8656","04/07/2021","14.75","71","4.4","5.24","9870","Home & Kitchen","B091Y74D4F","https://www.amazon.co.uk/dp/B091Y74D4F"
"","","9","OakTree Happy 40th Birthday Rose Gold Holographic Foil Banner","OakTree","1.69","288","9","487","09/17/2020","0.38","193","4.6","1.31","5674","Toys & Games","B07M7XR3V9","https://www.amazon.co.uk/dp/B07M7XR3V9"
"","","10","Artworx Premium Artist's Colour Pencils Tin - 72 Coloured Set - Perfect for Adult Colouring Books Students or Kids School Art Supplies","Artworx","17.50","650","21","11375","09/25/2019","12.61","1507","4.6","4.89","1860","Stationery & Office Supplies","B07YCDMLFM","https://www.amazon.co.uk/dp/B07YCDMLFM"
