"Export date: 7/11/2021, 6:47:08 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","Rustins 92116 250ml Outdoor Varnish Satin Clear","RUSTINS","8.06","497","16","4006","07/09/2007","4.89","824","4.5","3.17","2431","DIY & Tools","B002ATNT8E","https://www.amazon.co.uk/Rustins-250ml-Outdoor-Varnish-Satin/dp/B002ATNT8E/ref=sr_1_3964?dchild=1&keywords=-kvnjdsnfkjew&qid=1626011188&s=kitchen&sr=1-3964"
"Average Sales: 828","","2","Rizla Flavour Infusions Fresh Mint Cards 25Packs (Full Box)","Rizzla","8.38","387","12","3243","06/06/2020","...","214","4.7","","14574","Home & Kitchen","B089RPLTYX","https://www.amazon.co.uk/Rizla-Flavour-Infusions-Fresh-25Packs/dp/B089RPLTYX/ref=sr_1_3965?dchild=1&keywords=-kvnjdsnfkjew&qid=1626011188&s=kitchen&sr=1-3965"
"Average Sales Rank: 8,468","","3","Air Cooler KEYDI Portable Air Conditioner Humidifier Purifier4-in-1 Portable Mini Air Conditioner USB Arctic Air Cooler with Human body sensing function & 3 Speeds.","KEYDI","24.64","734","24","18086","03/26/2021","18.69","82","3.7","5.95","12891","Home & Kitchen","B08V8SV7K6","https://www.amazon.co.uk/KEYDI-Portable-Conditioner-Humidifier-Purifier/dp/B08V8SV7K6/ref=sr_1_3966?dchild=1&keywords=-kvnjdsnfkjew&qid=1626011188&s=kitchen&sr=1-3966"
"Average Price: £15.17","","4","USB LED Desk Lamp Clip On LightKNAMKY 3 Light Mode 10 Dimmable Brightness Eye Caring Book Light Adjustable LED Clip Lamp for Reading Studying Working Video Conference LightingBlack","KNAMKY","12.99","710","23","9223","01/31/2021","8.82","249","4.5","4.17","631","Lighting","B08VHMCXWW","https://www.amazon.co.uk/KNAMKY-Brightness-Adjustable-Conference-Lighting%EF%BC%88Black%EF%BC%89/dp/B08VHMCXWW/ref=sr_1_3967?dchild=1&keywords=-kvnjdsnfkjew&qid=1626011188&s=kitchen&sr=1-3967"
"Average Reviews: 889","","5","GoMaihe Spice Rack Organiser 4 Pack Metal Wall Mount Spice Rack (Without Drilling) Kitchen Storage Racks for Walls Inside Cupboard Pantry Storage Spices and Condiments Spice Jars(Black)","GoMaihe","18.99","316","10","6001","03/02/2021","13.9","3","5","5.09","28248","Home & Kitchen","B08T645SJC","https://www.amazon.co.uk/GoMaihe-Organiser-Drilling-Cupboard-Condiments/dp/B08T645SJC/ref=sr_1_3968?dchild=1&keywords=-kvnjdsnfkjew&qid=1626011188&s=kitchen&sr=1-3968"
"","","6","E-Cloth Shower Cleaning Pack Microfibre Ivory 2 Cloth Set","E-Cloth","7.80","576","19","4493","05/22/2007","4.4","1503","4.7","3.4","3205","Home & Kitchen","B0027SWMFE","https://www.amazon.co.uk/e-cloth-Shower-Cleaning-2-cloths/dp/B0027SWMFE/ref=sr_1_3969?dchild=1&keywords=-kvnjdsnfkjew&qid=1626011188&s=kitchen&sr=1-3969"
"","","7","Roy Textile Hollowfibre Filled Cushion Inserts - Decorative Square Cushion Pad for Sofa Chair Bed (1 45 x 45cm / 18 x 18 inch)","Roy Textile","5.99","807","26","4834","12/08/2020","2.89","174","4.6","3.1","3110","Home & Kitchen","B08W2J59HN","https://www.amazon.co.uk/Roy-Textile-Hollowfibre-Cushion-Inserts/dp/B08W2J59HN/ref=sr_1_3970?dchild=1&keywords=-kvnjdsnfkjew&qid=1626011188&s=kitchen&sr=1-3970"
"","","8","DTMEFJ 360 Sheets Vintage Journaling SuppliesScrapbooking Material Stationery PaperAesthetic Decorative Stationery PaperDIY Craft Daily Planner for WritingAlbumDrawingTravel Journal","DTMEFJ","9.99","223","7","2228","04/26/2021","7.41","3","5","2.58","13452","Home & Kitchen","B093GTYM8W","https://www.amazon.co.uk/DTMEFJ-Journaling-Scrapbooking-Stationery-Decorative/dp/B093GTYM8W/ref=sr_1_3961?dchild=1&keywords=-kvnjdsnfkjew&qid=1626011188&s=kitchen&sr=1-3961"
"","","9","Ikea Lämplig Bamboo Chopping Board (46 x 53 cm)","Ikea","17.27","79","2","1364","06/25/2017","...","43","4.5","","40717","Home & Kitchen","B01IIIQOUA","https://www.amazon.co.uk/L%C3%84MPLIG-Chopping-board-bamboo-46X53-CM/dp/B01IIIQOUA/ref=sr_1_3962?dchild=1&keywords=-kvnjdsnfkjew&qid=1626011188&s=kitchen&sr=1-3962"
"","","10","Salter EK3491BLACK Riga Kettle 1.7 Litre 3 kW Sleek Black | Auto-Shut Off Indicator Lights Boil-Dry Sensor","Salter","18.82","95","3","1788","06/05/2019","10.47","46","4.1","4.46","6661","Home & Kitchen","B07QLMQ3R6","https://www.amazon.co.uk/Salter-EK3491BLACK-Kettle-Power-Black/dp/B07QLMQ3R6/ref=sr_1_3963?dchild=1&keywords=-kvnjdsnfkjew&qid=1626011188&s=kitchen&sr=1-3963"
