"Export date: 7/11/2021, 7:39:16 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: -kvnjdsnfkjew","","1","VIMILOLO Roasting Sticks BBQ forksTelescoping Marshmallow Roasting Fork Sticks For Camping Campfire Hot Dog Stainless Steel &Wooden Handle 8 Set","VIMILOLO","8.89","687","15","6107","05/29/2020","6.02","79","4.5","2.87","2993","Garden & Outdoors","B089D48956","https://www.amazon.co.uk/VIMILOLO-Roasting-forksTelescoping-Marshmallow-Stainless/dp/B089D48956/ref=sr_1_4627?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014261&s=kitchen&sr=1-4627"
"Average Sales: 1,028","","2","Sph2onge Extremely Absorbent Cleaning Cloth Non-Drip For Shiny & Streak Free Surfaces | Absorbs x8 Its Weight In Liquid | Long Lasting (Pink)","Sph2onge","6.95","454","18","3155","07/20/2019","4.84","1445","4.4","2.11","6095","Home & Kitchen","B07VJ7LSC9","https://www.amazon.co.uk/Sph2onge-Extremely-Absorbent-Cleaning-Non-Drip/dp/B07VJ7LSC9/ref=sr_1_4628?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014261&s=kitchen&sr=1-4628"
"Average Sales Rank: 7,130","","3","PREMIER SEEDS DIRECT Viola CORNUTA - Large Flower Mix - 350 Seeds","Premier Seeds Direct","1.69","800","26","1352","07/16/2013","0.05","457","4.2","1.64","1047","Garden & Outdoors","B00DYVMIVQ","https://www.amazon.co.uk/Premier-Seeds-Direct-VLA03F-Cornuta/dp/B00DYVMIVQ/ref=sr_1_4638?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014317&s=kitchen&sr=1-4638"
"Average Price: £16.19","","4","Baby Shower Decorations Box for Boys Girls 4Pcs White Transparent Balloon Boxes with 27 Letters Baby+A-Z for Baby Shower Birthday Party Gender Reveal Decorations (DIY Name Combination)","QIFU","14.99","1640","54","24584","07/23/2020","10.52","371","4.5","4.47","1545","Home & Kitchen","B08DKJ13CF","https://www.amazon.co.uk/Birthday-Letters-Decorations-Transparent-Combination/dp/B08DKJ13CF/ref=sr_1_4639?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014317&s=kitchen&sr=1-4639"
"Average Reviews: 1,175","","5","Lekesky Duvet Cover Set Double Size White Pompom Tassel Design with Zipper Closure Easy Care Bedding Set Includes 2 PillowcasesWhite Double","Lekesky","16.99","230","7","3908","03/05/2021","12.21","28","4.6","4.78","11364","Home & Kitchen","B08Y5Z3RTB","https://www.amazon.co.uk/Lekesky-Double-Closure-Bedding-Pillowcases/dp/B08Y5Z3RTB/ref=sr_1_4640?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014317&s=kitchen&sr=1-4640"
"","","6","HTVRONT Holographic Heat Transfer Vinyl Rainbow Stripe 12'x 6ft Iron on Vinyl for Cricut & Silhouette Cameo HTV Vinyl for T-Shirts or Fabric Easy to Cut & Weed","HTVRONT","19.59","220","7","4310","01/22/2021","14.38","25","4.9","5.21","41339","Home & Kitchen","B08TR17WMH","https://www.amazon.co.uk/HTVRONT-Holographic-Transfer-Silhouette-T-Shirts/dp/B08TR17WMH/ref=sr_1_4641?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014317&s=kitchen&sr=1-4641"
"","","7","Baby Shower Party Game - Charades (Rainbow)","Uk Baby Shower Co","2.99","1742","58","5209","08/21/2012","1.48","1022","4.5","1.51","942","Toys & Games","B006JKRXYG","https://www.amazon.co.uk/Baby-Shower-Party-Game-Charades/dp/B006JKRXYG/ref=sr_1_4642?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014317&s=kitchen&sr=1-4642"
"","","8","Bedlix Super King Mattress Protectors Waterproof Ultra Soft and Extra Deep 40cm Terry Towel Mattress Protector Topper -Super Absorbent and Machine Washable Cover for Bed (Super King 182 x 203 cm)","Bedlix","13.25","2816","93","37312","03/31/2021","9.04","106","4.6","4.21","450","Home & Kitchen","B08TTR4482","https://www.amazon.co.uk/dp/B08TTR4482"
"","","9","Magnetic Spice Tins - Set of 12 | Labels Included | Stainless Steel Spice Jars | Herb Pots | Seasoning Shakers | Spice Containers with Lid | M&W","Maison & White","8.99","340","11","3057","12/03/2019","5.43","452","4.5","3.56","4309","Home & Kitchen","B08293K8JG","https://www.amazon.co.uk/Magnetic-Spice-Tins-Stainless-Containers/dp/B08293K8JG/ref=sr_1_4634?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014317&s=kitchen&sr=1-4634"
"","","10","Swan Portable Garment Steamer Lightweight Jet Steam Cloth Friendly Ceramic Coated Steam Panel Removes Bacteria and Odours 1500W 300ml Water Tank 25 g Steam Rate SI12022N","Swan","32.56","533","17","17354","06/16/2020","25.4","432","4.2","7.16","22544","Home & Kitchen","B08B8XQG8B","https://www.amazon.co.uk/dp/B08B8XQG8B"
"","","11","Mibao Dirt Trapper Door Mat for Indoor&Outdoor4060cmGrey BlackWashable Barrier Door MatHeavy Duty Non-Slip Entrance Rug Shoes ScraperSuper Absorbent Front Door Mat Carpet","Mibao","12.39","5295","176","65605","04/15/2020","8.31","2424","4.4","4.08","101","Home & Kitchen","B087BN4NG2","https://www.amazon.co.uk/dp/B087BN4NG2"
"","","12","Vax U85-AS-Be Air Stretch Upright Vacuum 1.5 Litre 820 W - Silver/Orange[Energy Class A]","Vax","99.99","1938","35","193781","09/21/2015","79.72","3571","4.5","20.27","2271","Home & Kitchen","B015FEY5OM","https://www.amazon.co.uk/Vax-U85-AS-Be-Stretch-Upright-Vacuum/dp/B015FEY5OM/ref=sr_1_4022?dchild=1&keywords=-kvnjdsnfkjew&qid=1626012798&s=kitchen&sr=1-4022"
"","","13","Tefal SV7020 Liberty Steam Generator Iron 2200 Watt Light Blue","Tefal","79.99","247","8","19758","01/24/2018","65.57","268","4.4","14.42","9994","Home & Kitchen","B0771LZP2S","https://www.amazon.co.uk/Tefal-SV7020-Liberty-Steam-Generator/dp/B0771LZP2S/ref=sr_1_4638?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014317&s=kitchen&sr=1-4638"
"","","14","Dudu N Girlie Terry Cotton 100 Percent Waterproof Cot Bed Mattress Protector 70 cm x 140 cm","DUDU N GIRLIE","9.99","184","6","1838","03/06/2018","3.49","367","4.6","6.5","2228","Baby Products","B0797MTKZQ","https://www.amazon.co.uk/Girlie-Percent-Waterproof-Mattress-Protector/dp/B0797MTKZQ/ref=sr_1_4639?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014317&s=kitchen&sr=1-4639"
"","","15","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","a2bsales","3.80","207","6","787","07/07/2015","1.84","473","4.7","1.96","3763","Stationery & Office Supplies","B0114KJCYY","https://www.amazon.co.uk/dp/B0114KJCYY"
"","","16","Bostik Glu Dots Removable Clear Sticky Dots","The Works","1.47","282","9","415","02/15/2009","0.62","407","4.2","0.85","14933","Home & Kitchen","B001P5QMAQ","https://www.amazon.co.uk/dp/B001P5QMAQ"
"","","17","Orchid Myst Spray 300ml","Growth Technology Ltd","6.56","183","6","1200","07/13/2010","3.35","615","4.6","3.21","3580","Garden & Outdoors","B003VNV0V6","https://www.amazon.co.uk/dp/B003VNV0V6"
"","","18","BIPPS Perfect Pleats Curtain Spacers for Poles up to 28mm Quantity 12 for Eyelet Curtains","by Bay Interiors","8.00","267","8","2136","11/09/2020","4.6","227","4.6","3.4","7378","Home & Kitchen","B08MCHR7F4","https://www.amazon.co.uk/Perfect-Pleats-Curtain-Quantity-Curtains/dp/B08MCHR7F4/ref=sr_1_4643?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014317&s=kitchen&sr=1-4643"
"","","19","Prym PRYM_610191-1 Corner and edge shaper Blue","Prym","3.12","327","10","1020","09/02/2011","1.26","2251","4.7","1.86","18752","Home & Kitchen","B00DOX7JWM","https://www.amazon.co.uk/dp/B00DOX7JWM"
"","","20","UNIBOND 2008301 Pearl Moisture Absorber Relaxing Lavender Refill Tabs Pack of 2 300G","Unibond","6.88","916","30","6302","08/15/2015","3.65","1477","4.6","3.23","1966","Grocery","B014PGKQ26","https://www.amazon.co.uk/dp/B014PGKQ26"
"","","21","arkCRAFT 4-in-1 Assorted Pearlised/Glitter/Metallic/Bright Pony Beads PK-1000","arkCRAFT","7.99","1610","53","12864","07/04/2018","4.56","1459","4.6","3.43","1451","Home & Kitchen","B07F91D682","https://www.amazon.co.uk/Assorted-Pearlised-Glitter-Metallic-arkCRAFT/dp/B07F91D682/ref=sr_1_4649?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014317&s=kitchen&sr=1-4649"
"","","22","Rubber Broom Carpet Brush Indoor Floor & Carpet Sweeper Silicone Bristle Remove Pet Cat Dog Hair from Flooring Pile Rug with Long Collapsible Handle Kitchen Floor Cleaning Sweeping Brush Rake","TDBS The Dustpan and Brush Store","14.79","1302","43","19257","11/30/2018","10.35","5348","4.5","4.44","715","Grocery","B07L15K3KM","https://www.amazon.co.uk/dp/B07L15K3KM"
"","","23","Anniversary House AHC223 Dino Party Mix Pick Candles-5 Pcs Multicolor","Anniversary House","3.15","153","5","482","03/04/2020","3.82","105","4.6","1.93","10812","Toys & Games","B085FY42D1","https://www.amazon.co.uk/Cake-Decorating-Co-Party-Candles/dp/B085FY42D1/ref=sr_1_4651?dchild=1&keywords=-kvnjdsnfkjew&qid=1626014317&s=kitchen&sr=1-4651"
"","","24","Set of 2 Ventilated Microwave Food Plate Dish Cover Kitchen Cooking","Royle Home","3.50","2302","76","8057","06/26/2012","0.78","4802","4.4","2.72","556","Home & Kitchen","B008ESN6PG","https://www.amazon.co.uk/dp/B008ESN6PG"
